# product                 SHA1                                      Version                       
BUILD=b7413
afwdata                   da6a35342cddc65db1d042053e6f05b0e26afc6d  gda6a35342c                              
ap_verify_testdata        ac6c61303a72e82bed683a2f33148f85e733c121  gac6c61303a                              
fgcm                      0607adfdc759d384dda342b1c22635bb06c56433  g0607adfdc7                              
kht                       afcb7142decdb77911b08be3ee495256b2f19ed3  gafcb7142de                              
obs_decam_data            9eeeb5e1744bf8adbf537d8090ce4329e9927f2a  g9eeeb5e174                              
obs_lsst_data             acba7b0d82723b48e339236d99d5d1a075b8221d  gacba7b0d82                              
obs_subaru_data           7ff78db35487d4e684a72e349abc7204559ea87b  g7ff78db354                              
sconsUtils                0f9b1506d6d292570bb84712f211fc7eaf647df1  g0f9b1506d6                              
testdata_cfht             fc909493914c3bdf2eb4eac6cef672d82640ae3f  gfc90949391                              
testdata_deblender        8a244b65448f9248c91d66b0894bc3fd056feb91  g8a244b6544                              
testdata_decam            fde10c3a1cfb39bba0e5005e956c4b2059c91370  gfde10c3a1c                              
testdata_jointcal         f1d4ecff8ca0ab0faa6be604b92c82554c5341ed  gf1d4ecff8c                              
testdata_subaru           03c3ee655a9f3a162a19b12d7ad201b6af0c1e33  g03c3ee655a                              
base                      16539337294893b8bff8639fb89046d37d9d6fa5  g1653933729+a8ce1bb630                   sconsUtils
dustmaps_cachedata        bb0a0c949e73ad2289341f9e0bf912c1e810fe45  gbb0a0c949e+a8ce1bb630                   sconsUtils
gauss2d                   9125e01d80fc2ec491ffa9b869e93d331701d244  g9125e01d80+a8ce1bb630                   sconsUtils
jointcal_cholmod          81a980c3ddbbca861c73ffb98bce1fd1a391b2d6  g81a980c3dd+a8ce1bb630                   sconsUtils
modelfit_parameters       35bb328faa137fdecac9ba21664eec8cdfa06eeb  g35bb328faa+a8ce1bb630                   sconsUtils
psfex                     7b9623be859eb100c82fc1dd773c529ffda28e97  g7b9623be85+a8ce1bb630                   sconsUtils
scarlet_lite              168dd56ebc098dc9661c4f2cc86b27283f57a02f  g168dd56ebc+a8ce1bb630                   sconsUtils
sdm_schemas               d3356affd487d8a88572217fa643468ed92c6627  gd3356affd4+a8ce1bb630                   sconsUtils
sphgeom                   3e8969e20825335c997306bc733c5921ee6e3619  g3e8969e208+a8ce1bb630                   sconsUtils
utils                     e9fe97c6aac2e0f56249124021c0bbf4377cc268  ge9fe97c6aa+a8ce1bb630                   sconsUtils
verify_metrics            c16d4156ef458992af24a32f70ae365005a9e6cc  gc16d4156ef+a8ce1bb630                   sconsUtils
daf_relation              79d2099555536ed46e4e1b37b1fbf6b6b92f4de8  g79d2099555+c1f95f4921                   sconsUtils,utils
gauss2d_fit               b58c049af005e3c501e8556df46edc28e42efd1f  gb58c049af0+d64f4d3760                   gauss2d,modelfit_parameters,sconsUtils
log                       f0baf8585992f947a3bc69dc161e0180a345bf35  gf0baf85859+c1f95f4921                   sconsUtils,utils
pex_exceptions            daeeff99f8728ee92fda84cdea39102f76477f23  gdaeeff99f8+1711a396fd                   base
resources                 a8a3cf2bc6960502ba68bee856798f7394e4c9d1  ga8a3cf2bc6+c1f95f4921                   sconsUtils,utils
spectractor               46c9ee63a1bcd9f20d755d1470023dc8dc3cb226  g46c9ee63a1+c1f95f4921                   utils,utils
alert_packet              dfe88ab561b2b81f3de0eca24762a6712f25164a  gdfe88ab561+21c5d146b4                   resources,sdm_schemas
cpputils                  fa999e8aa5fa64b56749b57c62f3de3b5a92393d  gfa999e8aa5+17cd334064                   base,pex_exceptions
daf_butler                b3f240b0f2e8be99c76c54d8383dd071379b7bc4  gb3f240b0f2+279dfc2fa8                   sphgeom,sconsUtils,utils,resources,daf_relation
felis                     71dbc851d48e6dec4fee4ba0a82e93366c9ff1b8  g71dbc851d4+2902266dbd                   sconsUtils,utils,resources
astshim                   3156d2b45e2e2859ffc8828f5656da5347ae95fe  g3156d2b45e+6e55a43351                   sconsUtils,cpputils
daf_base                  3e281a1b8cf7f332a44a79c0e7f45e7e364342f3  g3e281a1b8c+c5dd892a6c                   utils,cpputils,pex_exceptions,base
daf_butler_migrate        0ce8b88755d407a471d79152465d7507cf423271  g0ce8b88755+08e9d31e7e                   daf_butler,resources,sconsUtils
dax_obscore               0dfe389a897543715fc258e6a254ade7d3821ebf  g0dfe389a89+b066fd0cd6                   daf_butler,sphgeom,utils,felis
geom                      414038480caf8b20de3c433a6de46e36435aeedc  g414038480c+5927e1bc1e                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
rucio_register            5f725411e8d60bb642aa1c3f18da81603381af1b  g5f725411e8+08e9d31e7e                   utils,daf_butler
astro_metadata_translator 545b08b59e522d5e3ac642b9998521fb3cb6f46f  g545b08b59e+f4add4ffd5                   sconsUtils,daf_base
gbdes                     e47971662c340e01a2594dbf5d34cf6ed6ed7dc1  ge47971662c+2f592cda7b                   astshim
pex_config                89c8672015829e3eb6d1ead1065b87c8da6a3f54  g89c8672015+f4add4ffd5                   daf_base,sconsUtils
afw                       ef2f8181fd5ea73fc882c01e80687e2f32b596f8  gef2f8181fd+0a71e47438                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,base,cpputils,afwdata
dax_apdb                  063fba187be5f91a78b2fed324e8d03fb233d500  g063fba187b+cac8b7c890                   felis,geom,pex_config,resources,sconsUtils,sdm_schemas,sphgeom,utils
multiprofit               18cab051e2c26b51e19b7c76fbe9377b9d528083  g18cab051e2+01da11b55c                   sconsUtils,gauss2d_fit,pex_config
pipe_base                 269e412919e65d310b07223e1b1fd7fa96e84179  g269e412919+067bc6439a                   daf_butler,pex_config,utils,resources
cbp                       a32fcf49c8d30cf671f47ce018931f3d72162029  ga32fcf49c8+3f2625acfc                   geom,sphgeom,afw
coadd_utils               2bc492864f44cbe45a4b175d8cf25c8743370681  g2bc492864f+3f2625acfc                   afw,sconsUtils,utils,cpputils,afwdata,pex_config
ctrl_mpexec               e4484fe4ba0423e801bfd68e196bb2a365b4d1b0  ge4484fe4ba+9383a9dd39                   daf_butler,pex_config,pipe_base,utils
display_astrowidgets      2bbee38e9bfd937a1eca947439aca2323cbe174e  g2bbee38e9b+3f2625acfc                   base,afw
display_ds9               c28159a63d0f86c82a3eeb121c5177245091679a  gc28159a63d+3f2625acfc                   afw
display_firefly           347aa1857da98cc104ea1664fc14bf76073b10f2  g347aa1857d+3f2625acfc                   afw,geom
display_matplotlib        3a166c0a6a70acdd33004f70b82b33505b1754f2  g3a166c0a6a+3f2625acfc                   afw
obs_base                  5c8c310e76aab564c683057b73289e4d5e27ed73  g5c8c310e76+94977de830                   utils,daf_butler,pipe_base,resources,astro_metadata_translator,pex_config,daf_base,afw,geom,pex_exceptions,log
shapelet                  e79ae78c31432767750ff26cfb72e87814e029e3  ge79ae78c31+3f2625acfc                   afw,sconsUtils,geom
skymap                    80478fca09b8a2bc83c9865300ae988a00ff8595  g80478fca09+6ef8b1810f                   sphgeom,geom,afw,daf_butler
verify                    02878d4df37de08eec0e53108134324bbc769ff1  g02878d4df3+e371452895                   sconsUtils,utils,pex_config,daf_butler,pipe_base,dax_apdb,afw,verify_metrics
ctrl_bps                  c55a5d25f4ca7df8fa2c823d74b833f390737974  gc55a5d25f4+002d74d1ad                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
meas_base                 217e2c1bcf074ea816391bc2dd7085bd1450d945  g217e2c1bcf+73dee94bd0                   utils,geom,afw,skymap,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils
ctrl_bps_htcondor         34194b8346f0a900ea113d97f82580b829973d95  g34194b8346+1d07d7819e                   sconsUtils,ctrl_bps,utils
ctrl_bps_panda            e9b6eacb8f465f22e3ef2300ef200f39ae689ef2  ge9b6eacb8f+1d07d7819e                   sconsUtils,ctrl_bps,daf_butler,resources,utils
ctrl_bps_parsl            24ef2382808f3ecb16dee0038b914ad73b38c7f8  g24ef238280+1d07d7819e                   ctrl_bps,utils
meas_algorithms           32e5bea42b08c4e196758620be3e8d021286fb5e  g32e5bea42b+1bb94961c2                   astshim,daf_base,geom,afw,log,meas_base,pex_config,pex_exceptions,pipe_base,sconsUtils,utils,cpputils,kht,obs_base
meas_extensions_simpleShape cf0d15dbbd8e1c410f62060a9388a7b98e664db3  gcf0d15dbbd+46a3f46ba9                   sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
meas_extensions_trailedSources da6a2b7d8303c939b1a09e23d84ecf9c928008a4  gda6a2b7d83+46a3f46ba9                   base,afw,geom,pex_config,utils,cpputils,meas_base
meas_transiNet            3ce412b53db53d3fcff840c281de25e4e4bf732a  g3ce412b53d+46a3f46ba9                   base,pex_config,pipe_base,meas_base
ctrl_execute              32d39fb0bce1309848d07a0933b5231d950be323  g32d39fb0bc+a73021ead0                   pex_config,utils,ctrl_bps_htcondor
ip_isr                    20f6ffc8e0d24df9a48e77131bf03bfaa41d29ce  g20f6ffc8e0+6aee506743                   meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
lsst_bps_plugins          3a590c521e9cfb37e0cc03f799ce5cabe499d2c2  g3a590c521e+9422129dad                   ctrl_bps_htcondor,ctrl_bps_panda,ctrl_bps_parsl
meas_astrom               fa517265be178ebc11891a0f0b226fc9117cf5ce  gfa517265be+6aee506743                   geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            41af890bb228f2bac84b4bd69a3554cd404dbc7d  g41af890bb2+8a9e676b2a                   afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron 858d7b2824e671d1c30afb87fd0ea4286d6641f1  g858d7b2824+6aee506743                   meas_base,meas_algorithms
meas_extensions_piff      0f08755f383cbd234938a2dc141b458a028f85cf  g0f08755f38+6aee506743                   afw,base,geom,log,meas_algorithms,pex_config,utils
meas_extensions_psfex     28da252d5aee72f3f6a8c819ee1b2d6aba354840  g28da252d5a+1f19c529b9                   afw,daf_base,meas_algorithms,meas_base,pipe_base,psfex,sconsUtils,utils,geom,afwdata
meas_extensions_scarlet   1fddf4a2493ae6727090cbb2ad16dacc21e295a3  g1fddf4a249+6b1a78b120                   base,afw,meas_algorithms,log,scarlet_lite,log,pex_config,pex_exceptions,pipe_base,testdata_deblender
meas_extensions_shapeHSM  e00768bf1a762ff40760e8a320b9fcdd1009c0f9  ge00768bf1a+6aee506743                   meas_base,meas_algorithms,geom,afw,daf_base,pex_exceptions,sconsUtils,utils
meas_modelfit             a5288a1d22bb16e7890ef0c280ac82e8917c5f14  ga5288a1d22+2903d499ea                   afw,meas_algorithms,meas_base,log,sconsUtils,shapelet,geom,cpputils
ctrl_platform_s3df        d2094b98e9a971fcab65d117f1b308b7718a1c23  gd2094b98e9+464c93e723                   sconsUtils,ctrl_execute
ip_diffim                 1a2382251a67e515507225c0a7346f7a000375f5  g1a2382251a+b4475c5878                   afw,daf_base,log,meas_astrom,meas_algorithms,meas_extensions_trailedSources,meas_extensions_shapeHSM,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
lsst_middleware           04aa5ee2d38840fa6085a4dd9014e4cb251c16e2  g04aa5ee2d3+e805b1ae34                   sconsUtils,daf_butler,pipe_base,ctrl_mpexec,ctrl_bps,obs_base,lsst_bps_plugins,dax_obscore,daf_butler_migrate
meas_extensions_convolved 42fff21dfb88e9ac1772aa792458ec200baa4b58  g42fff21dfb+3f720652cf                   meas_algorithms,meas_extensions_photometryKron,afw,geom,meas_base,utils,daf_base
meas_extensions_gaap      e21cd3aba35fd07c370524e17bf9a118e1fa29e8  ge21cd3aba3+cda4c4bd9c                   afw,daf_base,geom,ip_diffim,meas_algorithms,meas_base,pex_config,pex_exceptions,utils
pipe_tasks                1dcb35cd9c9bb18eb0fafeced1a2e6ef8d449db2  g1dcb35cd9c+8f9bc1652e                   afw,coadd_utils,daf_base,daf_butler,dustmaps_cachedata,geom,ip_diffim,ip_isr,meas_algorithms,meas_astrom,meas_base,meas_deblender,meas_extensions_convolved,meas_extensions_gaap,meas_extensions_photometryKron,meas_extensions_piff,meas_extensions_psfex,meas_extensions_scarlet,meas_extensions_shapeHSM,meas_extensions_trailedSources,meas_modelfit,obs_base,pex_config,pipe_base,skymap,sphgeom,utils,verify
ap_association            da4054217b1a4e0c4bd3c8044f2709f137f275df  gda4054217b+c76724bbb7                   afw,alert_packet,dax_apdb,meas_algorithms,meas_base,pex_config,pipe_base,pipe_tasks,verify
cell_coadds               0f6015c96909677e43481f13895dd3ebbb14929d  g0f6015c969+b5c024a026                   base,meas_algorithms,pipe_tasks
faro                      4edbe43bf12c3b0b4a7b09620f93689c43760985  g4edbe43bf1+bbe53721f0                   afw,base,ctrl_mpexec,daf_butler,dustmaps_cachedata,geom,pex_config,pipe_base,pipe_tasks,sconsUtils,utils,verify,verify_metrics
obs_cfht                  133013155fe92cf08878261f75c59253f182da17  g133013155f+35a2437d13                   obs_base,meas_algorithms,meas_astrom,pipe_tasks,astro_metadata_translator,geom,meas_extensions_photometryKron,meas_extensions_shapeHSM,testdata_cfht
obs_decam                 7af13505b99705b477e6fcb513b548b82636ddaf  g7af13505b9+809c143d88                   utils,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,ip_isr,astro_metadata_translator,obs_decam_data,geom,daf_butler,ctrl_mpexec,testdata_decam
obs_lsst                  b39af4ea4cdaefb16bc8b474b80120523c7b83d7  gb39af4ea4c+643a0b0e20                   afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler,meas_extensions_gaap,meas_extensions_psfex,meas_algorithms
obs_subaru                fdccd2fc242ebbc840a087b7c10b5dda56866679  gfdccd2fc24+6b561fa1b4                   obs_base,pipe_tasks,meas_astrom,sconsUtils,astshim,astro_metadata_translator,obs_subaru_data,geom,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,meas_extensions_gaap,testdata_subaru
atmospec                  5b8c2ace518e70cc8e61a04ac9f0f53bc3b5f1c9  g5b8c2ace51+56f91923b5                   meas_algorithms,meas_astrom,pipe_tasks,pipe_base,geom,ip_isr,pex_config,meas_algorithms,meas_astrom,obs_lsst,daf_base,utils,afw,spectractor,daf_butler,ctrl_mpexec
cp_pipe                   feffc66b2942a87f3ff4ceecd132414c1160bfe5  gfeffc66b29+4aaefad17c                   pex_config,pipe_base,log,ip_isr,afw,meas_algorithms,pipe_tasks,obs_subaru,obs_decam,obs_lsst
drp_tasks                 ede91d625a613aa181b174e920ad37e0783e2ee9  gede91d625a+0407b72421                   base,gbdes,afw,cell_coadds,daf_base,daf_butler,sphgeom,pex_config,geom,pipe_base,utils,meas_algorithms,meas_extensions_photometryKron,meas_extensions_shapeHSM,pipe_tasks
fgcmcal                   cab2d0539d5889201e9729d785940ded84bb3ff4  gcab2d0539d+b12535109e                   sconsUtils,afw,daf_butler,obs_base,pipe_base,pex_config,pipe_tasks,ctrl_mpexec,fgcm,testdata_jointcal,obs_subaru,obs_lsst
jointcal                  82479be7b058d245d05b1660f60b42eb46b2b067  g82479be7b0+f568feb641                   sconsUtils,afw,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,verify,verify_metrics,cpputils,pipe_base,daf_butler,ctrl_mpexec,obs_subaru,obs_cfht,testdata_jointcal,obs_decam,obs_cfht
obs_fiberspectrograph     aec10a47a62e18b2e92ea6936190446b1e45c6c6  gaec10a47a6+54be53f4e1                   obs_base,obs_lsst,astro_metadata_translator,daf_butler,ip_isr,afw
obs_rubinGenericCamera    a045cb765c235a0ade3b66fca1d5310361d0e946  ga045cb765c+54be53f4e1                   obs_base,obs_lsst,astro_metadata_translator,daf_butler
analysis_tools            fa6e2851b9376ff0d73294616a733b376e25192e  gfa6e2851b9+232e7b186e                   afw,base,cp_pipe,daf_butler,drp_tasks,geom,meas_algorithms,pex_config,pipe_base,skymap
lsst_obs                  fb06b55ef1156100e8d8f05edc3d1c773dd75ba2  gfb06b55ef1+a195ce8752                   obs_cfht,obs_decam,obs_lsst,obs_subaru,obs_rubinGenericCamera,obs_fiberspectrograph,testdata_cfht,testdata_subaru,testdata_decam
