# product                 SHA1                                      Version                       
BUILD=b6558
afwdata                   294ccec69c8ab026b758a42557191ddc6c08b2df  g294ccec69c                              
alert_packet              5d8fbe4fe2eb298e3a2bcb0307c13def3145dab9  g5d8fbe4fe2                              
ap_pipe_testdata          5887cb02c75af27fc14873fd2b97ac6ff6e4b4bb  g5887cb02c7                              
ap_verify_testdata        d99cf0e62e696e87a7d237a7f5d418256d7dcf17  gd99cf0e62e                              
eigen                     04a8d4365ea7664bc132e5bbeb46041f640cc35c  g04a8d4365e                              
fgcm                      941b12d670ea08fc376b0f5cacb9a66b45113524  g941b12d670                              
obs_decam_data            c3e517dea3e129286c4c244ab19216553b6754cc  gc3e517dea3                              
obs_lsst_data             bdb8a927be7854da614426be56425ca360b5564a  gbdb8a927be                              
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  g2f68bc2906                              
proxmin                   33b4157f2516bd8c00926329f87583cee3ef3f95  g33b4157f25                              
sconsUtils                7374e9d467ccbfbc52399c54fb89e697b35e96aa  g7374e9d467                              
sdm_schemas               ed131335afa3130551097b133e7f0dd3a589d840  ged131335af                              
spectractor               03aae25595cd36d68b67a9ff8a2ffa55bdcfca2d  g03aae25595                              
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  ga65e6c79fd                              
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  g2cc488a7b8                              
testdata_decam            4c8566d46baf5b96cc33bed92cbee3d06a40a337  g4c8566d46b                              
testdata_jointcal         76a28315300e56f8a95005c0e2deacf96e8720d4  g76a2831530                              
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  gbf01ab0e16                              
astshim                   38293774b485472d332af08230a572e74843271f  g38293774b4+ac198e9f13                   sconsUtils
base                      f9f5ea5b4da8ee2e310f18405607f3392a076387  gf9f5ea5b4d+ac198e9f13                   sconsUtils
dustmaps_cachedata        41a3ec361e020feb5d91f4807f97f14fa40a6ae7  g41a3ec361e+ac198e9f13                   sconsUtils
jointcal_cholmod          a68e3ac08d36abf77e36a1698a9bc9766cafd394  ga68e3ac08d+ac198e9f13                   sconsUtils
kht                       14ffe67dc213e67ddceddbca8aa16c8435674325  g14ffe67dc2+c057cea34b                   eigen
psfex                     57437a15a7692a36fb9b6f02abddd16ce4a51df2  g57437a15a7+ac198e9f13                   sconsUtils
scarlet                   d32b658ba24073613abf6a35ce5499a08e67087d  gd32b658ba2+4083830bf8                   proxmin
sphgeom                   a1cf026fa30e7b1ca8fc486e4902aa08579bdad0  ga1cf026fa3+ac198e9f13                   sconsUtils
verify_metrics            40f75c44ca34b03b2894767f161d137970eb205f  g40f75c44ca+ac198e9f13                   sconsUtils
pex_exceptions            48ccf364403d35f5d7b3f465126f89b6993d7bd0  g48ccf36440+89c08d0516                   base
scarlet_extensions        9d1858973594594d1fd70a257f99b89e77df79fc  g9d18589735+cc492336a9                   scarlet
cpputils                  a32aa97882bc257cfc722d92fd2a39123f749bf0  ga32aa97882+7403ac30ac                   base,pex_exceptions
utils                     a4dd45a4c700b33e06d0d602bfb1f8df1775c461  ga4dd45a4c7+82f6db4df0                   cpputils,sconsUtils
daf_base                  5c4744a4d960de2f62cbb45c378898d6fdbf4345  g5c4744a4d9+9e5e24d318                   utils,cpputils,pex_exceptions
geom                      3b44f30a73dd54d2ff273b5c28dbe5be81782b6d  g3b44f30a73+6ed7a0bf37                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
log                       9d275491990575a3edd2d11e037a60cb8fc759cf  g9d27549199+9e5e24d318                   sconsUtils,utils
resources                 73ff3781d86152330bd88cdd8fda4e2ba0e4095c  g73ff3781d8+9e5e24d318                   sconsUtils,utils
astro_metadata_translator 83a23aef333369843b34c66ccb8a96d7b310fc59  g83a23aef33+846e1f9efd                   sconsUtils,daf_base
daf_butler                703018b35b096d0ce766657f9a6b9543ae8eba94  g703018b35b+1ed234098f                   sphgeom,sconsUtils,utils,resources
pex_config                c75b51116a2bc540af1c4242936cabaa1111d71e  gc75b51116a+846e1f9efd                   daf_base
afw                       d95cd18b761cd37ee99b569969a34e07ca687731  gd95cd18b76+8a093cac5b                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,afwdata
daf_persistence           17e5ecfddbd1d20bef02015b6e9ac03c522e939e  g17e5ecfddb+2f99ec5bff                   utils,log,daf_base,pex_config
dax_apdb                  a786bb30fbdd6a219f92b057ddde73b85c4940c1  ga786bb30fb+8c170280cc                   geom,daf_base,pex_config,sconsUtils,sdm_schemas,sphgeom,utils
cbp                       7177720bbd30ea1a85d2c280c564d4890baa7df5  g7177720bbd+aeba7d5376                   geom,sphgeom,afw
display_ds9               d01420fc67568aa7a14ab06c579db2422781b73b  gd01420fc67+aeba7d5376                   afw
display_firefly           1d67935e3f1619237322e9e028652b9db6104b9b  g1d67935e3f+aeba7d5376                   afw,geom,log
display_matplotlib        bec6a3398f1cfee474c57dbc3a22f6bd87a4ce46  gbec6a3398f+aeba7d5376                   afw
pipe_base                 022a05fb0b7f83851945d27dc8eb97ad8c05a3d7  g022a05fb0b+a53e75e8e3                   daf_butler,daf_persistence,log,pex_config,utils,afw,resources
shapelet                  d877ba84e5a5de42b6ce7f8bb1d68ced2f5712bc  gd877ba84e5+aeba7d5376                   afw,sconsUtils,geom
skymap                    db4cecd868eb4cf89e7357a5412e32f595fff6b7  gdb4cecd868+a5301bf5a0                   sphgeom,geom,afw,daf_butler
coadd_utils               f3ee170dca6b282cd5381cce62207f32090fcf6c  gf3ee170dca+60190443eb                   afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
ctrl_mpexec               4d64b21cde3a3993a2d773798fecc4f8833c607d  g4d64b21cde+60190443eb                   daf_butler,pex_config,pipe_base,utils
ctrl_pool                 6c8d09e9e7c6ddfc55267ebb84c03bd072df9b46  g6c8d09e9e7+60190443eb                   daf_persistence,pipe_base,log,utils
obs_base                  baa45dfa326e5557439893fd13d7a383ec0652f9  gbaa45dfa32+dcdcdf2bb6                   daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap,resources
verify                    77c5fecd560817eb303e5693856fb2549c83825f  g77c5fecd56+a21ac24af6                   sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
ctrl_bps                  f0302e916e21d092435e6478881123575235b53a  gf0302e916e+84751bb01d                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
