# product                 SHA1                                      Version                       
BUILD=b6129
afwdata                   294ccec69c8ab026b758a42557191ddc6c08b2df  g294ccec69c                              
alert_packet              6179d27fb4a8328427f55fdd5d97b2e08a4e358d  g6179d27fb4                              
ap_pipe_testdata          5887cb02c75af27fc14873fd2b97ac6ff6e4b4bb  g5887cb02c7                              
ap_verify_testdata        d99cf0e62e696e87a7d237a7f5d418256d7dcf17  gd99cf0e62e                              
eigen                     04a8d4365ea7664bc132e5bbeb46041f640cc35c  g04a8d4365e                              
fgcm                      0c95ffb5ae4440cb089a0984480bd1e7ae5688fa  g0c95ffb5ae                              
obs_decam_data            c3e517dea3e129286c4c244ab19216553b6754cc  gc3e517dea3                              
obs_lsst_data             bdb8a927be7854da614426be56425ca360b5564a  gbdb8a927be                              
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  g2f68bc2906                              
proxmin                   33b4157f2516bd8c00926329f87583cee3ef3f95  g33b4157f25                              
sconsUtils                cfd182313c7b6f09fd7ea4dc5823feb7ef3fbbea  gcfd182313c                              
sdm_schemas               46fde640be1adfd5510ff0f7ae667d691d411ae0  g46fde640be                              
spectractor               03aae25595cd36d68b67a9ff8a2ffa55bdcfca2d  g03aae25595                              
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  ga65e6c79fd                              
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  g2cc488a7b8                              
testdata_decam            4c8566d46baf5b96cc33bed92cbee3d06a40a337  g4c8566d46b                              
testdata_jointcal         76a28315300e56f8a95005c0e2deacf96e8720d4  g76a2831530                              
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  gbf01ab0e16                              
astshim                   b04e0da5b23a2813a518d3d78c38c61067377d3a  gb04e0da5b2+164b02c8d4                   sconsUtils
base                      c57f72a14a10321f48161070d937f77fbae33555  gc57f72a14a+164b02c8d4                   sconsUtils
dustmaps_cachedata        41a3ec361e020feb5d91f4807f97f14fa40a6ae7  g41a3ec361e+164b02c8d4                   sconsUtils
jointcal_cholmod          aea3fc061146b77b81e1cd10c0bad57c99e92e4e  gaea3fc0611+164b02c8d4                   sconsUtils
kht                       14ffe67dc213e67ddceddbca8aa16c8435674325  g14ffe67dc2+c057cea34b                   eigen
psfex                     57437a15a7692a36fb9b6f02abddd16ce4a51df2  g57437a15a7+164b02c8d4                   sconsUtils
scarlet                   d32b658ba24073613abf6a35ce5499a08e67087d  gd32b658ba2+4083830bf8                   proxmin
sphgeom                   bbfe4432f0bcd32090847921c9122c2ae37f78d0  gbbfe4432f0+164b02c8d4                   sconsUtils
verify_metrics            4cd34326d0b05af37947d765f8521e032147d768  g4cd34326d0+164b02c8d4                   sconsUtils
pex_exceptions            958458c828f35b233f9e33c6757fbdaa4c1dda3e  g958458c828+29808520f2                   base
scarlet_extensions        9d1858973594594d1fd70a257f99b89e77df79fc  g9d18589735+cc492336a9                   scarlet
cpputils                  414d386c766dc3310cd0ea14a70d186b922e2177  g414d386c76+6f0ef6a499                   base,pex_exceptions
utils                     62e1f4f43a0fa3478f5d30605d42872d1ac7669d  g62e1f4f43a+eee07778a9                   cpputils,sconsUtils
daf_base                  cc072456be6d83700ace13996a079e32974ae432  gcc072456be+c4b9c681af                   utils,cpputils,pex_exceptions
geom                      491c310abfaef2bf64d6f33e18c2c7d6a644a64d  g491c310abf+aff4403caf                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
log                       d27fc4adddcd693a3676256514bd28d3fe4892ab  gd27fc4addd+c4b9c681af                   sconsUtils,utils
resources                 f1bf1f77a07a3072a589e6e10d0456020a77fc45  gf1bf1f77a0+c4b9c681af                   sconsUtils,utils
astro_metadata_translator 242597072260643cf894569cf79926ac49a8fe08  g2425970722+65efa646f1                   sconsUtils,daf_base
daf_butler                cdca06ccf61ce5a8ed66bf395b0f56de775e9adb  gcdca06ccf6+6087c1f380                   sphgeom,sconsUtils,utils,resources
pex_config                9aff22451c923a7684a9ab9743d09fa90baadfcc  g9aff22451c+65efa646f1                   daf_base
afw                       1f6fc4ca13616600d832e0bf1f6de8ff5b30a54b  g1f6fc4ca13+8771dc9028                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,afwdata
daf_persistence           248c5185f97493133d914cc8cb76894ff5b8f62a  g248c5185f9+fb471de0d0                   utils,log,daf_base,pex_config
dax_apdb                  7929fe7e564a7ce0d39ee61af7c6cc1dc24b4cd3  g7929fe7e56+4d9d9c9ec3                   geom,daf_base,pex_config,sconsUtils,sdm_schemas,sphgeom,utils
cbp                       aebe1cbaf0a5225dba25a498f914b0b2827f15c1  gaebe1cbaf0+21abe52b79                   geom,sphgeom,afw
display_ds9               faaac7f73f47ca023402d012ad3c6aa0ba9c3a28  gfaaac7f73f+21abe52b79                   afw
display_firefly           d2200cecb0cabf95ab4f0169b90de36e27904439  gd2200cecb0+21abe52b79                   afw,geom,log
display_matplotlib        bdd1c81305d7b1ec58b54b26418586500ccc7d91  gbdd1c81305+21abe52b79                   afw
pipe_base                 c97feba3394b8c6774f773f43bec5d57e59657f6  gc97feba339+63406a4cee                   daf_butler,daf_persistence,log,pex_config,utils,afw,resources
shapelet                  d79a88f3f0059d59ea8f561212266f266479a24a  gd79a88f3f0+21abe52b79                   afw,sconsUtils,geom
skymap                    602c5592b1868053a0b7958ab730a5be348a3258  g602c5592b1+6cf43e6aa7                   sphgeom,geom,afw,daf_butler
coadd_utils               169eefeba39d04fdd2631cf3b0b9041f11423075  g169eefeba3+3d88839538                   afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
ctrl_mpexec               963e35ba4f81e3206ea51aa65747e45276598ba1  g963e35ba4f+3d88839538                   daf_butler,pex_config,pipe_base,utils
ctrl_pool                 6ea9deef35207d034093a671c4dc210ebadac26a  g6ea9deef35+3d88839538                   daf_persistence,pipe_base,log,utils
obs_base                  c18b5ea8f9b03c9bd5b4cb676bff6993eb2f79fc  gc18b5ea8f9+573ef9d3a0                   daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap,resources
verify                    a2309f18832ed7fac39cdae9891aa62aa499d8e8  ga2309f1883+ec5d7deb21                   sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
ctrl_bps                  43737be2feb6d8118037f1e926184ef05e8815bb  g43737be2fe+50e4e98a62                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
