# product                 SHA1                                      Version                       
BUILD=b7441
afwdata                   da6a35342cddc65db1d042053e6f05b0e26afc6d  gda6a35342c                              
ap_verify_testdata        ac6c61303a72e82bed683a2f33148f85e733c121  gac6c61303a                              
fgcm                      0607adfdc759d384dda342b1c22635bb06c56433  g0607adfdc7                              
kht                       afcb7142decdb77911b08be3ee495256b2f19ed3  gafcb7142de                              
obs_decam_data            9eeeb5e1744bf8adbf537d8090ce4329e9927f2a  g9eeeb5e174                              
obs_lsst_data             acba7b0d82723b48e339236d99d5d1a075b8221d  gacba7b0d82                              
obs_subaru_data           7ff78db35487d4e684a72e349abc7204559ea87b  g7ff78db354                              
sconsUtils                1ca295d4bc36f986369132aa86fa74a6dabcd2fc  g1ca295d4bc                              
testdata_cfht             fc909493914c3bdf2eb4eac6cef672d82640ae3f  gfc90949391                              
testdata_deblender        8a244b65448f9248c91d66b0894bc3fd056feb91  g8a244b6544                              
testdata_decam            fde10c3a1cfb39bba0e5005e956c4b2059c91370  gfde10c3a1c                              
testdata_jointcal         f1d4ecff8ca0ab0faa6be604b92c82554c5341ed  gf1d4ecff8c                              
testdata_subaru           03c3ee655a9f3a162a19b12d7ad201b6af0c1e33  g03c3ee655a                              
base                      53246c715956882f6e527aaa7283219e06a7401f  g53246c7159+e55fef2c71                   sconsUtils
dustmaps_cachedata        bb0a0c949e73ad2289341f9e0bf912c1e810fe45  gbb0a0c949e+e55fef2c71                   sconsUtils
gauss2d                   9125e01d80fc2ec491ffa9b869e93d331701d244  g9125e01d80+e55fef2c71                   sconsUtils
jointcal_cholmod          5b815a837eb1fe17aa9597e66017b25d3136e3b6  g5b815a837e+e55fef2c71                   sconsUtils
modelfit_parameters       35bb328faa137fdecac9ba21664eec8cdfa06eeb  g35bb328faa+e55fef2c71                   sconsUtils
psfex                     7b9623be859eb100c82fc1dd773c529ffda28e97  g7b9623be85+e55fef2c71                   sconsUtils
scarlet_lite              f58bf463548f1373b6b28d19a25f3d57383b7fa4  gf58bf46354+e55fef2c71                   sconsUtils
sdm_schemas               01af07b09555385d66b517c1f85cef59711b93fa  g01af07b095+e55fef2c71                   sconsUtils
sphgeom                   ca43fec769d90f5fce7f772528a0bacd02daf8cd  gca43fec769+e55fef2c71                   sconsUtils
utils                     bd976da7f8a35f0d401a5d3fbf18a1f71c49d3dd  gbd976da7f8+e55fef2c71                   sconsUtils
verify_metrics            05f563eca1e615dff33c5240e704f4673a9cebe0  g05f563eca1+e55fef2c71                   sconsUtils
daf_relation              46a8c529b8a9a8174a5573cfbc7ec2511383ae00  g46a8c529b8+25667260f6                   sconsUtils,utils
gauss2d_fit               b58c049af005e3c501e8556df46edc28e42efd1f  gb58c049af0+28045f66fd                   gauss2d,modelfit_parameters,sconsUtils
log                       e278dab8ac7dbe34f6bcd0740cd60ba18e889be2  ge278dab8ac+25667260f6                   sconsUtils,utils
pex_exceptions            786e29fd129756b69aad840e77102572d4427069  g786e29fd12+307f82e6af                   base
resources                 c62a4ab5da19a704f2066cf4a60bf12756340838  gc62a4ab5da+25667260f6                   sconsUtils,utils
spectractor               46c9ee63a1bcd9f20d755d1470023dc8dc3cb226  g46c9ee63a1+25667260f6                   utils,utils
alert_packet              dfe88ab561b2b81f3de0eca24762a6712f25164a  gdfe88ab561+c712e18d00                   resources,sdm_schemas
cpputils                  abe3b4be7314deef3ffc989f82d55a864bdb48e6  gabe3b4be73+9c0c3c7524                   base,pex_exceptions
daf_butler                14d1b706ced933e0b963506ec183f3fa8750c57e  g14d1b706ce+49d5bde2b1                   sphgeom,sconsUtils,utils,resources,daf_relation
felis                     40a360a34f3e84e88fb1aa648bcfd84a4675e506  g40a360a34f+120a1557b7                   sconsUtils,utils,resources
astshim                   78460c75b0e7e4b30293ab93a99093bd37996298  g78460c75b0+8427c4cc8f                   sconsUtils,cpputils
daf_base                  ecb8035dfecb40c750c4bdb828f05e11f0d06495  gecb8035dfe+0fa5abcb94                   utils,cpputils,pex_exceptions,base
daf_butler_migrate        0be011189ef215852ae222477e6e1b19dc98f463  g0be011189e+82d160b605                   daf_butler,resources,sconsUtils
dax_obscore               ebbe7df0183c626489469c1b4cdff56bb53fbea6  gebbe7df018+11ab08a930                   daf_butler,sphgeom,utils,felis
geom                      d6cbbdb0b4b12839c948da7cfb301f775e30f8df  gd6cbbdb0b4+784e334a77                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
rucio_register            13a924b9ab59df07c098f4668a9a102d3628dc63  g13a924b9ab+82d160b605                   utils,daf_butler
astro_metadata_translator 1e2c37772380b7a9dbc19f39c556319c49e2f0ba  g1e2c377723+af2545e932                   sconsUtils,daf_base
gbdes                     e47971662c340e01a2594dbf5d34cf6ed6ed7dc1  ge47971662c+23f8f75e17                   astshim
pex_config                8534526c7bf44a3d6b640201353835c8ce71f33d  g8534526c7b+af2545e932                   daf_base,sconsUtils
afw                       6992a3b7c1386f21c54bbce5399fdc9bccb8c89b  g6992a3b7c1+89734069dd                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,base,cpputils,afwdata
dax_apdb                  43bc871e5771af712700eb1d3af8ed3af24e477c  g43bc871e57+32b9ddb877                   felis,geom,pex_config,resources,sconsUtils,sdm_schemas,sphgeom,utils
multiprofit               93fb704655dcc765728c366e9d82c0e521788cab  g93fb704655+56c01e7dfc                   sconsUtils,gauss2d_fit,pex_config
pipe_base                 cd2e6153bd58dafe6419bbd18602b9d26c438756  gcd2e6153bd+480a6e4cfc                   daf_butler,pex_config,utils,resources
cbp                       7a6b8c32e41a7a9b91a634076ee98d217ded5ccd  g7a6b8c32e4+8a3ff5e555                   geom,sphgeom,afw
coadd_utils               89139ef63871455d4aa124831d04de57703bfe20  g89139ef638+8a3ff5e555                   afw,sconsUtils,utils,cpputils,afwdata,pex_config
ctrl_mpexec               1832a0e29789de43b788d284a10cf26d6ec1a26e  g1832a0e297+846ac4f98e                   daf_butler,pex_config,pipe_base,utils
display_astrowidgets      07dc498a130d940116e63aff397334f806486516  g07dc498a13+8a3ff5e555                   base,afw
display_ds9               1409bbee799819383bbc4d040facd6d52e28ce31  g1409bbee79+8a3ff5e555                   afw
display_firefly           1a7e361dbc809339f37f629662064d649cbf7b68  g1a7e361dbc+8a3ff5e555                   afw,geom
display_matplotlib        aaedd4e6789193f551235fc354117614224e4c84  gaaedd4e678+8a3ff5e555                   afw
obs_base                  08a13b53f039ef9b8c81517d52c38f297da87200  g08a13b53f0+c545f96cc0                   utils,daf_butler,pipe_base,resources,astro_metadata_translator,pex_config,daf_base,afw,geom,pex_exceptions,log
shapelet                  989de1cb63fd88ae497edcb2cd8d6431038732a8  g989de1cb63+8a3ff5e555                   afw,sconsUtils,geom
skymap                    1fd858c14a10efce22350d0db720cadf582b1ecb  g1fd858c14a+cdfc45a1e6                   sphgeom,geom,afw,daf_butler
verify                    ec3c2e1fae85bf06f9df87b401b5bece989fc938  gec3c2e1fae+ba61553544                   sconsUtils,utils,pex_config,daf_butler,pipe_base,dax_apdb,afw,verify_metrics
ctrl_bps                  166633b946ec21d0d3138d14c2aecdf390eaaf45  g166633b946+564d5ef88d                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
meas_base                 9a9baf55bd6dd2e028cbade11e0c0dc86b3b1eb6  g9a9baf55bd+a4ec829099                   utils,geom,afw,skymap,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils
ctrl_bps_htcondor         0242b1529ea7cdfc23f90af3399e9c0826de5bdc  g0242b1529e+b63e92f387                   sconsUtils,ctrl_bps,utils
ctrl_bps_panda            455135ae9e20f0fc9755db6ea2b707ad9c09111e  g455135ae9e+b63e92f387                   sconsUtils,ctrl_bps,daf_butler,resources,utils
ctrl_bps_parsl            24ef2382808f3ecb16dee0038b914ad73b38c7f8  g24ef238280+b63e92f387                   ctrl_bps,utils
meas_algorithms           6e5c4a0e23c50b9f77eba3f6aadf635583f107a4  g6e5c4a0e23+7c1dc9d5af                   astshim,daf_base,geom,afw,log,meas_base,pex_config,pex_exceptions,pipe_base,sconsUtils,utils,cpputils,kht,obs_base
meas_extensions_simpleShape cf25f946bab589403c642f899e033b6201cf5add  gcf25f946ba+b7ce9b29cb                   sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
meas_extensions_trailedSources 33399d78f500ef4a3dae02800ea4bd6081410fab  g33399d78f5+b7ce9b29cb                   base,afw,geom,pex_config,utils,cpputils,meas_base
meas_transiNet            d42b450c19e0e335355a0845f9beeb53c5398de6  gd42b450c19+b7ce9b29cb                   base,pex_config,pipe_base,meas_base
ctrl_execute              b189883cd285345a9513a363ca7ade5a097787ef  gb189883cd2+b8e8044406                   pex_config,utils,ctrl_bps_htcondor
ip_isr                    c2fcbed0ba3527cf83ca433edf6d2134f2f38b03  gc2fcbed0ba+f284161bd5                   meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
lsst_bps_plugins          7de033f5be636d27090da2ca3ac644c9ea74b1ad  g7de033f5be+1451561bb0                   ctrl_bps_htcondor,ctrl_bps_panda,ctrl_bps_parsl
meas_astrom               8b49a6ea8e363cc5630c2311e669f76ddc20da0e  g8b49a6ea8e+f284161bd5                   geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            85d8d04dbe143ea198035f96e28a767f00ef8be8  g85d8d04dbe+6bd817bf56                   afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron 60b5630c4e21468e1476a1fd7bc4eeb354e2ed7d  g60b5630c4e+f284161bd5                   meas_base,meas_algorithms
meas_extensions_piff      eab183fbe519d97e35d462c23e9fe271c61df7d1  geab183fbe5+f284161bd5                   afw,base,geom,log,meas_algorithms,pex_config,utils
meas_extensions_psfex     28da252d5aee72f3f6a8c819ee1b2d6aba354840  g28da252d5a+05df2523c9                   afw,daf_base,meas_algorithms,meas_base,pipe_base,psfex,sconsUtils,utils,geom,afwdata
meas_extensions_scarlet   4381c4bf5511ac39fe9963d2817725524e9fe477  g4381c4bf55+b48192c0d9                   base,afw,meas_algorithms,log,scarlet_lite,log,pex_config,pex_exceptions,pipe_base,testdata_deblender
meas_extensions_shapeHSM  4664cc73e21fad5d5e68e7af26d4034ba56aecfc  g4664cc73e2+f284161bd5                   meas_base,meas_algorithms,geom,afw,daf_base,pex_exceptions,sconsUtils,utils
meas_modelfit             9f33ca652e4a24d1b239bc8ec6e4e2ee003a82c8  g9f33ca652e+eafd8913dc                   afw,meas_algorithms,meas_base,log,sconsUtils,shapelet,geom,cpputils
ctrl_platform_s3df        c02a8624febb8b811bd152415fa1a0a75382382c  gc02a8624fe+76c739d9e7                   sconsUtils,ctrl_execute
ip_diffim                 b092a606b00037f2924cd1316731882d952ae9b4  gb092a606b0+b01f69f56e                   afw,daf_base,log,meas_astrom,meas_algorithms,meas_extensions_trailedSources,meas_extensions_shapeHSM,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
lsst_middleware           04aa5ee2d38840fa6085a4dd9014e4cb251c16e2  g04aa5ee2d3+956b5408b2                   sconsUtils,daf_butler,pipe_base,ctrl_mpexec,ctrl_bps,obs_base,lsst_bps_plugins,dax_obscore,daf_butler_migrate
meas_extensions_convolved 7da95dfc271c7ba74c3d01e2d64f8204f391d25d  g7da95dfc27+e8ae9777e4                   meas_algorithms,meas_extensions_photometryKron,afw,geom,meas_base,utils,daf_base
meas_extensions_gaap      a95acd04629fc8fa507269aaf0d9fdc95bb0553b  ga95acd0462+1388763858                   afw,daf_base,geom,ip_diffim,meas_algorithms,meas_base,pex_config,pex_exceptions,utils
pipe_tasks                f1e97e54841b9f45020d094006576850093d1e0c  gf1e97e5484+b700727375                   afw,coadd_utils,daf_base,daf_butler,dustmaps_cachedata,geom,ip_diffim,ip_isr,meas_algorithms,meas_astrom,meas_base,meas_deblender,meas_extensions_convolved,meas_extensions_gaap,meas_extensions_photometryKron,meas_extensions_piff,meas_extensions_psfex,meas_extensions_scarlet,meas_extensions_shapeHSM,meas_extensions_trailedSources,meas_modelfit,obs_base,pex_config,pipe_base,skymap,sphgeom,utils,verify
ap_association            49a9c4a1ce300b34450d24c0b63d88f88fd35119  g49a9c4a1ce+767ba2c88e                   afw,alert_packet,dax_apdb,meas_algorithms,meas_base,pex_config,pipe_base,pipe_tasks,verify
cell_coadds               c191eedf9be491b861098381e6ea4fa0341869b8  gc191eedf9b+ba8a151f49                   base,meas_algorithms,pipe_tasks
faro                      e0f627f07d9f2529e4e3eaf669870ead006d389b  ge0f627f07d+1aea4cf558                   afw,base,ctrl_mpexec,daf_butler,dustmaps_cachedata,geom,pex_config,pipe_base,pipe_tasks,sconsUtils,utils,verify,verify_metrics
obs_cfht                  8219804093490ca531ae83edaf854e3d3431ffac  g8219804093+7a3c64fa93                   obs_base,meas_algorithms,meas_astrom,pipe_tasks,astro_metadata_translator,geom,meas_extensions_photometryKron,meas_extensions_shapeHSM,testdata_cfht
obs_decam                 3bd4b5ce2cf5d4c903df6142e9f8e31757a1725d  g3bd4b5ce2c+801aef9193                   utils,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,ip_isr,astro_metadata_translator,obs_decam_data,geom,daf_butler,ctrl_mpexec,testdata_decam
obs_lsst                  e51df1da5469419a84748b329edebf7c82d7d13d  ge51df1da54+e1173315f7                   afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler,meas_extensions_gaap,meas_extensions_psfex,meas_algorithms
obs_subaru                73b83bc68c686595495b7109bc77e58db7e16a59  g73b83bc68c+e3422bd16d                   obs_base,pipe_tasks,meas_astrom,sconsUtils,astshim,astro_metadata_translator,obs_subaru_data,geom,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,meas_extensions_gaap,testdata_subaru
atmospec                  e49103809e4c4cd885a14bfb16663e18623b19a8  ge49103809e+5019def165                   meas_algorithms,meas_astrom,pipe_tasks,pipe_base,geom,ip_isr,pex_config,meas_algorithms,meas_astrom,obs_lsst,daf_base,utils,afw,spectractor,daf_butler,ctrl_mpexec
cp_pipe                   235520fa62f883f21d261cb39e00dd85011d16f6  g235520fa62+528d867029                   pex_config,pipe_base,log,ip_isr,afw,meas_algorithms,pipe_tasks,obs_subaru,obs_decam,obs_lsst
drp_tasks                 6b83ee06942be41d1c30d07f791d03b89f7ac071  g6b83ee0694+e7cb189e7a                   base,gbdes,afw,cell_coadds,daf_base,daf_butler,sphgeom,pex_config,geom,pipe_base,utils,meas_algorithms,meas_extensions_photometryKron,meas_extensions_shapeHSM,pipe_tasks
fgcmcal                   fe7187db8c3d1f3885161600e5a50f17fc11d902  gfe7187db8c+f9d6462591                   sconsUtils,afw,daf_butler,obs_base,pipe_base,pex_config,pipe_tasks,ctrl_mpexec,fgcm,testdata_jointcal,obs_subaru,obs_lsst
