# product                 SHA1                                      Version                       
BUILD=b8373
afwdata                   da6a35342cddc65db1d042053e6f05b0e26afc6d  gda6a35342c                              
ap_verify_testdata        5dbd2c695edb4c9cac6f672760b41d0f5025bf67  g5dbd2c695e                              
fgcm                      17573debd155d5b5341f868e3af6625510922136  g17573debd1                              
kht                       af53c9a03438aac7f343f6e182f859d2c8c4f9c2  gaf53c9a034                              
obs_decam_data            f7d3127cd7939a11dbd02129d2bcffccba4c81e6  gf7d3127cd7                              
obs_subaru_data           7ff78db35487d4e684a72e349abc7204559ea87b  g7ff78db354                              
sconsUtils                c8c338059c86949ede22036e998dbebe8333da2e  gc8c338059c                              
testdata_cfht             fc909493914c3bdf2eb4eac6cef672d82640ae3f  gfc90949391                              
testdata_deblender        8a244b65448f9248c91d66b0894bc3fd056feb91  g8a244b6544                              
testdata_decam            fde10c3a1cfb39bba0e5005e956c4b2059c91370  gfde10c3a1c                              
testdata_images           f88ad1d1be5810db2c6b47f618491e57123540ad  gf88ad1d1be                              
testdata_jointcal         b6f1a889d264ee74f342df039982608dfd7b202a  gb6f1a889d2                              
testdata_subaru           03c3ee655a9f3a162a19b12d7ad201b6af0c1e33  g03c3ee655a                              
base                      53246c715956882f6e527aaa7283219e06a7401f  g53246c7159+d801c9999e                   sconsUtils
dustmaps_cachedata        bb0a0c949e73ad2289341f9e0bf912c1e810fe45  gbb0a0c949e+d801c9999e                   sconsUtils
gauss2d                   bf99507273379e46e90891b3ebc36ebad50ac746  gbf99507273+d801c9999e                   sconsUtils
jointcal_cholmod          5b815a837eb1fe17aa9597e66017b25d3136e3b6  g5b815a837e+d801c9999e                   sconsUtils
modelfit_parameters       35bb328faa137fdecac9ba21664eec8cdfa06eeb  g35bb328faa+d801c9999e                   sconsUtils
obs_lsst_data             e015015f0cfa832723f986c01f80696c93dd2787  ge015015f0c+d801c9999e                   sconsUtils
psfex                     7b9623be859eb100c82fc1dd773c529ffda28e97  g7b9623be85+d801c9999e                   sconsUtils
scarlet_lite              0b195f53cec22d876cb8a0d9a437e86338afa55a  g0b195f53ce+d801c9999e                   sconsUtils
sdm_schemas               16f8c94176ac242f1d9486cfeb934301109bb1df  g16f8c94176+d801c9999e                   sconsUtils
sphgeom                   482271f493225a071c38b28e1dd5c8fc2905b904  g482271f493+d801c9999e                   sconsUtils
sphinxutils               c1a3846830e5974086f8cbfe618685f190bce983  gc1a3846830+d801c9999e                   sconsUtils
verify_metrics            8b480f84d99e4c0167b026545cf43c8e8d117aeb  g8b480f84d9+d801c9999e                   sconsUtils
descwl                    811db82e6ee68884b0c7e6b10184a86bba1d284f  g811db82e6e+76ce5f0d11                   base
gauss2d_fit               199a45376cad324f0d90b5a63e191ce49befeefb  g199a45376c+7362695278                   gauss2d,modelfit_parameters,sconsUtils
pex_exceptions            786e29fd129756b69aad840e77102572d4427069  g786e29fd12+76ce5f0d11                   base
utils                     ceb28a84d67d2c32b6ed380a2457c93a92c0e46d  gceb28a84d6+3b699c8bd6                   sconsUtils,sphinxutils
cpputils                  87389fa79250779e51d116f9f25e6b6545982b51  g87389fa792+0bb42a27e1                   base,pex_exceptions
log                       eaed405ab28a62c25942748c72edff486af0dbc4  geaed405ab2+412982586b                   sconsUtils,utils
resources                 d0c1c7a6bc823e7ab07e95c86930ba2e16637052  gd0c1c7a6bc+412982586b                   sconsUtils,utils
rubinoxide                8d063e1f77bf248cd1cf2329add7728e76f4bd00  g8d063e1f77+412982586b                   utils
spectractor               64d345e58ab39b919bfa806f22732e55b45af665  g64d345e58a+412982586b                   utils,utils
alert_packet              1362a8d7f1db4014cbd419390580a707141c683a  g1362a8d7f1+3d436c2f1c                   resources,sdm_schemas
astshim                   f5dcc679e78871306a255a8a659d9b9f42e0b843  gf5dcc679e7+7aca86229d                   sconsUtils,cpputils
daf_base                  8ea07a8fe4ad399a23e32cd9cfd14d3c70f5cef5  g8ea07a8fe4+99a6626e47                   utils,cpputils,pex_exceptions,base
daf_butler                f88409045188a9cdc0deafd3d7ad959a1413141c  gf884090451+d114650174                   sphgeom,sconsUtils,utils,resources
felis                     610ed3f30ea4fc819d457bbe1eb85759d4e70695  g610ed3f30e+de9dc97955                   sconsUtils,utils,resources
geom                      19811a767916cb2e91fb1843f4c8599e682d82ce  g19811a7679+a237f8b344                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
astro_metadata_translator 7e77d5aedb7d94a90d76dae523e1203649c56dbe  g7e77d5aedb+2159cdf5c6                   sconsUtils,resources,daf_base
daf_butler_admin          232fe1936a433286edaa8692060014ed03d99896  g232fe1936a+8f46e05647                   daf_butler,sconsUtils
daf_butler_migrate        c09a34b2c3405cd5568a5e2661894d4f206dd15c  gc09a34b2c3+8f46e05647                   daf_butler,resources,sconsUtils
dax_obscore               1963b0f46e327626bafc3a222048216f0ad0b0f7  g1963b0f46e+09be762d95                   daf_butler,sphgeom,utils,felis
gbdes                     0019e3c4661d6bd946f064d8dacaca936b379384  g0019e3c466+09b6a9d455                   astshim
pex_config                364dc83bf4a4fe5bb787c9098455fff06cc6c9a4  g364dc83bf4+2159cdf5c6                   daf_base,sconsUtils,resources
rucio_register            540ff19bcc0c69df7c48d07c3f0addd2ce98a9c0  g540ff19bcc+8f46e05647                   utils,daf_butler
sdm_tools                 355ea4dc2e071f7d942f177c05be65141eb39973  g355ea4dc2e+4e193d7ed6                   sconsUtils,utils,felis
afw                       41b6eb56439ac6a47191309589c181fbfa4659e0  g41b6eb5643+ce02a6e3a5                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,base,cpputils,afwdata
dax_apdb                  b4d6f811d85905b8dd76bd292c69e2f949a19ef8  gb4d6f811d8+b5905d3490                   felis,pex_config,resources,sconsUtils,sdm_schemas,sphgeom,utils
multiprofit               f3fa15f63cb39c98cc42b8c38c30d33c4a57c911  gf3fa15f63c+aad610c977                   sconsUtils,gauss2d_fit,pex_config
pipe_base                 b297bb95a54c02d91048579f31be6178ab4f4b29  gb297bb95a5+3d5694d817                   daf_butler,pex_config,utils,resources
cbp                       df01333386ed1ebd479a696c9cd0aec4ccc07165  gdf01333386+cfd3952da2                   geom,sphgeom,afw
coadd_utils               89139ef63871455d4aa124831d04de57703bfe20  g89139ef638+cfd3952da2                   afw,sconsUtils,utils,cpputils,afwdata,pex_config
ctrl_mpexec               d6e74c367f298900e79e10800dff9ebff0ac0fb8  gd6e74c367f+f05a87e067                   daf_butler,pex_config,pipe_base,utils
display_astrowidgets      e410e46f2952210f483f261cc3f0745053b85f8e  ge410e46f29+cfd3952da2                   base,afw
display_ds9               d7ef33dd920b2193fb2dc19fa689dc48770b15e8  gd7ef33dd92+cfd3952da2                   afw
display_firefly           0c7fb09f530edb670f2a7ac7f55c605c639da741  g0c7fb09f53+cfd3952da2                   afw,geom
display_matplotlib        b32d4375850e904c1f72efdf2a405b4835201942  gb32d437585+cfd3952da2                   afw
meas_photoz_base          3f857bac8060414324842d265ed86f6b0eaf678e  g3f857bac80+f05a87e067                   base,daf_butler,pex_config,pipe_base,resources
obs_base                  00893bd134c201cf2386d2d041710246e1774346  g00893bd134+0be0c0f22f                   utils,daf_butler,pipe_base,resources,astro_metadata_translator,pex_config,daf_base,afw,geom,pex_exceptions,log
shapelet                  c794cbe0cfc52489c6f2301133e9b43b21b3286d  gc794cbe0cf+cfd3952da2                   afw,sconsUtils,geom
skymap                    c1afcb06dbb645024ad38520ef8dfebf8ac9c05c  gc1afcb06db+0da4897153                   sphgeom,geom,afw,daf_butler
verify                    00d583acbdeb97c1d6dd6b9dfddabe6e897a7e67  g00d583acbd+0fa2ac62be                   sconsUtils,utils,pex_config,daf_butler,pipe_base,dax_apdb,afw,verify_metrics
ctrl_bps                  df991bfe8fff17c15178bbab50581498bbfa2b51  gdf991bfe8f+b7cd648387                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
meas_base                 a44f29b7aada396c2c0e610bc5c534893687968c  ga44f29b7aa+ef5bb908aa                   utils,geom,afw,skymap,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils
ctrl_bps_htcondor         d76ca70e86dcd9edd15866a45d3bc46f8d71d556  gd76ca70e86+91ad7355ec                   sconsUtils,ctrl_bps,utils
