# product                 SHA1                                      Version                       
BUILD=b8168
afwdata                   da6a35342cddc65db1d042053e6f05b0e26afc6d  gda6a35342c                              
ap_verify_testdata        5dbd2c695edb4c9cac6f672760b41d0f5025bf67  g5dbd2c695e                              
fgcm                      17573debd155d5b5341f868e3af6625510922136  g17573debd1                              
kht                       af53c9a03438aac7f343f6e182f859d2c8c4f9c2  gaf53c9a034                              
obs_decam_data            9eeeb5e1744bf8adbf537d8090ce4329e9927f2a  g9eeeb5e174                              
obs_subaru_data           7ff78db35487d4e684a72e349abc7204559ea87b  g7ff78db354                              
sconsUtils                937ded2c1a54ad3ec3dfba9e65cf0f1d36782802  g937ded2c1a                              
testdata_cfht             fc909493914c3bdf2eb4eac6cef672d82640ae3f  gfc90949391                              
testdata_deblender        8a244b65448f9248c91d66b0894bc3fd056feb91  g8a244b6544                              
testdata_decam            fde10c3a1cfb39bba0e5005e956c4b2059c91370  gfde10c3a1c                              
testdata_images           99d1471e9ab90bed02a6ec465ba86bddbecc355f  g99d1471e9a                              
testdata_jointcal         b6f1a889d264ee74f342df039982608dfd7b202a  gb6f1a889d2                              
testdata_subaru           03c3ee655a9f3a162a19b12d7ad201b6af0c1e33  g03c3ee655a                              
base                      53246c715956882f6e527aaa7283219e06a7401f  g53246c7159+b0138be388                   sconsUtils
dustmaps_cachedata        bb0a0c949e73ad2289341f9e0bf912c1e810fe45  gbb0a0c949e+b0138be388                   sconsUtils
gauss2d                   bf99507273379e46e90891b3ebc36ebad50ac746  gbf99507273+b0138be388                   sconsUtils
jointcal_cholmod          5b815a837eb1fe17aa9597e66017b25d3136e3b6  g5b815a837e+b0138be388                   sconsUtils
modelfit_parameters       35bb328faa137fdecac9ba21664eec8cdfa06eeb  g35bb328faa+b0138be388                   sconsUtils
obs_lsst_data             e015015f0cfa832723f986c01f80696c93dd2787  ge015015f0c+b0138be388                   sconsUtils
psfex                     7b9623be859eb100c82fc1dd773c529ffda28e97  g7b9623be85+b0138be388                   sconsUtils
scarlet_lite              e1c02a55782a429922b476114f8fe77d5b64f98c  ge1c02a5578+b0138be388                   sconsUtils
sdm_schemas               fa5be20adc28436d998e7a117f6665f2d04ff14c  gfa5be20adc+b0138be388                   sconsUtils
sphgeom                   a6528cfb337a4df75a8f3ceb7aa00f9ad27cae02  ga6528cfb33+b0138be388                   sconsUtils
sphinxutils               44fe3e915d8cd2a476aa889cceeb655799364265  g44fe3e915d+b0138be388                   sconsUtils
verify_metrics            8b480f84d99e4c0167b026545cf43c8e8d117aeb  g8b480f84d9+b0138be388                   sconsUtils
descwl                    811db82e6ee68884b0c7e6b10184a86bba1d284f  g811db82e6e+796b79145d                   base
gauss2d_fit               199a45376cad324f0d90b5a63e191ce49befeefb  g199a45376c+5e234f8357                   gauss2d,modelfit_parameters,sconsUtils
pex_exceptions            786e29fd129756b69aad840e77102572d4427069  g786e29fd12+796b79145d                   base
utils                     30137a29add4f0e070d32d76e21a16f570e96be3  g30137a29ad+12e5dfef2a                   sconsUtils,sphinxutils
cpputils                  87389fa79250779e51d116f9f25e6b6545982b51  g87389fa792+d8b5378923                   base,pex_exceptions
dax_ppdbx_gcp             43aef4023346ec96269966842da8e1cfea12d364  g43aef40233+f477331cae                   utils
log                       eaed405ab28a62c25942748c72edff486af0dbc4  geaed405ab2+f477331cae                   sconsUtils,utils
resources                 9f54cacf5089d7013be7d4778015b5892c9509ec  g9f54cacf50+f477331cae                   sconsUtils,utils
rubinoxide                8dea6b0a7ef5e4817a3f3023540c0a0afa76a117  g8dea6b0a7e+f477331cae                   utils
spectractor               64d345e58ab39b919bfa806f22732e55b45af665  g64d345e58a+f477331cae                   utils,utils
alert_packet              5c8e89f11c0f78742dd2779d49db16382d4bb278  g5c8e89f11c+144fb5e5f0                   resources,sdm_schemas
astshim                   f5dcc679e78871306a255a8a659d9b9f42e0b843  gf5dcc679e7+35a0ce2edd                   sconsUtils,cpputils
daf_base                  8ea07a8fe4ad399a23e32cd9cfd14d3c70f5cef5  g8ea07a8fe4+a2227a35f2                   utils,cpputils,pex_exceptions,base
daf_butler                0bdf4f769f7c3b20dba7b790210bcaede475ae4d  g0bdf4f769f+66b854c180                   sphgeom,sconsUtils,utils,resources
felis                     f0215cae7b35a0e2ca998fcf695bc6e747d695c8  gf0215cae7b+809a2492b9                   sconsUtils,utils,resources
geom                      19811a767916cb2e91fb1843f4c8599e682d82ce  g19811a7679+991268da76                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
astro_metadata_translator 51d30ba4e62b1077ec22d8fbd7e6aa85ce9415bf  g51d30ba4e6+cdd71197ec                   sconsUtils,resources,daf_base
daf_butler_admin          3318c1849b35a22514a870d84c2ae54826c70916  g3318c1849b+aaf7b347ae                   daf_butler,sconsUtils
daf_butler_migrate        a8d95347f43b682995cb1bfe6a4b7f86a67a07d0  ga8d95347f4+aaf7b347ae                   daf_butler,resources,sconsUtils
dax_obscore               6469e552f35b19f3fee8b98c075f18145688997c  g6469e552f3+b11619d6fe                   daf_butler,sphgeom,utils,felis
gbdes                     0019e3c4661d6bd946f064d8dacaca936b379384  g0019e3c466+b5cbf97e11                   astshim
pex_config                c7f2f99c0d1c6a3746f5067f65d02830b8241aa7  gc7f2f99c0d+cdd71197ec                   daf_base,sconsUtils,resources
rucio_register            225e726bb95a168faaba1b48c276b526c911169b  g225e726bb9+aaf7b347ae                   utils,daf_butler
sdm_tools                 0c216bb41e8e5e08ceb2d1fcbf0f7652d3e5325d  g0c216bb41e+1195782950                   sconsUtils,utils,felis
afw                       10abae039c0610e903fbc482ce314044dbbcafd0  g10abae039c+5cc62b3543                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,base,cpputils,afwdata
dax_apdb                  e644002b407797a3f27c56101d29edf6322ef099  ge644002b40+5592afa656                   felis,pex_config,resources,sconsUtils,sdm_schemas,sphgeom,utils
multiprofit               8a3dab4c286adb16f9743b4173dee93a65d34b34  g8a3dab4c28+994df2a131                   sconsUtils,gauss2d_fit,pex_config
pipe_base                 ea9f1241783cb28775c2e81705af4bf2c0a1c190  gea9f124178+856b84be5a                   daf_butler,pex_config,utils,resources
cbp                       df01333386ed1ebd479a696c9cd0aec4ccc07165  gdf01333386+edb7b786ce                   geom,sphgeom,afw
coadd_utils               89139ef63871455d4aa124831d04de57703bfe20  g89139ef638+edb7b786ce                   afw,sconsUtils,utils,cpputils,afwdata,pex_config
ctrl_mpexec               aeb66a1fbe502c0dbeae9a793fdb292a0712cd67  gaeb66a1fbe+4b96dfe109                   daf_butler,pex_config,pipe_base,utils
dax_ppdb                  3f611c49394a979325c9a559120c679687a368bd  g3f611c4939+00be7180ae                   dax_apdb,felis,resources,sconsUtils,sdm_schemas,utils,dax_ppdbx_gcp
display_astrowidgets      e410e46f2952210f483f261cc3f0745053b85f8e  ge410e46f29+edb7b786ce                   base,afw
display_ds9               d7ef33dd920b2193fb2dc19fa689dc48770b15e8  gd7ef33dd92+edb7b786ce                   afw
display_firefly           ca7fc764a6cc2754669952c828f5f7013918f045  gca7fc764a6+edb7b786ce                   afw,geom
display_matplotlib        67b6fd64d1d83835edcd1659f7d6cbc216cc7f35  g67b6fd64d1+edb7b786ce                   afw
meas_photoz_base          3f857bac8060414324842d265ed86f6b0eaf678e  g3f857bac80+4b96dfe109                   base,daf_butler,pex_config,pipe_base,resources
obs_base                  895fde46e9cb660eb2704157832b0d1412563e34  g895fde46e9+2e492ec62a                   utils,daf_butler,pipe_base,resources,astro_metadata_translator,pex_config,daf_base,afw,geom,pex_exceptions,log
shapelet                  c794cbe0cfc52489c6f2301133e9b43b21b3286d  gc794cbe0cf+edb7b786ce                   afw,sconsUtils,geom
skymap                    1fd858c14a10efce22350d0db720cadf582b1ecb  g1fd858c14a+fdc4237d4d                   sphgeom,geom,afw,daf_butler
verify                    00d583acbdeb97c1d6dd6b9dfddabe6e897a7e67  g00d583acbd+c450d48580                   sconsUtils,utils,pex_config,daf_butler,pipe_base,dax_apdb,afw,verify_metrics
ctrl_bps                  c56ec5a409ba07e409ace60e501346360b782f45  gc56ec5a409+4360dde76d                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
meas_base                 51c93253c0adc91a8d2554b2f75b3399ecb5c75a  g51c93253c0+98db098014                   utils,geom,afw,skymap,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils
ctrl_bps_htcondor         caed38db472b05f0f931d55b50288b4288952bb0  gcaed38db47+9f3ae44d7d                   sconsUtils,ctrl_bps,utils
ctrl_bps_panda            abdba3e8175cd0b4724948815525bcae4134b261  gabdba3e817+9f3ae44d7d                   sconsUtils,ctrl_bps,daf_butler,resources,utils
ctrl_bps_parsl            6b65d1eca1069c274d6605ed668e837ca5d2ca15  g6b65d1eca1+9f3ae44d7d                   ctrl_bps,utils
meas_algorithms           2403e07db4fa43e93dc847b29b58c89d9a53733c  g2403e07db4+3ace5f030c                   astshim,daf_base,geom,afw,log,meas_base,pex_config,pex_exceptions,pipe_base,sconsUtils,utils,cpputils,kht,obs_base
meas_extensions_simpleShape dab6d2f7ffc3d716c704058ab9248aa7504f4e48  gdab6d2f7ff+70b0cbeed4                   sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
meas_extensions_trailedSources 74acd417e57928df405f2c9eebbc76addcacc0b8  g74acd417e5+70b0cbeed4                   base,afw,geom,pex_config,utils,cpputils,meas_base
meas_transiNet            d42b450c19e0e335355a0845f9beeb53c5398de6  gd42b450c19+70b0cbeed4                   base,pex_config,pipe_base,meas_base
ctrl_execute              a4a694891f904d6e1e65aaa6d3441a31cd69a8f5  ga4a694891f+62b46f2940                   pex_config,utils,ctrl_bps_htcondor,resources
descwl_coadd              f6aed76b7b2f5f482260662677b00d8e0fe40cf8  gf6aed76b7b+7addac547b                   afw,base,daf_butler,geom,meas_algorithms
ip_isr                    bffcd5fa91f0fe7bd1b7ecd7b03d37f9455a99b5  gbffcd5fa91+7addac547b                   meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
lsst_bps_plugins          7de033f5be636d27090da2ca3ac644c9ea74b1ad  g7de033f5be+a1e9e65ba6                   ctrl_bps_htcondor,ctrl_bps_panda,ctrl_bps_parsl
