# product                 SHA1                                      Version                       
BUILD=b5894
afwdata                   294ccec69c8ab026b758a42557191ddc6c08b2df  22.0.0                                   
alert_packet              6179d27fb4a8328427f55fdd5d97b2e08a4e358d  main-g6179d27fb4                         
ap_pipe_testdata          5887cb02c75af27fc14873fd2b97ac6ff6e4b4bb  22.0.0                                   
ap_verify_testdata        24c69b71f5af4b830d69995bdf83a158d22a7764  22.0.1-1-g24c69b7                        
eigen                     398bedf73421a204f5af0a73b4fe29513bf0f1cf  3.3.7.lsst2-1-g398bedf                   
fgcm                      93e57c359b747dfd408ef66f528f19ae431bf63a  lsst-dev-g93e57c359b                     
obs_decam_data            c3e517dea3e129286c4c244ab19216553b6754cc  22.0.0                                   
obs_lsst_data             bdb8a927be7854da614426be56425ca360b5564a  22.0.1-1-gbdb8a92                        
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  22.0.0                                   
obs_test_data             86cffb07a861623a7d6dfa50fc06f4464f55743a  22.0.0                                   
proxmin                   79c049878343e03f030d423d5eca84c61cf578e7  lsst-dev-g79c0498783                     
sconsUtils                6493666468079636593cbdd91b9e6907ef13a911  22.0.0-9-g6493666                        
sdm_schemas               e060c75865a3220f06c77715c6f3a4dbfcece1d0  22.0.1-33-ge060c75                       
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  22.0.0                                   
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  22.0.0                                   
testdata_decam            4c8566d46baf5b96cc33bed92cbee3d06a40a337  22.0.0                                   
testdata_jointcal         7cf939d2c7b2657a1d21aca2708be5777cfc174d  22.0.0                                   
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  22.0.0                                   
validation_data_cfht      e74e1c8039631b2905b06fc4480a3acbb3d4a3bf  22.0.0                                   
validation_data_decam     617ce979104789d6f5835abb98e1e42ee93e9d70  22.0.0                                   
astshim                   545b398f03e7ae468f27a5686b2434415c73109c  22.0.1-2-g545b398+b642b25b33             sconsUtils
base                      b9f71e8e0dc7712c9039b151b4eff6169d72fcbe  22.0.1-3-gb9f71e8+b642b25b33             sconsUtils
dustmaps_cachedata        41a3ec361e020feb5d91f4807f97f14fa40a6ae7  22.0.1-1-g41a3ec3+b642b25b33             sconsUtils
jointcal_cholmod          aea3fc061146b77b81e1cd10c0bad57c99e92e4e  main-gaea3fc0611+b642b25b33              sconsUtils
kht                       14ffe67dc213e67ddceddbca8aa16c8435674325  lsst-dev-g14ffe67dc2+fe93bf5141          eigen
psfex                     57437a15a7692a36fb9b6f02abddd16ce4a51df2  22.0.1-1-g57437a1+b642b25b33             sconsUtils
scarlet                   b4b49c695e223b885a8d98a1711037b41458a6f7  lsst-dev-gb4b49c695e+f31336177f          proxmin
sphgeom                   fb2c8f9998c87dedb1e394b3696a15d30ce4ddbb  22.0.1-8-gfb2c8f9+b642b25b33             sconsUtils
verify_metrics            80d799c5c9b5a54d55f0550f35195cad4edae7ff  22.0.1-5-g80d799c+b642b25b33             sconsUtils
pex_exceptions            958458c828f35b233f9e33c6757fbdaa4c1dda3e  22.0.1-1-g958458c+24c197bd4d             base
scarlet_extensions        9d1858973594594d1fd70a257f99b89e77df79fc  lsst-dev-g9d18589735+64a50c43f9          scarlet
cpputils                  1ffd6c4751639a67d0fc06f795875e440db1bff6  main-g1ffd6c4751+98ce63d368              base,pex_exceptions
utils                     e1fd23670c9056502e2b3d989c9c8fe8111c88ee  22.0.1-17-ge1fd236+c5ef060efd            cpputils,sconsUtils
daf_base                  68429ac19bdb751b7ec1f75106e66b245d3582d1  22.0.1-7-g68429ac+cff1332836             utils,cpputils,pex_exceptions
daf_butler                1427568ba1fbb0f2f713b44f71ce850a21438e53  22.0.1-110-g1427568b+500492d978          sphgeom,sconsUtils,utils
geom                      55b2fe329096c8fa80c6f1dbe6d65aeb7c89a5f8  22.0.1-7-g55b2fe3+500492d978             sconsUtils,sphgeom,pex_exceptions,utils,cpputils
log                       a637823975eec0ad697002f1cc66c9d84091a1f7  22.0.1-10-ga637823+cff1332836            sconsUtils,utils
astro_metadata_translator fc6a95e243db1a0d06bf8971ea7bb964824e551a  0.1.0-28-gfc6a95e+e339a90731             sconsUtils,daf_base
pex_config                5bf565c988a9bdcecbef989daa22817dfffb2721  22.0.1-4-g5bf565c+e339a90731             daf_base
daf_persistence           6a31054a6e190c0130a42d9a3bbd65e6fb007a11  22.0.1-5-g6a31054+51e1bf54d4             utils,log,daf_base,pex_config
dax_apdb                  dd199810f145ef5d66300a4f2efd7ea9536186d0  22.0.1-6-gdd19981+49a0947215             geom,daf_base,pex_config,sconsUtils,sphgeom,utils
afw                       f2a78aa89af373cbf5641be2d096a4ead175e21a  22.0.1-43-gf2a78aa89+03da3d71bf          daf_base,daf_persistence,pex_config,geom,log,sphgeom,utils,astshim,afwdata
ctrl_orca                 56b4a02df4ae457b23f06fcd017db3bd154193b4  22.0.1-1-g56b4a02+2e6b1f25ea             utils,pex_config,daf_persistence,log
cbp                       a12cdf076c2e657693342bfc3a9df51204e93f69  22.0.1-1-ga12cdf0+008165cf2e             geom,sphgeom,afw
ctrl_execute              21dfb85fb4be3163014c3ef921f9bda47223d04c  22.0.1-1-g21dfb85+2ac71984bb             ctrl_orca,pex_config,utils
display_ds9               df5b824915cb3b2755570111c287f9fb0a04ef0c  22.0.1-1-gdf5b824+008165cf2e             afw
display_firefly           195efb4279703135a59cc7c94fc1186f3cd947fc  22.0.1-1-g195efb4+008165cf2e             afw,geom,log
display_matplotlib        bdd1c81305d7b1ec58b54b26418586500ccc7d91  22.0.1-1-gbdd1c81+008165cf2e             afw
pipe_base                 454b09c8d2a09001faadd11c30e2a407381911b8  22.0.1-33-g454b09c+ffe52d7d25            daf_butler,daf_persistence,log,pex_config,utils,afw
shapelet                  d79a88f3f0059d59ea8f561212266f266479a24a  22.0.1-2-gd79a88f+008165cf2e             afw,sconsUtils,geom
skymap                    833eef2ce5bef3090ac0556b105f293bdb54fbd2  22.0.1-7-g833eef2+ffe52d7d25             sphgeom,geom,afw,daf_butler
coadd_utils               de4c5c5ae51d0f5a2c6a70c8f301fc392fd6f362  22.0.1-1-gde4c5c5+1baa342974             afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
ctrl_platform_lsstvc      022d4c5f097a6b9e8dd7c531db65b12a7bd2c98f  22.0.1-1-g022d4c5+4b59f47c88             ctrl_execute
ctrl_pool                 6ea9deef35207d034093a671c4dc210ebadac26a  22.0.1-3-g6ea9dee+1baa342974             daf_persistence,pipe_base,log,utils
obs_base                  e050cc61a5654fa914fc2a1ba7ec37c6c64beb1d  22.0.1-29-ge050cc6+6e21b5568a            daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap
verify                    455376f807d27a3acee79cbadcd97534e9384d4e  22.0.1-15-g455376f+667e86ae88            sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
ctrl_mpexec               06d6d6afe2645e95c83c352faae76e9b03bca24b  22.0.1-30-g06d6d6a+308a2e3c1b            daf_butler,obs_base,pex_config,pipe_base
meas_base                 26961ef6c7a3bd91c4b40a0307c740244fea775e  22.0.1-26-g26961ef+2ead377041            utils,geom,afw,skymap,coadd_utils,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils,obs_base
obs_test                  26fc4c0ca30414b35e0108dffde2356030e31b4a  22.0.1-7-g26fc4c0+7be11c2047             afw,daf_base,obs_base,pex_config,utils,obs_test_data,pipe_base
ctrl_bps                  923eeefab4a7f9c6b45c53e75af91345988e15ad  22.0.1-44-g923eeef+1f1c465364            sconsUtils,utils,daf_butler,pipe_base,obs_base,ctrl_mpexec
meas_algorithms           cb622b2da6d34270ee50878bcfd7dd2313b5a94a  22.0.1-35-gcb622b2d+89d408aa55           astshim,daf_base,daf_persistence,geom,afw,log,meas_base,obs_test,pex_config,pex_exceptions,pipe_base,sconsUtils,utils,cpputils
meas_extensions_simpleShape 41120e69f9403fdcbad9a5d148bdc01a5834633c  22.0.1-1-g41120e6+f286f62b1f             sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
