# product                 SHA1                                      Version                       
BUILD=b6121
afwdata                   294ccec69c8ab026b758a42557191ddc6c08b2df  g294ccec69c                              
alert_packet              6179d27fb4a8328427f55fdd5d97b2e08a4e358d  g6179d27fb4                              
ap_pipe_testdata          5887cb02c75af27fc14873fd2b97ac6ff6e4b4bb  g5887cb02c7                              
ap_verify_testdata        d99cf0e62e696e87a7d237a7f5d418256d7dcf17  gd99cf0e62e                              
eigen                     04a8d4365ea7664bc132e5bbeb46041f640cc35c  g04a8d4365e                              
fgcm                      0c95ffb5ae4440cb089a0984480bd1e7ae5688fa  g0c95ffb5ae                              
obs_decam_data            c3e517dea3e129286c4c244ab19216553b6754cc  gc3e517dea3                              
obs_lsst_data             bdb8a927be7854da614426be56425ca360b5564a  gbdb8a927be                              
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  g2f68bc2906                              
proxmin                   33b4157f2516bd8c00926329f87583cee3ef3f95  g33b4157f25                              
sconsUtils                cfd182313c7b6f09fd7ea4dc5823feb7ef3fbbea  gcfd182313c                              
sdm_schemas               b675402cb41f053e1519d46fe5f56dadb2caac66  gb675402cb4                              
spectractor               03aae25595cd36d68b67a9ff8a2ffa55bdcfca2d  g03aae25595                              
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  ga65e6c79fd                              
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  g2cc488a7b8                              
testdata_decam            4c8566d46baf5b96cc33bed92cbee3d06a40a337  g4c8566d46b                              
testdata_jointcal         76a28315300e56f8a95005c0e2deacf96e8720d4  g76a2831530                              
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  gbf01ab0e16                              
astshim                   b04e0da5b23a2813a518d3d78c38c61067377d3a  gb04e0da5b2+164b02c8d4                   sconsUtils
base                      c57f72a14a10321f48161070d937f77fbae33555  gc57f72a14a+164b02c8d4                   sconsUtils
dustmaps_cachedata        41a3ec361e020feb5d91f4807f97f14fa40a6ae7  g41a3ec361e+164b02c8d4                   sconsUtils
jointcal_cholmod          aea3fc061146b77b81e1cd10c0bad57c99e92e4e  gaea3fc0611+164b02c8d4                   sconsUtils
kht                       14ffe67dc213e67ddceddbca8aa16c8435674325  g14ffe67dc2+c057cea34b                   eigen
psfex                     57437a15a7692a36fb9b6f02abddd16ce4a51df2  g57437a15a7+164b02c8d4                   sconsUtils
scarlet                   6315d299d3902b19d99900aaaecf793c5db925c7  g6315d299d3+4083830bf8                   proxmin
sphgeom                   0f31348038ebde654580a310c9913776e3eda636  g0f31348038+164b02c8d4                   sconsUtils
verify_metrics            4cd34326d0b05af37947d765f8521e032147d768  g4cd34326d0+164b02c8d4                   sconsUtils
pex_exceptions            958458c828f35b233f9e33c6757fbdaa4c1dda3e  g958458c828+29808520f2                   base
scarlet_extensions        9d1858973594594d1fd70a257f99b89e77df79fc  g9d18589735+0af1cd992e                   scarlet
cpputils                  1ffd6c4751639a67d0fc06f795875e440db1bff6  g1ffd6c4751+6f0ef6a499                   base,pex_exceptions
utils                     62e1f4f43a0fa3478f5d30605d42872d1ac7669d  g62e1f4f43a+36ee874fb1                   cpputils,sconsUtils
daf_base                  cc072456be6d83700ace13996a079e32974ae432  gcc072456be+d6c627097f                   utils,cpputils,pex_exceptions
geom                      491c310abfaef2bf64d6f33e18c2c7d6a644a64d  g491c310abf+8d69628c07                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
log                       d27fc4adddcd693a3676256514bd28d3fe4892ab  gd27fc4addd+d6c627097f                   sconsUtils,utils
resources                 f1bf1f77a07a3072a589e6e10d0456020a77fc45  gf1bf1f77a0+d6c627097f                   sconsUtils,utils
astro_metadata_translator 242597072260643cf894569cf79926ac49a8fe08  g2425970722+1b7c337572                   sconsUtils,daf_base
daf_butler                2ee3ad34ce4d9a8a49379575fd2ad71715ed04e0  g2ee3ad34ce+d3a2b2a011                   sphgeom,sconsUtils,utils,resources
pex_config                9aff22451c923a7684a9ab9743d09fa90baadfcc  g9aff22451c+1b7c337572                   daf_base
afw                       4f66151db133395349e250d2dd6589f2e8ac968c  g4f66151db1+d7d53f82e2                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,afwdata
daf_persistence           248c5185f97493133d914cc8cb76894ff5b8f62a  g248c5185f9+519fbd62c8                   utils,log,daf_base,pex_config
dax_apdb                  7e0c5f63d1bec6395d95a6fbd44b285fa9c29273  g7e0c5f63d1+3fcfbcfda3                   geom,daf_base,pex_config,sconsUtils,sphgeom,utils
cbp                       aebe1cbaf0a5225dba25a498f914b0b2827f15c1  gaebe1cbaf0+1e00462446                   geom,sphgeom,afw
display_ds9               faaac7f73f47ca023402d012ad3c6aa0ba9c3a28  gfaaac7f73f+1e00462446                   afw
display_firefly           d2200cecb0cabf95ab4f0169b90de36e27904439  gd2200cecb0+1e00462446                   afw,geom,log
display_matplotlib        bdd1c81305d7b1ec58b54b26418586500ccc7d91  gbdd1c81305+1e00462446                   afw
pipe_base                 c97feba3394b8c6774f773f43bec5d57e59657f6  gc97feba339+3e2c98de2c                   daf_butler,daf_persistence,log,pex_config,utils,afw,resources
shapelet                  d79a88f3f0059d59ea8f561212266f266479a24a  gd79a88f3f0+1e00462446                   afw,sconsUtils,geom
skymap                    602c5592b1868053a0b7958ab730a5be348a3258  g602c5592b1+730a232892                   sphgeom,geom,afw,daf_butler
coadd_utils               169eefeba39d04fdd2631cf3b0b9041f11423075  g169eefeba3+e265e8553f                   afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
ctrl_mpexec               963e35ba4f81e3206ea51aa65747e45276598ba1  g963e35ba4f+e265e8553f                   daf_butler,pex_config,pipe_base,utils
ctrl_pool                 6ea9deef35207d034093a671c4dc210ebadac26a  g6ea9deef35+e265e8553f                   daf_persistence,pipe_base,log,utils
obs_base                  c18b5ea8f9b03c9bd5b4cb676bff6993eb2f79fc  gc18b5ea8f9+058afa594c                   daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap,resources
verify                    a2309f18832ed7fac39cdae9891aa62aa499d8e8  ga2309f1883+8bc135de78                   sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
ctrl_bps                  43737be2feb6d8118037f1e926184ef05e8815bb  g43737be2fe+3e6bdf8595                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
