# product                 SHA1                                      Version                       
BUILD=b5762
afwdata                   294ccec69c8ab026b758a42557191ddc6c08b2df  22.0.0                                   
alert_packet              4f04a3420fc7f673e4cf1b64685a623dfbf10ec1  master-g4f04a3420f                       
ap_pipe_testdata          5887cb02c75af27fc14873fd2b97ac6ff6e4b4bb  22.0.0                                   
ap_verify_testdata        73447c0968141fe233e322d6828c18853c6bd2c0  22.0.0                                   
eigen                     398bedf73421a204f5af0a73b4fe29513bf0f1cf  3.3.7.lsst2-1-g398bedf                   
fgcm                      93acbd907de6541c0ecea3ada05f1fec6a3f9968  lsst-dev-g93acbd907d                     
obs_decam_data            c3e517dea3e129286c4c244ab19216553b6754cc  22.0.0                                   
obs_lsst_data             bdb8a927be7854da614426be56425ca360b5564a  22.0.1-1-gbdb8a92                        
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  22.0.0                                   
obs_test_data             86cffb07a861623a7d6dfa50fc06f4464f55743a  22.0.0                                   
proxmin                   79c049878343e03f030d423d5eca84c61cf578e7  lsst-dev-g79c0498783                     
sconsUtils                92998165e0c4bb5be7d458d311af30054d08595a  22.0.0-5-g9299816                        
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  22.0.0                                   
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  22.0.0                                   
testdata_decam            4c8566d46baf5b96cc33bed92cbee3d06a40a337  22.0.0                                   
testdata_jointcal         7cf939d2c7b2657a1d21aca2708be5777cfc174d  22.0.0                                   
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  22.0.0                                   
validation_data_cfht      e74e1c8039631b2905b06fc4480a3acbb3d4a3bf  22.0.0                                   
validation_data_decam     617ce979104789d6f5835abb98e1e42ee93e9d70  22.0.0                                   
astshim                   45278abf610f9a7a7b3c196036ebd947350239c0  22.0.0+052faf71bd                        sconsUtils
base                      a9b0f51b18e88357090344f187ee0a3056b10922  22.0.1-2-ga9b0f51+052faf71bd             sconsUtils
dustmaps_cachedata        d5d683fb325c2522198be68c8b6af2cb112e17b7  22.0.0+052faf71bd                        sconsUtils
jointcal_cholmod          aea3fc061146b77b81e1cd10c0bad57c99e92e4e  master-gaea3fc0611+052faf71bd            sconsUtils
kht                       14ffe67dc213e67ddceddbca8aa16c8435674325  lsst-dev-g14ffe67dc2+fe93bf5141          eigen
psfex                     57437a15a7692a36fb9b6f02abddd16ce4a51df2  22.0.1-1-g57437a1+052faf71bd             sconsUtils
scarlet                   965bb5fbbf567aa5dac626ad343ccef168ebe0b2  lsst-dev-g965bb5fbbf+f31336177f          proxmin
sdm_schemas               d8b8741efd56aebfc61198d3a594866f9c6c9615  22.0.1-17-gd8b8741+052faf71bd            sconsUtils
sphgeom                   ac51dbfff83f90e0dd1d98b8bd4bd6016d80a258  22.0.1-2-gac51dbf+052faf71bd             sconsUtils
verify_metrics            7e9ec59cc14899e47691a60bbba640b47d328398  22.0.1-2-g7e9ec59+052faf71bd             sconsUtils
pex_exceptions            de069b70e5abe0cb21eda8786941313c025a7f21  22.0.0+7589c3a021                        base
scarlet_extensions        9d1858973594594d1fd70a257f99b89e77df79fc  lsst-dev-g9d18589735+5de2e29f4b          scarlet
cpputils                  6e05de7fdc869ca4707d956fd17b219f1f9d2f94  master-g6e05de7fdc+c1283a92b8            base,pex_exceptions
utils                     3afcb0f245807a502f1e73dac4782a1b239bb3e0  22.0.1-5-g3afcb0f+7bff505259             cpputils,sconsUtils
daf_base                  15c806e14df929e0676fc2d14431ad321ac52290  22.0.1-5-g15c806e+2b530637d3             utils,cpputils,pex_exceptions
daf_butler                e783a6f0e8621ed78dc5699772b1736e0b2cc433  22.0.1-73-ge783a6f0+cd3363ff2b           sphgeom,sconsUtils,utils
geom                      096abc94f838d2c640692e481dea462e1c34617c  22.0.1-5-g096abc9+cd3363ff2b             sconsUtils,sphgeom,pex_exceptions,utils,cpputils
log                       ba7369791174168e2f4059f312ac34ac2889635d  22.0.1-7-gba73697+2b530637d3             base,sconsUtils,utils
astro_metadata_translator c2dde510d9bb45d1e60ff7412c1e651dcfeb32fe  0.1.0-26-gc2dde51+a3f24c59cd             sconsUtils,daf_base
daf_persistence           aaec9c0f9d3895a6c6cd315b299d5285631e5d9f  22.0.1-3-gaaec9c0+92eeb9581f             utils,log,daf_base
pex_config                87000a63fbe37efc59abb91dfe9546152493e012  22.0.1-1-g87000a6+a3f24c59cd             daf_base
afw                       d62ef0f05c96b81c2162d237daa383b0c35511f5  22.0.1-31-gd62ef0f05+23bd69c089          daf_base,daf_persistence,pex_config,geom,log,sphgeom,utils,astshim,afwdata
ctrl_orca                 fca2c144ecc087adcb8d85fdc49de01609061a07  22.0.0+c2ae08f790                        utils,pex_config,daf_persistence,log
cbp                       143869ca011ae75e8c6fa05981d5b320f1b45506  22.0.0+6db8dfe19b                        geom,sphgeom,afw
ctrl_execute              3d7e797ea635e006638799eec0ed81e728045e16  22.0.0+ddb3a7729d                        ctrl_orca,pex_config,utils
dax_apdb                  b66926d50d58e9837c6e2c1943f66551c94e7767  22.0.1-2-gb66926d+6db8dfe19b             afw,pex_config,sconsUtils,sphgeom,utils
display_ds9               4a4ce7fc1dc003d9094f1be452a24dbe3dd823bf  22.0.0+6db8dfe19b                        afw
display_firefly           c6753737fee9ff589b32097b4aa23c3df6b7ce6c  22.0.0+6db8dfe19b                        afw,geom,log
display_matplotlib        fc62afb07263a0395e26f6830119d76e3e46b366  22.0.0+6db8dfe19b                        afw
pipe_base                 bf6319f06511f70a069c8efcc6a6e5026eda4be4  22.0.1-24-gbf6319f+0ad7b85548            daf_butler,daf_persistence,log,pex_config,utils,afw
shapelet                  8e32f31f9f1428f39a0f2122eb117ee0c489f719  22.0.1-1-g8e32f31+6db8dfe19b             afw,sconsUtils,geom
skymap                    997b569beec575319daadc1af376d4f14ad24a36  22.0.1-3-g997b569+0ad7b85548             sphgeom,geom,afw,daf_butler
coadd_utils               7f82c8f19b2f30e66ea09e5d134dfa2e8f2de96b  22.0.0+04a54ef93d                        afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
ctrl_platform_lsstvc      181865cd7455bc37dded98f262c73c262a17cbcf  22.0.0+796bbb218d                        ctrl_execute
ctrl_pool                 92698f76a1a80b32e498c71c4166f3a2d58acb17  22.0.1-2-g92698f7+04a54ef93d             daf_persistence,pipe_base,log,utils
obs_base                  3ad38630c3158e9a3fae086c2fae8ef8da46e0d4  22.0.1-18-g3ad3863+e0a3207de3            daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap
verify                    d85a0f811d04e703e03eb14b0372ebd49f631ea5  22.0.1-9-gd85a0f8+844fb20f88             sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
ctrl_mpexec               72ab7db9fc674cb19a2cc0de4d7d323b1e682444  22.0.1-20-g72ab7db+70d8c5e4e7            daf_butler,obs_base,pex_config,pipe_base
meas_base                 7290ee3df76d4c86d446237cb88f09a357d950f0  22.0.1-16-g7290ee3+142e3514ff            utils,geom,afw,skymap,coadd_utils,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils
obs_test                  cb770ba17bd27ee60d264f4898b6824c59ccadf0  22.0.1-2-gcb770ba+3418b6d05f             afw,daf_base,obs_base,pex_config,utils,obs_test_data,pipe_base
ctrl_bps                  015791c21cbb9e6cfe32acf4026ed970f73fadf7  22.0.1-20-g015791c+45d981c209            sconsUtils,utils,daf_butler,pipe_base,obs_base,ctrl_mpexec
meas_algorithms           c2439a9a9d13f0a5df103272d8c0c494f1b26150  22.0.1-23-gc2439a9a+d656bbbc20           astshim,daf_base,daf_persistence,geom,afw,log,meas_base,obs_test,pex_config,pex_exceptions,pipe_base,sconsUtils,utils,cpputils
meas_extensions_simpleShape 103fe59d6fb4b205824659e17fc403ca0e010cd7  22.0.0+14ba1e0cd4                        sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
meas_extensions_trailedSources 72cdda83015c69adfe3a6a8bcbb69e0510785665  master-g72cdda8301+14ba1e0cd4            base,afw,geom,pex_config,utils,cpputils,meas_base
ip_isr                    88addfefd59bc7dc0d7b800695f0b9318b5a7abe  22.0.1-19-g88addfe+a1523c2dc2            meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
meas_astrom               86231057c279ff011c6c74e7215d50a016303371  22.0.1-4-g8623105+a1523c2dc2             geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            1cb3e5bca6d37e957d54faec4383cf2bcd90151b  22.0.1-2-g1cb3e5b+da219a4f03             afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron 7d6de66fda6eedba8c41e603cab268f569d41f0b  22.0.1-1-g7d6de66+a1523c2dc2             meas_base,meas_algorithms
