# product                 SHA1                                      Version                       
BUILD=b8307
afwdata                   da6a35342cddc65db1d042053e6f05b0e26afc6d  gda6a35342c                              
ap_verify_testdata        5dbd2c695edb4c9cac6f672760b41d0f5025bf67  g5dbd2c695e                              
fgcm                      17573debd155d5b5341f868e3af6625510922136  g17573debd1                              
kht                       af53c9a03438aac7f343f6e182f859d2c8c4f9c2  gaf53c9a034                              
obs_decam_data            9eeeb5e1744bf8adbf537d8090ce4329e9927f2a  g9eeeb5e174                              
obs_subaru_data           7ff78db35487d4e684a72e349abc7204559ea87b  g7ff78db354                              
sconsUtils                cc71b89bbbedee762749a4c763afa0832be8a701  gcc71b89bbb                              
testdata_cfht             fc909493914c3bdf2eb4eac6cef672d82640ae3f  gfc90949391                              
testdata_deblender        8a244b65448f9248c91d66b0894bc3fd056feb91  g8a244b6544                              
testdata_decam            fde10c3a1cfb39bba0e5005e956c4b2059c91370  gfde10c3a1c                              
testdata_images           642713106261ab7de228a8075f5acd5c82128e4c  g6427131062                              
testdata_jointcal         b6f1a889d264ee74f342df039982608dfd7b202a  gb6f1a889d2                              
testdata_subaru           03c3ee655a9f3a162a19b12d7ad201b6af0c1e33  g03c3ee655a                              
base                      53246c715956882f6e527aaa7283219e06a7401f  g53246c7159+8911f0c7c0                   sconsUtils
dustmaps_cachedata        bb0a0c949e73ad2289341f9e0bf912c1e810fe45  gbb0a0c949e+8911f0c7c0                   sconsUtils
gauss2d                   bf99507273379e46e90891b3ebc36ebad50ac746  gbf99507273+8911f0c7c0                   sconsUtils
jointcal_cholmod          5b815a837eb1fe17aa9597e66017b25d3136e3b6  g5b815a837e+8911f0c7c0                   sconsUtils
modelfit_parameters       35bb328faa137fdecac9ba21664eec8cdfa06eeb  g35bb328faa+8911f0c7c0                   sconsUtils
obs_lsst_data             e015015f0cfa832723f986c01f80696c93dd2787  ge015015f0c+8911f0c7c0                   sconsUtils
psfex                     7b9623be859eb100c82fc1dd773c529ffda28e97  g7b9623be85+8911f0c7c0                   sconsUtils
scarlet_lite              0b195f53cec22d876cb8a0d9a437e86338afa55a  g0b195f53ce+8911f0c7c0                   sconsUtils
sdm_schemas               d9208c006d4e5c21adf19669224d2a6d35946969  gd9208c006d+8911f0c7c0                   sconsUtils
sphgeom                   482271f493225a071c38b28e1dd5c8fc2905b904  g482271f493+8911f0c7c0                   sconsUtils
sphinxutils               6bc91c4d23056acaf7d2d9b222ce7b242e3e8f3f  g6bc91c4d23+8911f0c7c0                   sconsUtils
verify_metrics            8b480f84d99e4c0167b026545cf43c8e8d117aeb  g8b480f84d9+8911f0c7c0                   sconsUtils
descwl                    811db82e6ee68884b0c7e6b10184a86bba1d284f  g811db82e6e+d9c7cde3df                   base
gauss2d_fit               199a45376cad324f0d90b5a63e191ce49befeefb  g199a45376c+cb8886f669                   gauss2d,modelfit_parameters,sconsUtils
pex_exceptions            786e29fd129756b69aad840e77102572d4427069  g786e29fd12+d9c7cde3df                   base
utils                     e52f197b9431d46d0db2ea94a516175e50f3cc20  ge52f197b94+8e35e47bb2                   sconsUtils,sphinxutils
cpputils                  87389fa79250779e51d116f9f25e6b6545982b51  g87389fa792+5b6592a596                   base,pex_exceptions
log                       eaed405ab28a62c25942748c72edff486af0dbc4  geaed405ab2+5a56eba466                   sconsUtils,utils
resources                 00ce9103bce8cba3045b733ca53575eb0d919dc0  g00ce9103bc+5a56eba466                   sconsUtils,utils
rubinoxide                8d063e1f77bf248cd1cf2329add7728e76f4bd00  g8d063e1f77+5a56eba466                   utils
spectractor               64d345e58ab39b919bfa806f22732e55b45af665  g64d345e58a+5a56eba466                   utils,utils
alert_packet              928dae66174080064bafb62c8d821d451cbd8b09  g928dae6617+200d7afc31                   resources,sdm_schemas
astshim                   f5dcc679e78871306a255a8a659d9b9f42e0b843  gf5dcc679e7+17b6204ea6                   sconsUtils,cpputils
daf_base                  8ea07a8fe4ad399a23e32cd9cfd14d3c70f5cef5  g8ea07a8fe4+f6395ab55b                   utils,cpputils,pex_exceptions,base
daf_butler                1998e95f3d3e2e6e664c4d6bb3fd79fa67cd4c93  g1998e95f3d+d0f57c6b58                   sphgeom,sconsUtils,utils,resources
felis                     55f3c52b540c63abe52feebb6d23b7bf584959ac  g55f3c52b54+705d60c19b                   sconsUtils,utils,resources
geom                      19811a767916cb2e91fb1843f4c8599e682d82ce  g19811a7679+021f92c695                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
astro_metadata_translator 28ddb72b2abf4f8768f6e7777a1b93c5533923f2  g28ddb72b2a+15fa46b04f                   sconsUtils,resources,daf_base
daf_butler_admin          f5865f628a5249e2db14e6886525ef5726c577c4  gf5865f628a+d8e20533ab                   daf_butler,sconsUtils
daf_butler_migrate        c09a34b2c3405cd5568a5e2661894d4f206dd15c  gc09a34b2c3+d8e20533ab                   daf_butler,resources,sconsUtils
dax_obscore               eb4a567580a43ace46204103b8514ecab512134f  geb4a567580+e0d2802f5a                   daf_butler,sphgeom,utils,felis
gbdes                     0019e3c4661d6bd946f064d8dacaca936b379384  g0019e3c466+10825984fd                   astshim
pex_config                3269523977ed3a37e6238be848fce44b50175f6e  g3269523977+15fa46b04f                   daf_base,sconsUtils,resources
rucio_register            3177d500dbd50f6effdaae7f73e41009c9338286  g3177d500db+d8e20533ab                   utils,daf_butler
sdm_tools                 94f4085cb197ae66650a25b6ed4b6e766bfd1576  g94f4085cb1+d64bd7a11f                   sconsUtils,utils,felis
afw                       885f925cbc6c6d58d08d8a7b7fc7c4d3dfd8f33b  g885f925cbc+86bb8b2ad1                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,base,cpputils,afwdata
dax_apdb                  b4d6f811d85905b8dd76bd292c69e2f949a19ef8  gb4d6f811d8+6a88aa5b01                   felis,pex_config,resources,sconsUtils,sdm_schemas,sphgeom,utils
multiprofit               f3fa15f63cb39c98cc42b8c38c30d33c4a57c911  gf3fa15f63c+c6a864e0eb                   sconsUtils,gauss2d_fit,pex_config
pipe_base                 85e053f9cd2c7cdf699c5977e05e4c067addc74b  g85e053f9cd+170ca2dfc2                   daf_butler,pex_config,utils,resources
cbp                       df01333386ed1ebd479a696c9cd0aec4ccc07165  gdf01333386+a987683288                   geom,sphgeom,afw
coadd_utils               89139ef63871455d4aa124831d04de57703bfe20  g89139ef638+a987683288                   afw,sconsUtils,utils,cpputils,afwdata,pex_config
ctrl_mpexec               e1dbdc40af16d1a2c64d6ba3464211973d26384f  ge1dbdc40af+fd401a9804                   daf_butler,pex_config,pipe_base,utils
display_astrowidgets      e410e46f2952210f483f261cc3f0745053b85f8e  ge410e46f29+a987683288                   base,afw
display_ds9               d7ef33dd920b2193fb2dc19fa689dc48770b15e8  gd7ef33dd92+a987683288                   afw
display_firefly           fd9077b7f727e8ddeff346d3d3cd0471e539cba2  gfd9077b7f7+a987683288                   afw,geom
display_matplotlib        67b6fd64d1d83835edcd1659f7d6cbc216cc7f35  g67b6fd64d1+a987683288                   afw
meas_photoz_base          3f857bac8060414324842d265ed86f6b0eaf678e  g3f857bac80+fd401a9804                   base,daf_butler,pex_config,pipe_base,resources
obs_base                  370ad9d8090610ccb383a071ce8f67bbe190b452  g370ad9d809+133e9363c2                   utils,daf_butler,pipe_base,resources,astro_metadata_translator,pex_config,daf_base,afw,geom,pex_exceptions,log
shapelet                  c794cbe0cfc52489c6f2301133e9b43b21b3286d  gc794cbe0cf+a987683288                   afw,sconsUtils,geom
skymap                    6512b7a3533082f3bfb074b6fa787380cfafd192  g6512b7a353+ff038bdc8e                   sphgeom,geom,afw,daf_butler
verify                    00d583acbdeb97c1d6dd6b9dfddabe6e897a7e67  g00d583acbd+7e411f7f4b                   sconsUtils,utils,pex_config,daf_butler,pipe_base,dax_apdb,afw,verify_metrics
ctrl_bps                  b218b0dca2180aa94fec99ca40d028432b7c62af  gb218b0dca2+af6b29894a                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
meas_base                 551db3dbb4ba537161e2c7addc5a7569bed28b4f  g551db3dbb4+aa997372b0                   utils,geom,afw,skymap,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils
ctrl_bps_htcondor         40020ac2f1170938c110dc2a3e0981031c90299e  g40020ac2f1+64c790fa2a                   sconsUtils,ctrl_bps,utils
ctrl_bps_panda            5aa15dc178823ae3a1a9752eef7976d19ee278ff  g5aa15dc178+64c790fa2a                   sconsUtils,ctrl_bps,daf_butler,resources,utils
ctrl_bps_parsl            8257fac4d6997bba1687f4845a257f7773118272  g8257fac4d6+64c790fa2a                   ctrl_bps,utils
meas_algorithms           fbb632c14cd2e97e6dac3a2bef9aaac24e293f1c  gfbb632c14c+cb82f0619e                   astshim,daf_base,geom,afw,log,meas_base,pex_config,pex_exceptions,pipe_base,sconsUtils,utils,cpputils,kht,obs_base,shapelet
meas_extensions_simpleShape dab6d2f7ffc3d716c704058ab9248aa7504f4e48  gdab6d2f7ff+2682f801a5                   sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
