# product                 SHA1                                      Version                       
BUILD=b8447
afwdata                   da6a35342cddc65db1d042053e6f05b0e26afc6d  gda6a35342c                              
ap_verify_testdata        5dbd2c695edb4c9cac6f672760b41d0f5025bf67  g5dbd2c695e                              
fgcm                      639f88885f289f0afea576b297412661e45bf371  g639f88885f                              
kht                       af53c9a03438aac7f343f6e182f859d2c8c4f9c2  gaf53c9a034                              
obs_decam_data            9eeeb5e1744bf8adbf537d8090ce4329e9927f2a  g9eeeb5e174                              
obs_lsst_data             9459c7acd6667e394a17b875de4d32b5589f5a67  g9459c7acd6                              
obs_subaru_data           7ff78db35487d4e684a72e349abc7204559ea87b  g7ff78db354                              
sconsUtils                5d571352bb913114dcb625f7ece0cdfd464f2442  g5d571352bb                              
testdata_cfht             fc909493914c3bdf2eb4eac6cef672d82640ae3f  gfc90949391                              
testdata_deblender        8a244b65448f9248c91d66b0894bc3fd056feb91  g8a244b6544                              
testdata_decam            fde10c3a1cfb39bba0e5005e956c4b2059c91370  gfde10c3a1c                              
testdata_images           f88ad1d1be5810db2c6b47f618491e57123540ad  gf88ad1d1be                              
testdata_jointcal         b6f1a889d264ee74f342df039982608dfd7b202a  gb6f1a889d2                              
testdata_subaru           03c3ee655a9f3a162a19b12d7ad201b6af0c1e33  g03c3ee655a                              
base                      53246c715956882f6e527aaa7283219e06a7401f  g53246c7159+663e2227e0                   sconsUtils
dustmaps_cachedata        bb0a0c949e73ad2289341f9e0bf912c1e810fe45  gbb0a0c949e+663e2227e0                   sconsUtils
gauss2d                   bf99507273379e46e90891b3ebc36ebad50ac746  gbf99507273+663e2227e0                   sconsUtils
jointcal_cholmod          5b815a837eb1fe17aa9597e66017b25d3136e3b6  g5b815a837e+663e2227e0                   sconsUtils
modelfit_parameters       35bb328faa137fdecac9ba21664eec8cdfa06eeb  g35bb328faa+663e2227e0                   sconsUtils
psfex                     7b9623be859eb100c82fc1dd773c529ffda28e97  g7b9623be85+663e2227e0                   sconsUtils
scarlet_lite              532280e23ea786eb5ba2293702c38e382e20a467  g532280e23e+663e2227e0                   sconsUtils
sdm_schemas               ece860ff6b3b9c18a95d6e28b6e032b839bd6351  gece860ff6b+663e2227e0                   sconsUtils
sphgeom                   dcc65144bf6f415e79ffebdd4d578720abbdec98  gdcc65144bf+663e2227e0                   sconsUtils
sphinxutils               44fe3e915d8cd2a476aa889cceeb655799364265  g44fe3e915d+663e2227e0                   sconsUtils
verify_metrics            8b480f84d99e4c0167b026545cf43c8e8d117aeb  g8b480f84d9+663e2227e0                   sconsUtils
descwl                    811db82e6ee68884b0c7e6b10184a86bba1d284f  g811db82e6e+53fe651d7c                   base
gauss2d_fit               199a45376cad324f0d90b5a63e191ce49befeefb  g199a45376c+58d2149460                   gauss2d,modelfit_parameters,sconsUtils
pex_exceptions            786e29fd129756b69aad840e77102572d4427069  g786e29fd12+53fe651d7c                   base
utils                     36f3e0efcb38c1da6b56e14e9f24f5ba3b471e70  g36f3e0efcb+3d5b675749                   sconsUtils,sphinxutils
cpputils                  87389fa79250779e51d116f9f25e6b6545982b51  g87389fa792+b319181507                   base,pex_exceptions
dax_ppdbx_gcp             c93186fe8e72cc0aaa593912a248a2e98f355314  gc93186fe8e+d9bbbbd18f                   utils
log                       eaed405ab28a62c25942748c72edff486af0dbc4  geaed405ab2+d9bbbbd18f                   sconsUtils,utils
resources                 e719ee84800aa6b2e5c32e20ad9bd4ae9c0041de  ge719ee8480+d9bbbbd18f                   sconsUtils,utils
rubinoxide                8d063e1f77bf248cd1cf2329add7728e76f4bd00  g8d063e1f77+d9bbbbd18f                   utils
spectractor               64d345e58ab39b919bfa806f22732e55b45af665  g64d345e58a+d9bbbbd18f                   utils,utils
alert_packet              c33169cadc383459bc9c52aa45247f93a48208be  gc33169cadc+359c176b1a                   resources,sdm_schemas
astshim                   f5dcc679e78871306a255a8a659d9b9f42e0b843  gf5dcc679e7+3aebfb091a                   sconsUtils,cpputils
daf_base                  8ea07a8fe4ad399a23e32cd9cfd14d3c70f5cef5  g8ea07a8fe4+6a650491f6                   utils,cpputils,pex_exceptions,base
daf_butler                3ccf63820daeada44b0395ee5df9640b104a4e46  g3ccf63820d+cbffb89fc1                   sphgeom,sconsUtils,utils,resources
felis                     cf0eb24409c48dc91ae4cd804a09aa66dc636fce  gcf0eb24409+0443abd57a                   sconsUtils,utils,resources
