# product                 SHA1                                      Version                       
BUILD=b6022
afwdata                   294ccec69c8ab026b758a42557191ddc6c08b2df  g294ccec69c                              
alert_packet              6179d27fb4a8328427f55fdd5d97b2e08a4e358d  g6179d27fb4                              
ap_pipe_testdata          5887cb02c75af27fc14873fd2b97ac6ff6e4b4bb  g5887cb02c7                              
ap_verify_testdata        46af7869f4c3d703c8f54db49136695f291c78f4  g46af7869f4                              
eigen                     398bedf73421a204f5af0a73b4fe29513bf0f1cf  g398bedf734                              
fgcm                      0c95ffb5ae4440cb089a0984480bd1e7ae5688fa  g0c95ffb5ae                              
obs_decam_data            c3e517dea3e129286c4c244ab19216553b6754cc  gc3e517dea3                              
obs_lsst_data             bdb8a927be7854da614426be56425ca360b5564a  gbdb8a927be                              
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  g2f68bc2906                              
obs_test_data             86cffb07a861623a7d6dfa50fc06f4464f55743a  g86cffb07a8                              
proxmin                   33b4157f2516bd8c00926329f87583cee3ef3f95  g33b4157f25                              
sconsUtils                f791260b50fd31ffa771ba8567f879395732b94c  gf791260b50                              
sdm_schemas               fe263b5aeaaaba2c9826a6365671eb14c26b88fa  gfe263b5aea                              
spectractor               4aa064365251b951363e203dd1f400586c8c9414  g4aa0643652                              
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  ga65e6c79fd                              
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  g2cc488a7b8                              
testdata_decam            4c8566d46baf5b96cc33bed92cbee3d06a40a337  g4c8566d46b                              
testdata_jointcal         76a28315300e56f8a95005c0e2deacf96e8720d4  g76a2831530                              
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  gbf01ab0e16                              
astshim                   545b398f03e7ae468f27a5686b2434415c73109c  g545b398f03+0a940c1c1f                   sconsUtils
base                      c57f72a14a10321f48161070d937f77fbae33555  gc57f72a14a+0a940c1c1f                   sconsUtils
dustmaps_cachedata        41a3ec361e020feb5d91f4807f97f14fa40a6ae7  g41a3ec361e+0a940c1c1f                   sconsUtils
jointcal_cholmod          aea3fc061146b77b81e1cd10c0bad57c99e92e4e  gaea3fc0611+0a940c1c1f                   sconsUtils
kht                       14ffe67dc213e67ddceddbca8aa16c8435674325  g14ffe67dc2+fe93bf5141                   eigen
psfex                     57437a15a7692a36fb9b6f02abddd16ce4a51df2  g57437a15a7+0a940c1c1f                   sconsUtils
scarlet                   a05506025d22752c624b311bb1d390d44774b1e4  ga05506025d+4083830bf8                   proxmin
sphgeom                   fb2c8f9998c87dedb1e394b3696a15d30ce4ddbb  gfb2c8f9998+0a940c1c1f                   sconsUtils
verify_metrics            80d799c5c9b5a54d55f0550f35195cad4edae7ff  g80d799c5c9+0a940c1c1f                   sconsUtils
pex_exceptions            958458c828f35b233f9e33c6757fbdaa4c1dda3e  g958458c828+6cb750b4a7                   base
scarlet_extensions        9d1858973594594d1fd70a257f99b89e77df79fc  g9d18589735+1968b02843                   scarlet
cpputils                  1ffd6c4751639a67d0fc06f795875e440db1bff6  g1ffd6c4751+fc7df72fa2                   base,pex_exceptions
utils                     45db4909e170873aad59af84dd7e00aac346725a  g45db4909e1+8493f548bc                   cpputils,sconsUtils
daf_base                  66d7acc217e468d8f1f742c9edc254645343d5e9  g66d7acc217+8def60c341                   utils,cpputils,pex_exceptions
geom                      fd8e8de604cdae5e69ce37f2df26a4619badb42a  gfd8e8de604+ed946a4c83                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
log                       d27fc4adddcd693a3676256514bd28d3fe4892ab  gd27fc4addd+8def60c341                   sconsUtils,utils
resources                 e25dd04c5677bfb67192041eba8a752086e6b827  ge25dd04c56+8def60c341                   sconsUtils,utils
astro_metadata_translator fc6a95e243db1a0d06bf8971ea7bb964824e551a  gfc6a95e243+380a6a509b                   sconsUtils,daf_base
daf_butler                e5b471c7cb417be8a6de48821d8cbc16fb3f967f  ge5b471c7cb+06320d0d81                   sphgeom,sconsUtils,utils,resources
pex_config                c9a196ae7d7c64fc923095a504f4997f4d4a16fe  gc9a196ae7d+380a6a509b                   daf_base
afw                       8f2ba02de7068728a9a5551c17f148999bf19041  g8f2ba02de7+5e7e5c7d26                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,afwdata
