# product                 SHA1                                      Version                       
BUILD=b6577
afwdata                   294ccec69c8ab026b758a42557191ddc6c08b2df  g294ccec69c                              
alert_packet              253cf13876e1bbbffc009f0036d1d7813d99a33b  g253cf13876                              
ap_verify_testdata        78e40310de2355afa0f36fefbe92037ecc28e7b2  g78e40310de                              
fgcm                      44b02c5bfe795315e7081c8e8547454a6c293007  g44b02c5bfe                              
gbdes                     fbcbe609a68e2131b5661e1f5f0e95ce92c95417  gfbcbe609a6                              
kht                       afcb7142decdb77911b08be3ee495256b2f19ed3  gafcb7142de                              
obs_decam_data            5c2865164705fa5b5f63b114779349165c0ebb73  g5c28651647                              
obs_lsst_data             fa6a74c03c49e6e7a4ec75ac2e13b93e71b6d2f0  gfa6a74c03c                              
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  g2f68bc2906                              
proxmin                   33b4157f2516bd8c00926329f87583cee3ef3f95  g33b4157f25                              
sconsUtils                f2e9181d9f49aafd7607695a64e67da1209d4de6  gf2e9181d9f                              
sdm_schemas               191db27a30df9a2c1a28223a94c5654616806600  g191db27a30                              
spectractor               1af8df4c54c6851192b0de34fae5bf8290dcbf3a  g1af8df4c54                              
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  ga65e6c79fd                              
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  g2cc488a7b8                              
testdata_decam            58f1a8047b60983aa9d535ea495bf08f4066983f  g58f1a8047b                              
testdata_jointcal         4cc6aefee6912d28d3315c470e29ad1712710e94  g4cc6aefee6                              
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  gbf01ab0e16                              
base                      2d94c5dfbc5a14a5f97e553a35b58bb276c73787  g2d94c5dfbc+f0a1800e64                   sconsUtils
dustmaps_cachedata        41a3ec361e020feb5d91f4807f97f14fa40a6ae7  g41a3ec361e+f0a1800e64                   sconsUtils
felis                     a0e8f0e6b601aa2f4eac97b50aa3d957f29e26d2  ga0e8f0e6b6+f0a1800e64                   sconsUtils
jointcal_cholmod          a68e3ac08d36abf77e36a1698a9bc9766cafd394  ga68e3ac08d+f0a1800e64                   sconsUtils
psfex                     57437a15a7692a36fb9b6f02abddd16ce4a51df2  g57437a15a7+f0a1800e64                   sconsUtils
scarlet                   8139a818843fb86491ca39ecd076b5b4526ebf12  g8139a81884+4083830bf8                   proxmin
sphgeom                   d5d1ca8e18624e27df8c9a4d5202fc12cff231ab  gd5d1ca8e18+f0a1800e64                   sconsUtils
utils                     8963c4024bd0ef7a0cd62cb520dd7466d5a54d1d  g8963c4024b+f0a1800e64                   sconsUtils
verify_metrics            0ec0de0e7f9cafd977210952a2602fdc29799b14  g0ec0de0e7f+f0a1800e64                   sconsUtils
daf_relation              e93f3dc7c5d6a553870697a4995a186913d4a0e9  ge93f3dc7c5+e61a708df9                   sconsUtils,utils
log                       84791302955968912895f62cce5f5c7ef3e15ac4  g8479130295+e61a708df9                   sconsUtils,utils
pex_exceptions            131b30d9541776369f635476eec2df971d6f62eb  g131b30d954+32ba1dfaa2                   base
resources                 c35d886f346fd9b2be0dc796359d4d75ba43b1a9  gc35d886f34+e61a708df9                   sconsUtils,utils
scarlet_extensions        9d1858973594594d1fd70a257f99b89e77df79fc  g9d18589735+87f79c168d                   scarlet
cpputils                  4e8ce4af8a41a69b727f53341a5630b7d32c3f46  g4e8ce4af8a+bd8e3684b0                   base,pex_exceptions
daf_butler                476b978aa842a4ce566ed56d424c6d52c5ad37f6  g476b978aa8+5baf66661e                   sphgeom,sconsUtils,utils,resources,daf_relation
astshim                   301c07e3153d5b6d2863807fcf92bde2104171c9  g301c07e315+d885b47780                   sconsUtils,cpputils
daf_base                  3a7e09fba3a32ec4d5dcd031e9f3cead4e74d776  g3a7e09fba3+0ca03f6aec                   utils,cpputils,pex_exceptions,base
geom                      3f8e1907dcfb984df91df8f801d533281e638a6b  g3f8e1907dc+85cc03550a                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
astro_metadata_translator d0d831f19f4b0d1065919f26c002e711847c3452  gd0d831f19f+09f2b5ad41                   sconsUtils,daf_base
pex_config                9c140cc3540f2cc0fe7c789c3fd61c464d2f6557  g9c140cc354+09f2b5ad41                   daf_base
afw                       7304ef7ade2bcb68826f3c25d58c3f1cde9eb2f6  g7304ef7ade+54d2011bfb                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,base,cpputils,afwdata
ctrl_execute              e669a28161ad77f1df44829cbb46fcdadc091cc1  ge669a28161+a6ced6dbb2                   pex_config,utils
dax_apdb                  0340944789820156f954ff8be93241c847da37ab  g0340944789+863d456992                   felis,geom,daf_base,pex_config,sconsUtils,sdm_schemas,sphgeom,utils
pipe_base                 7d2a789c1dd7a54462735cede586b24566842581  g7d2a789c1d+341be53ca4                   daf_butler,pex_config,utils,resources
cbp                       7177720bbd30ea1a85d2c280c564d4890baa7df5  g7177720bbd+fa0a40db2a                   geom,sphgeom,afw
coadd_utils               67c5445c93e5f9e4eed895933ea2350a71bfbcff  g67c5445c93+fa0a40db2a                   afw,log,sconsUtils,utils,afwdata,pex_config
ctrl_mpexec               70ca8305a388b6d4facd3ca1a2a91e55f79257aa  g70ca8305a3+47be934c3f                   daf_butler,pex_config,pipe_base,utils
ctrl_platform_s3df        812366543b316b8ed71aedf2d79867069213b87a  g812366543b+ec9276c4ad                   sconsUtils,ctrl_execute
display_astrowidgets      5320a0a9f61dace4b3be3bb925bbc7d0a5f586c5  g5320a0a9f6+fa0a40db2a                   base,afw
display_ds9               d01420fc67568aa7a14ab06c579db2422781b73b  gd01420fc67+fa0a40db2a                   afw
display_firefly           bc3249ced9fbf05cc12188f5e5ee11e1934f5eee  gbc3249ced9+fa0a40db2a                   afw,geom,log
display_matplotlib        bec6a3398f1cfee474c57dbc3a22f6bd87a4ce46  gbec6a3398f+fa0a40db2a                   afw
obs_base                  24faba0429a517bc7f734165b8ec1b7adc5a5859  g24faba0429+15e31ff0f7                   utils,daf_butler,pipe_base,resources,astro_metadata_translator,pex_config,daf_base,afw,geom,pex_exceptions,log
shapelet                  1c9b347f512485754122cb67164a725c553a17d5  g1c9b347f51+fa0a40db2a                   afw,sconsUtils,geom
skymap                    6075d09f386ed8f1969d790fa2bad71eaa444789  g6075d09f38+75111af837                   sphgeom,geom,afw,daf_butler
verify                    914d93aa998b7de9396e06d7c3a0296b703b2f19  g914d93aa99+a4d865e1a3                   sconsUtils,utils,pex_config,daf_butler,pipe_base,dax_apdb,afw,verify_metrics
ctrl_bps                  80bbc1bdec749a1bd805b51b0f3018a48a4d326e  g80bbc1bdec+ffc3a67926                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
meas_base                 c76e4e2a6e66e9f7ed168782ef9323a31d78e135  gc76e4e2a6e+8f5bea047c                   utils,geom,afw,skymap,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils,obs_base
ctrl_bps_htcondor         6c54cfcf07a727b3e7fad0378dbf536f07e8152a  g6c54cfcf07+c6d77e12b1                   sconsUtils,ctrl_bps,utils
ctrl_bps_panda            9833c1e3c26ca7d29c7282ded2244eef9cbbe9e0  g9833c1e3c2+c6d77e12b1                   sconsUtils,ctrl_bps,daf_butler,resources,utils
ctrl_bps_parsl            5198779c74f7fd549a995de47d1b6ceefb8c5774  g5198779c74+c6d77e12b1                   ctrl_bps,utils
meas_algorithms           f82c78fb6f915ba847a7d88ef90911f5445dc913  gf82c78fb6f+cb2cc97428                   astshim,daf_base,geom,afw,log,meas_base,pex_config,pex_exceptions,pipe_base,sconsUtils,utils,cpputils
