# product                 SHA1                                      Version                       
BUILD=b6288
afwdata                   294ccec69c8ab026b758a42557191ddc6c08b2df  g294ccec69c                              
alert_packet              5d8fbe4fe2eb298e3a2bcb0307c13def3145dab9  g5d8fbe4fe2                              
ap_verify_testdata        d99cf0e62e696e87a7d237a7f5d418256d7dcf17  gd99cf0e62e                              
fgcm                      3dbc63418430e2f13fb1a1968ce58aaa3efe889d  g3dbc634184                              
kht                       afcb7142decdb77911b08be3ee495256b2f19ed3  gafcb7142de                              
obs_decam_data            c3e517dea3e129286c4c244ab19216553b6754cc  gc3e517dea3                              
obs_lsst_data             bdb8a927be7854da614426be56425ca360b5564a  gbdb8a927be                              
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  g2f68bc2906                              
proxmin                   33b4157f2516bd8c00926329f87583cee3ef3f95  g33b4157f25                              
sconsUtils                b98748cec6b828581994fb1734a9af0b2c209af1  gb98748cec6                              
sdm_schemas               f1d7b59ae3b735be1bc604aee3e7f3a99fc68ad2  gf1d7b59ae3                              
spectractor               90263d33d7a33f7733c58c277026a3135f77d518  g90263d33d7                              
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  ga65e6c79fd                              
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  g2cc488a7b8                              
testdata_decam            58f1a8047b60983aa9d535ea495bf08f4066983f  g58f1a8047b                              
testdata_jointcal         76a28315300e56f8a95005c0e2deacf96e8720d4  g76a2831530                              
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  gbf01ab0e16                              
astshim                   38293774b485472d332af08230a572e74843271f  g38293774b4+62d12e78cb                   sconsUtils
base                      7985c3910744e4c270b1e6db6536429f5c23dbf0  g7985c39107+62d12e78cb                   sconsUtils
dustmaps_cachedata        41a3ec361e020feb5d91f4807f97f14fa40a6ae7  g41a3ec361e+62d12e78cb                   sconsUtils
jointcal_cholmod          a68e3ac08d36abf77e36a1698a9bc9766cafd394  ga68e3ac08d+62d12e78cb                   sconsUtils
psfex                     57437a15a7692a36fb9b6f02abddd16ce4a51df2  g57437a15a7+62d12e78cb                   sconsUtils
scarlet                   d32b658ba24073613abf6a35ce5499a08e67087d  gd32b658ba2+4083830bf8                   proxmin
sphgeom                   1081da9e2a7fb66923960fa54f69741c93afb5fb  g1081da9e2a+62d12e78cb                   sconsUtils
verify_metrics            15e3f9f5955ccd03d53afa3e98538ac28a9a87e8  g15e3f9f595+62d12e78cb                   sconsUtils
pex_exceptions            48ccf364403d35f5d7b3f465126f89b6993d7bd0  g48ccf36440+885b902d19                   base
scarlet_extensions        9d1858973594594d1fd70a257f99b89e77df79fc  g9d18589735+cc492336a9                   scarlet
cpputils                  2e2c1a68baeb507b6c33d39c886c1073458da628  g2e2c1a68ba+cc1f6f037e                   base,pex_exceptions
utils                     6f6f670c959c56cd14137fc2f96c347da07eac15  g6f6f670c95+16108f2031                   cpputils,sconsUtils
daf_base                  5c4744a4d960de2f62cbb45c378898d6fdbf4345  g5c4744a4d9+d9f2955894                   utils,cpputils,pex_exceptions
