# product                 SHA1                                      Version                       
BUILD=b8064
afwdata                   da6a35342cddc65db1d042053e6f05b0e26afc6d  gda6a35342c                              
ap_verify_testdata        5dbd2c695edb4c9cac6f672760b41d0f5025bf67  g5dbd2c695e                              
fgcm                      26613ec4395ff7f663096f14e6a9af99817b4025  g26613ec439                              
kht                       af53c9a03438aac7f343f6e182f859d2c8c4f9c2  gaf53c9a034                              
obs_decam_data            9eeeb5e1744bf8adbf537d8090ce4329e9927f2a  g9eeeb5e174                              
obs_lsst_data             9459c7acd6667e394a17b875de4d32b5589f5a67  g9459c7acd6                              
obs_subaru_data           7ff78db35487d4e684a72e349abc7204559ea87b  g7ff78db354                              
sconsUtils                8de23bf1fa7774622b5b61da75b7282825773b8e  g8de23bf1fa                              
testdata_cfht             fc909493914c3bdf2eb4eac6cef672d82640ae3f  gfc90949391                              
testdata_deblender        8a244b65448f9248c91d66b0894bc3fd056feb91  g8a244b6544                              
testdata_decam            fde10c3a1cfb39bba0e5005e956c4b2059c91370  gfde10c3a1c                              
testdata_jointcal         b6f1a889d264ee74f342df039982608dfd7b202a  gb6f1a889d2                              
testdata_subaru           03c3ee655a9f3a162a19b12d7ad201b6af0c1e33  g03c3ee655a                              
base                      53246c715956882f6e527aaa7283219e06a7401f  g53246c7159+fd685ce083                   sconsUtils
dustmaps_cachedata        bb0a0c949e73ad2289341f9e0bf912c1e810fe45  gbb0a0c949e+fd685ce083                   sconsUtils
gauss2d                   bf99507273379e46e90891b3ebc36ebad50ac746  gbf99507273+fd685ce083                   sconsUtils
jointcal_cholmod          5b815a837eb1fe17aa9597e66017b25d3136e3b6  g5b815a837e+fd685ce083                   sconsUtils
modelfit_parameters       35bb328faa137fdecac9ba21664eec8cdfa06eeb  g35bb328faa+fd685ce083                   sconsUtils
psfex                     7b9623be859eb100c82fc1dd773c529ffda28e97  g7b9623be85+fd685ce083                   sconsUtils
scarlet_lite              e1c02a55782a429922b476114f8fe77d5b64f98c  ge1c02a5578+fd685ce083                   sconsUtils
sdm_schemas               0bc27865705cd9f691b1999be5c56587f95e04bd  g0bc2786570+fd685ce083                   sconsUtils
sphgeom                   202068ab3cf3da7e71476720ca9900471c9004ba  g202068ab3c+fd685ce083                   sconsUtils
sphinxutils               44fe3e915d8cd2a476aa889cceeb655799364265  g44fe3e915d+fd685ce083                   sconsUtils
verify_metrics            8b480f84d99e4c0167b026545cf43c8e8d117aeb  g8b480f84d9+fd685ce083                   sconsUtils
descwl                    811db82e6ee68884b0c7e6b10184a86bba1d284f  g811db82e6e+135e5a0366                   base
gauss2d_fit               199a45376cad324f0d90b5a63e191ce49befeefb  g199a45376c+0658834863                   gauss2d,modelfit_parameters,sconsUtils
pex_exceptions            786e29fd129756b69aad840e77102572d4427069  g786e29fd12+135e5a0366                   base
utils                     30137a29add4f0e070d32d76e21a16f570e96be3  g30137a29ad+0a489de233                   sconsUtils,sphinxutils
cpputils                  87389fa79250779e51d116f9f25e6b6545982b51  g87389fa792+0fc50d3e1d                   base,pex_exceptions
dax_ppdbx_gcp             43aef4023346ec96269966842da8e1cfea12d364  g43aef40233+1b83423928                   utils
log                       eaed405ab28a62c25942748c72edff486af0dbc4  geaed405ab2+1b83423928                   sconsUtils,utils
resources                 c8d01ca91c75d2a09357ea6871f8b0381859fdfe  gc8d01ca91c+1b83423928                   sconsUtils,utils
rubinoxide                8dea6b0a7ef5e4817a3f3023540c0a0afa76a117  g8dea6b0a7e+1b83423928                   utils
spectractor               64d345e58ab39b919bfa806f22732e55b45af665  g64d345e58a+1b83423928                   utils,utils
alert_packet              5c8e89f11c0f78742dd2779d49db16382d4bb278  g5c8e89f11c+273b6af70a                   resources,sdm_schemas
astshim                   f5dcc679e78871306a255a8a659d9b9f42e0b843  gf5dcc679e7+3464899ed0                   sconsUtils,cpputils
daf_base                  8ea07a8fe4ad399a23e32cd9cfd14d3c70f5cef5  g8ea07a8fe4+78da80d926                   utils,cpputils,pex_exceptions,base
daf_butler                daf87b69d9f82162f6c06cdb05510a7a78946211  gdaf87b69d9+aef71cd8c6                   sphgeom,sconsUtils,utils,resources
felis                     5e449c1ed125d7916669433888e5dc12f1010f00  g5e449c1ed1+9576127b50                   sconsUtils,utils,resources
geom                      19811a767916cb2e91fb1843f4c8599e682d82ce  g19811a7679+87027c920c                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
astro_metadata_translator 59688a1a2edaaadb30e1df4a5b3d8ca52da6c272  g59688a1a2e+01b45fbc68                   sconsUtils,resources,daf_base
