# product                 SHA1                                      Version                       
BUILD=b7520
afwdata                   da6a35342cddc65db1d042053e6f05b0e26afc6d  gda6a35342c                              
ap_verify_testdata        ac6c61303a72e82bed683a2f33148f85e733c121  gac6c61303a                              
fgcm                      0607adfdc759d384dda342b1c22635bb06c56433  g0607adfdc7                              
kht                       afcb7142decdb77911b08be3ee495256b2f19ed3  gafcb7142de                              
obs_decam_data            9eeeb5e1744bf8adbf537d8090ce4329e9927f2a  g9eeeb5e174                              
obs_lsst_data             8c23850cd6a1284808f5ed2caa12224cef2fc22c  g8c23850cd6                              
obs_subaru_data           7ff78db35487d4e684a72e349abc7204559ea87b  g7ff78db354                              
sconsUtils                1ca295d4bc36f986369132aa86fa74a6dabcd2fc  g1ca295d4bc                              
testdata_cfht             fc909493914c3bdf2eb4eac6cef672d82640ae3f  gfc90949391                              
testdata_deblender        8a244b65448f9248c91d66b0894bc3fd056feb91  g8a244b6544                              
testdata_decam            fde10c3a1cfb39bba0e5005e956c4b2059c91370  gfde10c3a1c                              
testdata_jointcal         f1d4ecff8ca0ab0faa6be604b92c82554c5341ed  gf1d4ecff8c                              
testdata_subaru           03c3ee655a9f3a162a19b12d7ad201b6af0c1e33  g03c3ee655a                              
base                      53246c715956882f6e527aaa7283219e06a7401f  g53246c7159+e55fef2c71                   sconsUtils
dustmaps_cachedata        bb0a0c949e73ad2289341f9e0bf912c1e810fe45  gbb0a0c949e+e55fef2c71                   sconsUtils
gauss2d                   9125e01d80fc2ec491ffa9b869e93d331701d244  g9125e01d80+e55fef2c71                   sconsUtils
jointcal_cholmod          5b815a837eb1fe17aa9597e66017b25d3136e3b6  g5b815a837e+e55fef2c71                   sconsUtils
modelfit_parameters       35bb328faa137fdecac9ba21664eec8cdfa06eeb  g35bb328faa+e55fef2c71                   sconsUtils
psfex                     7b9623be859eb100c82fc1dd773c529ffda28e97  g7b9623be85+e55fef2c71                   sconsUtils
scarlet_lite              fba249425e5dc2278bbdebac3a71ff9c433476a4  gfba249425e+e55fef2c71                   sconsUtils
sdm_schemas               9aba8a0f946422d0b7802d45099b226a4f160c5b  g9aba8a0f94+e55fef2c71                   sconsUtils
sphgeom                   ca43fec769d90f5fce7f772528a0bacd02daf8cd  gca43fec769+e55fef2c71                   sconsUtils
utils                     81491159421c2719b8d90971fb37b8f0d2e18924  g8149115942+e55fef2c71                   sconsUtils
verify_metrics            05f563eca1e615dff33c5240e704f4673a9cebe0  g05f563eca1+e55fef2c71                   sconsUtils
daf_relation              46a8c529b8a9a8174a5573cfbc7ec2511383ae00  g46a8c529b8+1d4309d908                   sconsUtils,utils
gauss2d_fit               b58c049af005e3c501e8556df46edc28e42efd1f  gb58c049af0+28045f66fd                   gauss2d,modelfit_parameters,sconsUtils
log                       e278dab8ac7dbe34f6bcd0740cd60ba18e889be2  ge278dab8ac+1d4309d908                   sconsUtils,utils
pex_exceptions            786e29fd129756b69aad840e77102572d4427069  g786e29fd12+307f82e6af                   base
resources                 c989d23ee3b5464d92bd59698c06afaf2bad4f15  gc989d23ee3+1d4309d908                   sconsUtils,utils
spectractor               f32e04fe371d646336f6fb8e483475a2b2d225c6  gf32e04fe37+1d4309d908                   utils,utils
alert_packet              1c1e387c42189bedf3a35db64f89480d9f70cc32  g1c1e387c42+5affbce22c                   resources,sdm_schemas
cpputils                  abe3b4be7314deef3ffc989f82d55a864bdb48e6  gabe3b4be73+9c0c3c7524                   base,pex_exceptions
daf_butler                3a573748273b30c655fd5da839c7754168084891  g3a57374827+4b526741d4                   sphgeom,sconsUtils,utils,resources,daf_relation
felis                     c5a10cf263c923ea5ec30abd267a1d94a56d4230  gc5a10cf263+6220a53884                   sconsUtils,utils,resources
astshim                   78460c75b0e7e4b30293ab93a99093bd37996298  g78460c75b0+8427c4cc8f                   sconsUtils,cpputils
daf_base                  ecb8035dfecb40c750c4bdb828f05e11f0d06495  gecb8035dfe+4dc72c1cf9                   utils,cpputils,pex_exceptions,base
daf_butler_migrate        0be011189ef215852ae222477e6e1b19dc98f463  g0be011189e+e4c84f19cb                   daf_butler,resources,sconsUtils
dax_obscore               d1a357dfa9a9d2d435e7f19f553394eff59788da  gd1a357dfa9+066615680c                   daf_butler,sphgeom,utils,felis
geom                      d6cbbdb0b4b12839c948da7cfb301f775e30f8df  gd6cbbdb0b4+a0407a8a92                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
rucio_register            13a924b9ab59df07c098f4668a9a102d3628dc63  g13a924b9ab+e4c84f19cb                   utils,daf_butler
astro_metadata_translator 46c833a082f87d7081513bbc50a91c2de9bf2894  g46c833a082+f972c24389                   sconsUtils,daf_base
gbdes                     e47971662c340e01a2594dbf5d34cf6ed6ed7dc1  ge47971662c+23f8f75e17                   astshim
pex_config                384b62748c625048703b59df3a494e9c1b37a087  g384b62748c+f972c24389                   daf_base,sconsUtils
afw                       44afde23fb72cc4eb9a2b89a2c49cf735e900eae  g44afde23fb+008c51a259                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,base,cpputils,afwdata
dax_apdb                  5477a8d5cebf0be8982f8398bf433a5f19d3f3d0  g5477a8d5ce+bf3187b585                   felis,geom,pex_config,resources,sconsUtils,sdm_schemas,sphgeom,utils
multiprofit               55209475f71b41b4b19bff788e4714b4c21255e5  g55209475f7+e53b2778b2                   sconsUtils,gauss2d_fit,pex_config
pipe_base                 fcfd24498d836a85aaab1c062feed89f57998432  gfcfd24498d+3a409ad0a0                   daf_butler,pex_config,utils,resources
cbp                       7a6b8c32e41a7a9b91a634076ee98d217ded5ccd  g7a6b8c32e4+97d95b5385                   geom,sphgeom,afw
coadd_utils               89139ef63871455d4aa124831d04de57703bfe20  g89139ef638+97d95b5385                   afw,sconsUtils,utils,cpputils,afwdata,pex_config
ctrl_mpexec               1d9d8a27ec285eb5a86a202f831c5d3161c767fa  g1d9d8a27ec+b0fadecd8c                   daf_butler,pex_config,pipe_base,utils
display_astrowidgets      07dc498a130d940116e63aff397334f806486516  g07dc498a13+97d95b5385                   base,afw
display_ds9               1409bbee799819383bbc4d040facd6d52e28ce31  g1409bbee79+97d95b5385                   afw
display_firefly           1a7e361dbc809339f37f629662064d649cbf7b68  g1a7e361dbc+97d95b5385                   afw,geom
display_matplotlib        aaedd4e6789193f551235fc354117614224e4c84  gaaedd4e678+97d95b5385                   afw
obs_base                  08a13b53f039ef9b8c81517d52c38f297da87200  g08a13b53f0+e00e191c6f                   utils,daf_butler,pipe_base,resources,astro_metadata_translator,pex_config,daf_base,afw,geom,pex_exceptions,log
shapelet                  989de1cb63fd88ae497edcb2cd8d6431038732a8  g989de1cb63+97d95b5385                   afw,sconsUtils,geom
skymap                    1fd858c14a10efce22350d0db720cadf582b1ecb  g1fd858c14a+05fbb309f5                   sphgeom,geom,afw,daf_butler
verify                    34ae5fe508e3354ad20d20b3ecefcd594959f0b6  g34ae5fe508+1dd90b5d43                   sconsUtils,utils,pex_config,daf_butler,pipe_base,dax_apdb,afw,verify_metrics
ctrl_bps                  7fc96d32ec8f4666fa36da4794ec9cc912c2a200  g7fc96d32ec+868f411a57                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
meas_base                 dd9490a0bf4d3a5befdb900046434dedbd8db236  gdd9490a0bf+f93345285a                   utils,geom,afw,skymap,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils
ctrl_bps_htcondor         2c86b6479ec28bb77f89324d517a9ab70addd536  g2c86b6479e+06c8856333                   sconsUtils,ctrl_bps,utils
ctrl_bps_panda            455135ae9e20f0fc9755db6ea2b707ad9c09111e  g455135ae9e+06c8856333                   sconsUtils,ctrl_bps,daf_butler,resources,utils
ctrl_bps_parsl            3cd22e3c3d4deb14af398fd47cde78db90429974  g3cd22e3c3d+06c8856333                   ctrl_bps,utils
meas_algorithms           3dabb73f912604afce916e5e1dbcb38dcf4d3435  g3dabb73f91+a7e3687b5b                   astshim,daf_base,geom,afw,log,meas_base,pex_config,pex_exceptions,pipe_base,sconsUtils,utils,cpputils,kht,obs_base
meas_extensions_simpleShape cf25f946bab589403c642f899e033b6201cf5add  gcf25f946ba+e4334358cc                   sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
meas_extensions_trailedSources 33399d78f500ef4a3dae02800ea4bd6081410fab  g33399d78f5+e4334358cc                   base,afw,geom,pex_config,utils,cpputils,meas_base
meas_transiNet            d42b450c19e0e335355a0845f9beeb53c5398de6  gd42b450c19+e4334358cc                   base,pex_config,pipe_base,meas_base
ctrl_execute              4ce1f70079d887128fd0a0ce1744b9cbc679d84a  g4ce1f70079+a212d294c8                   pex_config,utils,ctrl_bps_htcondor,resources
ip_isr                    424a4f6e284da0d1dd0c80969b43ae3a1b70d6f1  g424a4f6e28+8ac7d91166                   meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
lsst_bps_plugins          7de033f5be636d27090da2ca3ac644c9ea74b1ad  g7de033f5be+506ab7b540                   ctrl_bps_htcondor,ctrl_bps_panda,ctrl_bps_parsl
meas_astrom               8b49a6ea8e363cc5630c2311e669f76ddc20da0e  g8b49a6ea8e+8ac7d91166                   geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            b1101e3267bf9652e11230fc9ff85ebf18d20289  gb1101e3267+907f31a7a8                   afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron 60b5630c4e21468e1476a1fd7bc4eeb354e2ed7d  g60b5630c4e+8ac7d91166                   meas_base,meas_algorithms
meas_extensions_piff      eab183fbe519d97e35d462c23e9fe271c61df7d1  geab183fbe5+8ac7d91166                   afw,base,geom,log,meas_algorithms,pex_config,utils
meas_extensions_psfex     04a91732dc3be081ff0788a7bbbc9d5c8399f6b1  g04a91732dc+78e6215e8b                   afw,daf_base,meas_algorithms,meas_base,pipe_base,psfex,sconsUtils,utils,geom,afwdata
meas_extensions_scarlet   4381c4bf5511ac39fe9963d2817725524e9fe477  g4381c4bf55+03a3285f0c                   base,afw,meas_algorithms,log,scarlet_lite,log,pex_config,pex_exceptions,pipe_base,testdata_deblender
meas_extensions_shapeHSM  4664cc73e21fad5d5e68e7af26d4034ba56aecfc  g4664cc73e2+8ac7d91166                   meas_base,meas_algorithms,geom,afw,daf_base,pex_exceptions,sconsUtils,utils
meas_modelfit             9f33ca652e4a24d1b239bc8ec6e4e2ee003a82c8  g9f33ca652e+e11c39fbe9                   afw,meas_algorithms,meas_base,log,sconsUtils,shapelet,geom,cpputils
ctrl_platform_s3df        e69077b642f73afc869a362efa6f12a0e4bea4f5  ge69077b642+c15aa758df                   sconsUtils,ctrl_execute
ip_diffim                 ce7788e93142d296942f5a97e5ef8d25433fcddf  gce7788e931+2f638802eb                   afw,daf_base,log,meas_astrom,meas_algorithms,meas_extensions_trailedSources,meas_extensions_shapeHSM,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
lsst_middleware           04aa5ee2d38840fa6085a4dd9014e4cb251c16e2  g04aa5ee2d3+d1dd4cfdd9                   sconsUtils,daf_butler,pipe_base,ctrl_mpexec,ctrl_bps,obs_base,lsst_bps_plugins,dax_obscore,daf_butler_migrate
meas_extensions_convolved 7da95dfc271c7ba74c3d01e2d64f8204f391d25d  g7da95dfc27+a0482b5881                   meas_algorithms,meas_extensions_photometryKron,afw,geom,meas_base,utils,daf_base
meas_extensions_gaap      a95acd04629fc8fa507269aaf0d9fdc95bb0553b  ga95acd0462+9db9127b4a                   afw,daf_base,geom,ip_diffim,meas_algorithms,meas_base,pex_config,pex_exceptions,utils
pipe_tasks                8e3b232dfe1b2c732c5bb5bbf6c1c33237e786bc  g8e3b232dfe+90b8fd0843                   afw,coadd_utils,daf_base,daf_butler,dustmaps_cachedata,geom,ip_diffim,ip_isr,meas_algorithms,meas_astrom,meas_base,meas_deblender,meas_extensions_convolved,meas_extensions_gaap,meas_extensions_photometryKron,meas_extensions_piff,meas_extensions_psfex,meas_extensions_scarlet,meas_extensions_shapeHSM,meas_extensions_trailedSources,meas_modelfit,obs_base,pex_config,pipe_base,skymap,sphgeom,utils,verify
ap_association            4010046958b5710bc949d20401fd37a6ef044769  g4010046958+9812afd26e                   afw,alert_packet,dax_apdb,meas_algorithms,meas_base,pex_config,pipe_base,pipe_tasks,verify
cell_coadds               34acf71a27042a76b20a7083bb5707e890ced991  g34acf71a27+2af1d84ed0                   base,meas_algorithms,pipe_tasks
faro                      d4712f25180f9f9be706b32175006dcb477fa603  gd4712f2518+c9cf1706b3                   afw,base,ctrl_mpexec,daf_butler,dustmaps_cachedata,geom,pex_config,pipe_base,pipe_tasks,sconsUtils,utils,verify,verify_metrics
obs_cfht                  8219804093490ca531ae83edaf854e3d3431ffac  g8219804093+a2fe96bfef                   obs_base,meas_algorithms,meas_astrom,pipe_tasks,astro_metadata_translator,geom,meas_extensions_photometryKron,meas_extensions_shapeHSM,testdata_cfht
obs_decam                 3bd4b5ce2cf5d4c903df6142e9f8e31757a1725d  g3bd4b5ce2c+b3ff759c25                   utils,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,ip_isr,astro_metadata_translator,obs_decam_data,geom,daf_butler,ctrl_mpexec,testdata_decam
obs_lsst                  8bfca694b166ca9976b2df2d5832cfc113ab8b67  g8bfca694b1+53badf8e24                   afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler,meas_extensions_gaap,meas_extensions_psfex,meas_algorithms
obs_subaru                73b83bc68c686595495b7109bc77e58db7e16a59  g73b83bc68c+3279d4535d                   obs_base,pipe_tasks,meas_astrom,sconsUtils,astshim,astro_metadata_translator,obs_subaru_data,geom,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,meas_extensions_gaap,testdata_subaru
atmospec                  c8b7ca87a557d1c48c4e61a2da9f24af67835de9  gc8b7ca87a5+e11e0d4ab4                   meas_algorithms,meas_astrom,pipe_tasks,pipe_base,geom,ip_isr,pex_config,meas_algorithms,meas_astrom,obs_lsst,daf_base,utils,afw,spectractor,daf_butler,ctrl_mpexec
cp_pipe                   036654c06a71ed0949f93f6ea77f864f80e77094  g036654c06a+d9c1f6dec1                   pex_config,pipe_base,log,ip_isr,afw,meas_algorithms,pipe_tasks,obs_subaru,obs_decam,obs_lsst
drp_tasks                 a96107cd9f3d06b47ece89e188b55f667d6b5f7d  ga96107cd9f+cc89fdb88e                   base,gbdes,afw,cell_coadds,daf_base,daf_butler,sphgeom,pex_config,geom,pipe_base,utils,meas_algorithms,meas_extensions_photometryKron,meas_extensions_shapeHSM,pipe_tasks
fgcmcal                   fe7187db8c3d1f3885161600e5a50f17fc11d902  gfe7187db8c+a29bf62668                   sconsUtils,afw,daf_butler,obs_base,pipe_base,pex_config,pipe_tasks,ctrl_mpexec,fgcm,testdata_jointcal,obs_subaru,obs_lsst
