# product                 SHA1                                      Version                       
BUILD=b7091
afwdata                   725e1a43234eef83ff348e84759243951c3880a3  g725e1a4323                              
alert_packet              b80f75460d8a4706b4a3d93d74d1a8d7c02d64de  gb80f75460d                              
ap_verify_testdata        55ca4d23da9945f80e73d49af383b70f8a5ed24e  g55ca4d23da                              
fgcm                      c8e0ade2ee40656ae72a09d22ee35f725face5a0  gc8e0ade2ee                              
kht                       afcb7142decdb77911b08be3ee495256b2f19ed3  gafcb7142de                              
obs_decam_data            9eeeb5e1744bf8adbf537d8090ce4329e9927f2a  g9eeeb5e174                              
obs_lsst_data             a18efcb8607d9e7d73307890f0537dc5dcf5181e  ga18efcb860                              
obs_subaru_data           7ff78db35487d4e684a72e349abc7204559ea87b  g7ff78db354                              
proxmin                   33b4157f2516bd8c00926329f87583cee3ef3f95  g33b4157f25                              
sconsUtils                0c6ac9b9a50b6bbe114a600a07a4aac5505dbec6  g0c6ac9b9a5                              
sdm_schemas               3ae4c90531fcf815dbb63dc4d23c8a72bfa54aa9  g3ae4c90531                              
testdata_cfht             fc909493914c3bdf2eb4eac6cef672d82640ae3f  gfc90949391                              
testdata_deblender        65c7540cb6befa417932f6e6b292228a31f4b6fd  g65c7540cb6                              
testdata_decam            fde10c3a1cfb39bba0e5005e956c4b2059c91370  gfde10c3a1c                              
testdata_jointcal         f1d4ecff8ca0ab0faa6be604b92c82554c5341ed  gf1d4ecff8c                              
testdata_subaru           03c3ee655a9f3a162a19b12d7ad201b6af0c1e33  g03c3ee655a                              
base                      52b1c1532d28dfffb4fd93f0b53c96773fdd144d  g52b1c1532d+90ebb246c7                   sconsUtils
dustmaps_cachedata        bb0a0c949e73ad2289341f9e0bf912c1e810fe45  gbb0a0c949e+90ebb246c7                   sconsUtils
jointcal_cholmod          81a980c3ddbbca861c73ffb98bce1fd1a391b2d6  g81a980c3dd+90ebb246c7                   sconsUtils
psfex                     7b9623be859eb100c82fc1dd773c529ffda28e97  g7b9623be85+90ebb246c7                   sconsUtils
scarlet                   87a95b57b95814ec999e56480d70d8b89d37f942  g87a95b57b9+4083830bf8                   proxmin
scarlet_lite              ee10cc3b42ab62db72a9eb31f9abebced4d57363  gee10cc3b42+90ebb246c7                   sconsUtils
sphgeom                   8a8a8dda6733a948c457ce1bc81a982baf8ce456  g8a8a8dda67+90ebb246c7                   sconsUtils
utils                     68ffd9695438f12fc1711084403d098089d865c0  g68ffd96954+90ebb246c7                   sconsUtils
verify_metrics            c16d4156ef458992af24a32f70ae365005a9e6cc  gc16d4156ef+90ebb246c7                   sconsUtils
daf_relation              b0a325e57d92972a3f4e55a8d87d3e149eb7e0ce  gb0a325e57d+1b2e822518                   sconsUtils,utils
felis                     0d31a4945fe3b5a3dfdc20143ac475f3590b9a53  g0d31a4945f+1b2e822518                   sconsUtils,utils
log                       2079a07aa27f4314c0249b140285cc46eb017609  g2079a07aa2+1b2e822518                   sconsUtils,utils
pex_exceptions            daeeff99f8728ee92fda84cdea39102f76477f23  gdaeeff99f8+1cafcb7cd4                   base
resources                 bc58b9c1e2fbaaa4541a7fd21b35e8517ebdbd85  gbc58b9c1e2+1b2e822518                   sconsUtils,utils
spectractor               931ce9906644459bfea30a049234e7a3b37aab38  g931ce99066+1b2e822518                   utils,utils
cpputils                  9ddcbc5298c854b26dfaaeba050c073e69d8e493  g9ddcbc5298+a1346535a5                   base,pex_exceptions
daf_butler                2059aa25b938b6515af96176eb6fb57b7ee57648  g2059aa25b9+3f521fcbde                   sphgeom,sconsUtils,utils,resources,daf_relation
astshim                   50ff169b8f0867ccc23ed438880676087a0cadeb  g50ff169b8f+2eb0e556e8                   sconsUtils,cpputils
daf_base                  b0e22166c9027d414ea9705899b5b01dfb55bee7  gb0e22166c9+8634eb87fb                   utils,cpputils,pex_exceptions,base
geom                      a1e77700b36a2b3767729a3fc699276ea1d2007d  ga1e77700b3+df8f93165b                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
astro_metadata_translator 5b7d32c56a8a93785d1e302384a333f572412458  g5b7d32c56a+1ac82b564f                   sconsUtils,daf_base
gbdes                     73f919205b0b835fb292f5e8d6341b80306ba16e  g73f919205b+fcf5d40538                   astshim
pex_config                ba4ed3966630470fb873d8add65721deb62982ba  gba4ed39666+1ac82b564f                   daf_base
afw                       8cdfe0ae6a59c0ff800b63c9eb6ec3d6b7833702  g8cdfe0ae6a+4fd9e222a8                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,base,cpputils,afwdata
dax_apdb                  d2a12a3803fee11db9a14f9ade5391c99bb8fb81  gd2a12a3803+6772067a4c                   felis,geom,pex_config,resources,sconsUtils,sdm_schemas,sphgeom,utils
pipe_base                 3034863d042fff606456b63c7c08de9712b49601  g3034863d04+1650ca0911                   daf_butler,pex_config,utils,resources
cbp                       a32fcf49c8d30cf671f47ce018931f3d72162029  ga32fcf49c8+c6dfa2ddaf                   geom,sphgeom,afw
coadd_utils               337abbeb2929da163b9db5919b38394f9291d749  g337abbeb29+c6dfa2ddaf                   afw,log,sconsUtils,utils,afwdata,pex_config
ctrl_mpexec               716b37db45e2cdb8ec32b37e3e77149294c069bd  g716b37db45+ac8c5fb39e                   daf_butler,pex_config,pipe_base,utils
display_astrowidgets      2bbee38e9bfd937a1eca947439aca2323cbe174e  g2bbee38e9b+c6dfa2ddaf                   base,afw
display_ds9               c28159a63d0f86c82a3eeb121c5177245091679a  gc28159a63d+c6dfa2ddaf                   afw
display_firefly           ae46bcf261995c578d76086a2ee5f0088ccf4351  gae46bcf261+c6dfa2ddaf                   afw,geom,log
display_matplotlib        0265f82a028ed87659288d5918a086523e0c8947  g0265f82a02+c6dfa2ddaf                   afw
obs_base                  a7fea70ee8bef550530675f1521126bd9cfa2273  ga7fea70ee8+95fd95e7e6                   utils,daf_butler,pipe_base,resources,astro_metadata_translator,pex_config,daf_base,afw,geom,pex_exceptions,log
shapelet                  e79ae78c31432767750ff26cfb72e87814e029e3  ge79ae78c31+c6dfa2ddaf                   afw,sconsUtils,geom
skymap                    a8c6da78779d2f0301f0b91283619af0fc5d3218  ga8c6da7877+a9c198e9fb                   sphgeom,geom,afw,daf_butler
verify                    b258240cf5aac5e328cc52bf07ab123890c06584  gb258240cf5+9a5d50a123                   sconsUtils,utils,pex_config,daf_butler,pipe_base,dax_apdb,afw,verify_metrics
ctrl_bps                  e01b512de53ec7e5893c157bbc9f6b83f532ed20  ge01b512de5+0191237ab1                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
meas_base                 876c6921600b37846b87473a187816ee6a9a759a  g876c692160+f87cda0c5b                   utils,geom,afw,skymap,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils,obs_base
