# product                 SHA1                                      Version                       
BUILD=b6155
afwdata                   294ccec69c8ab026b758a42557191ddc6c08b2df  g294ccec69c                              
alert_packet              6179d27fb4a8328427f55fdd5d97b2e08a4e358d  g6179d27fb4                              
ap_pipe_testdata          5887cb02c75af27fc14873fd2b97ac6ff6e4b4bb  g5887cb02c7                              
ap_verify_testdata        d99cf0e62e696e87a7d237a7f5d418256d7dcf17  gd99cf0e62e                              
eigen                     04a8d4365ea7664bc132e5bbeb46041f640cc35c  g04a8d4365e                              
fgcm                      941b12d670ea08fc376b0f5cacb9a66b45113524  g941b12d670                              
obs_decam_data            c3e517dea3e129286c4c244ab19216553b6754cc  gc3e517dea3                              
obs_lsst_data             bdb8a927be7854da614426be56425ca360b5564a  gbdb8a927be                              
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  g2f68bc2906                              
proxmin                   33b4157f2516bd8c00926329f87583cee3ef3f95  g33b4157f25                              
sconsUtils                7374e9d467ccbfbc52399c54fb89e697b35e96aa  g7374e9d467                              
sdm_schemas               8c79836f110d2f295de26982ebd136f373dcfc22  g8c79836f11                              
spectractor               03aae25595cd36d68b67a9ff8a2ffa55bdcfca2d  g03aae25595                              
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  ga65e6c79fd                              
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  g2cc488a7b8                              
testdata_decam            4c8566d46baf5b96cc33bed92cbee3d06a40a337  g4c8566d46b                              
testdata_jointcal         76a28315300e56f8a95005c0e2deacf96e8720d4  g76a2831530                              
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  gbf01ab0e16                              
astshim                   38293774b485472d332af08230a572e74843271f  g38293774b4+ac198e9f13                   sconsUtils
base                      f9f5ea5b4da8ee2e310f18405607f3392a076387  gf9f5ea5b4d+ac198e9f13                   sconsUtils
dustmaps_cachedata        41a3ec361e020feb5d91f4807f97f14fa40a6ae7  g41a3ec361e+ac198e9f13                   sconsUtils
jointcal_cholmod          a68e3ac08d36abf77e36a1698a9bc9766cafd394  ga68e3ac08d+ac198e9f13                   sconsUtils
kht                       14ffe67dc213e67ddceddbca8aa16c8435674325  g14ffe67dc2+c057cea34b                   eigen
psfex                     57437a15a7692a36fb9b6f02abddd16ce4a51df2  g57437a15a7+ac198e9f13                   sconsUtils
scarlet                   d32b658ba24073613abf6a35ce5499a08e67087d  gd32b658ba2+4083830bf8                   proxmin
sphgeom                   161b0bc589ac97415656865bbd4348536a202225  g161b0bc589+ac198e9f13                   sconsUtils
verify_metrics            40f75c44ca34b03b2894767f161d137970eb205f  g40f75c44ca+ac198e9f13                   sconsUtils
pex_exceptions            48ccf364403d35f5d7b3f465126f89b6993d7bd0  g48ccf36440+89c08d0516                   base
scarlet_extensions        9d1858973594594d1fd70a257f99b89e77df79fc  g9d18589735+cc492336a9                   scarlet
cpputils                  a32aa97882bc257cfc722d92fd2a39123f749bf0  ga32aa97882+7403ac30ac                   base,pex_exceptions
utils                     894b03d5c625bfacc91cb7f2a74889d56e580028  g894b03d5c6+82f6db4df0                   cpputils,sconsUtils
daf_base                  5c4744a4d960de2f62cbb45c378898d6fdbf4345  g5c4744a4d9+abe506063f                   utils,cpputils,pex_exceptions
geom                      3b44f30a73dd54d2ff273b5c28dbe5be81782b6d  g3b44f30a73+d01aac0e6a                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
log                       9d275491990575a3edd2d11e037a60cb8fc759cf  g9d27549199+abe506063f                   sconsUtils,utils
resources                 3683fb8d5be632ae15aa8b789585f99d829b065b  g3683fb8d5b+abe506063f                   sconsUtils,utils
astro_metadata_translator ea75cfb56db33d6976c062b50085a41bc73072d5  gea75cfb56d+02237fdbf7                   sconsUtils,daf_base
daf_butler                fd147dc4a13504510ac88e99a035ea7e62bb00d3  gfd147dc4a1+59a6ed3a8e                   sphgeom,sconsUtils,utils,resources
pex_config                8061f95f6202182807c3794986fd95dbf15a5768  g8061f95f62+02237fdbf7                   daf_base
afw                       9b27d6183c05504d8af4f321f216868a50984c81  g9b27d6183c+80279584a1                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,afwdata
daf_persistence           17e5ecfddbd1d20bef02015b6e9ac03c522e939e  g17e5ecfddb+351a426943                   utils,log,daf_base,pex_config
dax_apdb                  a786bb30fbdd6a219f92b057ddde73b85c4940c1  ga786bb30fb+d3c0aec2ff                   geom,daf_base,pex_config,sconsUtils,sdm_schemas,sphgeom,utils
cbp                       7177720bbd30ea1a85d2c280c564d4890baa7df5  g7177720bbd+ca556ba2c5                   geom,sphgeom,afw
display_ds9               d01420fc67568aa7a14ab06c579db2422781b73b  gd01420fc67+ca556ba2c5                   afw
display_firefly           1d67935e3f1619237322e9e028652b9db6104b9b  g1d67935e3f+ca556ba2c5                   afw,geom,log
display_matplotlib        bec6a3398f1cfee474c57dbc3a22f6bd87a4ce46  gbec6a3398f+ca556ba2c5                   afw
pipe_base                 0ca2d2c8484d6a4f12e32aa51e2c7e69255319e5  g0ca2d2c848+01b09b3fb7                   daf_butler,daf_persistence,log,pex_config,utils,afw,resources
shapelet                  d877ba84e5a5de42b6ce7f8bb1d68ced2f5712bc  gd877ba84e5+ca556ba2c5                   afw,sconsUtils,geom
skymap                    db4cecd868eb4cf89e7357a5412e32f595fff6b7  gdb4cecd868+040d2255e3                   sphgeom,geom,afw,daf_butler
coadd_utils               f3ee170dca6b282cd5381cce62207f32090fcf6c  gf3ee170dca+2909ff98ee                   afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
ctrl_mpexec               5ad6d165002a6a2cb9552ad40b4d2fcc4fe25a3d  g5ad6d16500+2909ff98ee                   daf_butler,pex_config,pipe_base,utils
ctrl_pool                 6c8d09e9e7c6ddfc55267ebb84c03bd072df9b46  g6c8d09e9e7+2909ff98ee                   daf_persistence,pipe_base,log,utils
obs_base                  796a2a1b0c30658e6e3f0e2ab38320eb6c116b3e  g796a2a1b0c+30d0e78b5f                   daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap,resources
verify                    3ebc60f023729698df7c1f7ed573c0d3e3cd8f21  g3ebc60f023+ebdebb6d1a                   sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
ctrl_bps                  7111ed61e319f4b1bcee038ab061b162e98720f4  g7111ed61e3+6c359ef8cc                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
