# product                 SHA1                                      Version                       
BUILD=b5853
afwdata                   294ccec69c8ab026b758a42557191ddc6c08b2df  22.0.0                                   
alert_packet              4f04a3420fc7f673e4cf1b64685a623dfbf10ec1  master-g4f04a3420f                       
ap_pipe_testdata          5887cb02c75af27fc14873fd2b97ac6ff6e4b4bb  22.0.0                                   
ap_verify_testdata        24c69b71f5af4b830d69995bdf83a158d22a7764  22.0.1-1-g24c69b7                        
eigen                     398bedf73421a204f5af0a73b4fe29513bf0f1cf  3.3.7.lsst2-1-g398bedf                   
fgcm                      93acbd907de6541c0ecea3ada05f1fec6a3f9968  lsst-dev-g93acbd907d                     
obs_decam_data            c3e517dea3e129286c4c244ab19216553b6754cc  22.0.0                                   
obs_lsst_data             bdb8a927be7854da614426be56425ca360b5564a  22.0.1-1-gbdb8a92                        
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  22.0.0                                   
obs_test_data             86cffb07a861623a7d6dfa50fc06f4464f55743a  22.0.0                                   
proxmin                   79c049878343e03f030d423d5eca84c61cf578e7  lsst-dev-g79c0498783                     
sconsUtils                557fb78b2b602da6f81852d206fca9263e005d3a  22.0.0-6-g557fb78                        
sdm_schemas               adedce6ca9325c8350baca9fd224d64c1d465fd6  22.0.1-28-gadedce6                       
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  22.0.0                                   
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  22.0.0                                   
testdata_decam            4c8566d46baf5b96cc33bed92cbee3d06a40a337  22.0.0                                   
testdata_jointcal         7cf939d2c7b2657a1d21aca2708be5777cfc174d  22.0.0                                   
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  22.0.0                                   
validation_data_cfht      e74e1c8039631b2905b06fc4480a3acbb3d4a3bf  22.0.0                                   
validation_data_decam     617ce979104789d6f5835abb98e1e42ee93e9d70  22.0.0                                   
astshim                   eca538070fa2e419709a0fcf2b895cd09be91962  22.0.1-1-geca5380+dfc68d4d09             sconsUtils
base                      a9b0f51b18e88357090344f187ee0a3056b10922  22.0.1-2-ga9b0f51+dfc68d4d09             sconsUtils
dustmaps_cachedata        d5d683fb325c2522198be68c8b6af2cb112e17b7  22.0.0+dfc68d4d09                        sconsUtils
jointcal_cholmod          aea3fc061146b77b81e1cd10c0bad57c99e92e4e  master-gaea3fc0611+dfc68d4d09            sconsUtils
kht                       14ffe67dc213e67ddceddbca8aa16c8435674325  lsst-dev-g14ffe67dc2+fe93bf5141          eigen
psfex                     57437a15a7692a36fb9b6f02abddd16ce4a51df2  22.0.1-1-g57437a1+dfc68d4d09             sconsUtils
scarlet                   b4b49c695e223b885a8d98a1711037b41458a6f7  lsst-dev-gb4b49c695e+f31336177f          proxmin
sphgeom                   1e25446943cce5fe515eb87ca8d42f59052d8050  22.0.1-5-g1e25446+dfc68d4d09             sconsUtils
verify_metrics            80d799c5c9b5a54d55f0550f35195cad4edae7ff  22.0.1-5-g80d799c+dfc68d4d09             sconsUtils
pex_exceptions            de069b70e5abe0cb21eda8786941313c025a7f21  22.0.0+06dd0f93dc                        base
scarlet_extensions        9d1858973594594d1fd70a257f99b89e77df79fc  lsst-dev-g9d18589735+64a50c43f9          scarlet
cpputils                  6e05de7fdc869ca4707d956fd17b219f1f9d2f94  master-g6e05de7fdc+bdf610cf3e            base,pex_exceptions
utils                     426b06ad93c60e7cb0e1a5f4d46f39fe64886b03  22.0.1-10-g426b06a+c47995677b            cpputils,sconsUtils
daf_base                  15c806e14df929e0676fc2d14431ad321ac52290  22.0.1-5-g15c806e+1e04f28957             utils,cpputils,pex_exceptions
daf_butler                d67b25757945d9965ca9282e7e8fd17f28eb284b  22.0.1-96-gd67b2575+b91a4c6e5a           sphgeom,sconsUtils,utils
geom                      8d3140dedcfed2fa6001bb34a2a729b5d0d36bb1  22.0.1-6-g8d3140d+b91a4c6e5a             sconsUtils,sphgeom,pex_exceptions,utils,cpputils
log                       e5750ce80f6221e513609b626be45ed3f6fa0925  22.0.1-8-ge5750ce+1e04f28957             sconsUtils,utils
astro_metadata_translator c2dde510d9bb45d1e60ff7412c1e651dcfeb32fe  0.1.0-26-gc2dde51+139f16e64a             sconsUtils,daf_base
pex_config                87000a63fbe37efc59abb91dfe9546152493e012  22.0.1-1-g87000a6+139f16e64a             daf_base
daf_persistence           243d05b06b5e4ef8d189c58c67eedbc3d5394bb9  22.0.1-4-g243d05b+c32d5644b7             utils,log,daf_base,pex_config
dax_apdb                  75bb4589039f2767d68f828f585e81752d8a8fe8  22.0.1-5-g75bb458+ba535283f9             geom,daf_base,pex_config,sconsUtils,sphgeom,utils
afw                       501672927f49d2e9f8a9a3d47e985a45b9337c89  22.0.1-41-g501672927+fbdb54f5b5          daf_base,daf_persistence,pex_config,geom,log,sphgeom,utils,astshim,afwdata
ctrl_orca                 fca2c144ecc087adcb8d85fdc49de01609061a07  22.0.0+c2b2dd5441                        utils,pex_config,daf_persistence,log
cbp                       143869ca011ae75e8c6fa05981d5b320f1b45506  22.0.0+156241849f                        geom,sphgeom,afw
ctrl_execute              3d7e797ea635e006638799eec0ed81e728045e16  22.0.0+e43686fcb1                        ctrl_orca,pex_config,utils
display_ds9               4a4ce7fc1dc003d9094f1be452a24dbe3dd823bf  22.0.0+156241849f                        afw
display_firefly           c6753737fee9ff589b32097b4aa23c3df6b7ce6c  22.0.0+156241849f                        afw,geom,log
display_matplotlib        fc62afb07263a0395e26f6830119d76e3e46b366  22.0.0+156241849f                        afw
pipe_base                 19dc4ec6b12da021951457caf0b2e6e004b52972  22.0.1-32-g19dc4ec+11a9473f92            daf_butler,daf_persistence,log,pex_config,utils,afw
shapelet                  8e32f31f9f1428f39a0f2122eb117ee0c489f719  22.0.1-1-g8e32f31+156241849f             afw,sconsUtils,geom
skymap                    50866e6490c6794ea6ebab2ac5e8fa4b6652f1c8  22.0.1-6-g50866e6+11a9473f92             sphgeom,geom,afw,daf_butler
coadd_utils               7f82c8f19b2f30e66ea09e5d134dfa2e8f2de96b  22.0.0+d3882fec9a                        afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
ctrl_platform_lsstvc      181865cd7455bc37dded98f262c73c262a17cbcf  22.0.0+557e0b43ad                        ctrl_execute
ctrl_pool                 92698f76a1a80b32e498c71c4166f3a2d58acb17  22.0.1-2-g92698f7+d3882fec9a             daf_persistence,pipe_base,log,utils
obs_base                  aa4d496bd7ee1e7179bf4c6223d9ef97e2bd85ae  22.0.1-28-gaa4d496+c4d5c88c15            daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap
verify                    0a25f1bf0be9d8150e7085bd6af1cf7f3b21a918  22.0.1-12-g0a25f1b+f525d54770            sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
ctrl_mpexec               edb21c8ff4a0add090951e1c48a0a5a296b2a1e5  22.0.1-29-gedb21c8+4cf2fe6611            daf_butler,obs_base,pex_config,pipe_base
meas_base                 b120d7bda5cc47e60238bbfd3032fefdbd34a08f  22.0.1-25-gb120d7b+11f58f13d3            utils,geom,afw,skymap,coadd_utils,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils,obs_base
obs_test                  54718a484165a079574e6fca64b7f999a5a7ed98  22.0.1-5-g54718a4+96e9f0212f             afw,daf_base,obs_base,pex_config,utils,obs_test_data,pipe_base
ctrl_bps                  d6d76fefcbd2974338ac5ea524b117b93ad0bb73  22.0.1-41-gd6d76fe+72b108b599            sconsUtils,utils,daf_butler,pipe_base,obs_base,ctrl_mpexec
meas_algorithms           ce6e836ddde6bbfbfce176bc2cd301e2ffde1abf  22.0.1-30-gce6e836d+ecf80d9a5d           astshim,daf_base,daf_persistence,geom,afw,log,meas_base,obs_test,pex_config,pex_exceptions,pipe_base,sconsUtils,utils,cpputils
meas_extensions_simpleShape 103fe59d6fb4b205824659e17fc403ca0e010cd7  22.0.0+ff34aabb1f                        sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
meas_extensions_trailedSources 99da0e417ad0e7caf702e3f230b38dd222903337  master-g99da0e417a+ff34aabb1f            base,afw,geom,pex_config,utils,cpputils,meas_base
ip_isr                    6ef26360141cf10f3a6095005205157ace0a6659  22.0.1-26-g6ef2636+ff8c941aac            meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
meas_astrom               0c70d63be2b8218100ffa2c9c0c85b47c19ce2f8  22.0.1-10-g0c70d63+ff8c941aac            geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            58711c4e2d57d50887d13e0977aa4bb51f5a8363  22.0.1-5-g58711c4+a97136a973             afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron 7d6de66fda6eedba8c41e603cab268f569d41f0b  22.0.1-1-g7d6de66+ff8c941aac             meas_base,meas_algorithms
meas_extensions_piff      eb91c397325ab279f8312955068ad4542622b938  22.0.1-3-geb91c39+ff8c941aac             afw,base,geom,log,meas_algorithms,pex_config,utils
meas_extensions_psfex     59f966b97286371fd44a0b5dd5da7632d1744363  22.0.1-3-g59f966b+81212cb882             afw,daf_base,meas_algorithms,meas_base,psfex,sconsUtils,utils,geom
meas_extensions_scarlet   4825d888fdad357e2556872bb8657d463f670f21  22.0.1-6-g4825d88+a8e8adf3d5             base,afw,log,scarlet,scarlet_extensions,log,pex_config,pex_exceptions,pipe_base,meas_algorithms,testdata_deblender
meas_extensions_shapeHSM  810ae3fb1497298389dc4057bf60570dee14c155  22.0.1-3-g810ae3f+ff8c941aac             meas_base,meas_algorithms,geom,afw,daf_base,pex_exceptions,sconsUtils,utils
meas_modelfit             44f2e3d9757ac152ec988138ff1a84da208f3fb2  22.0.1-4-g44f2e3d+b4af30002b             afw,meas_algorithms,meas_base,log,sconsUtils,shapelet,geom,cpputils
ip_diffim                 afe8ad1af0c4171427af7ad5587b995a6c127b42  22.0.1-23-gafe8ad1a+b837baac79           afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
meas_extensions_convolved 531ed1ee44d14d59ce03a923dffc19d8417521dd  22.0.1-1-g531ed1e+4054ec119b             meas_algorithms,meas_extensions_photometryKron,afw,geom,meas_base,utils,daf_base
meas_extensions_gaap      6210ed396f088f91a46a9b66a55c3b6f50f4f04b  master-g6210ed396f+98c7198d8f            afw,daf_base,geom,ip_diffim,meas_algorithms,meas_base,pex_config,pex_exceptions,utils
pipe_tasks                0fe4319961e0c158b2b071bfd1545550cb60d4aa  21.0.0-169-g0fe43199+48e67d79ec          afw,daf_persistence,daf_butler,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_extensions_scarlet,meas_extensions_psfex,meas_extensions_trailedSources,kht,meas_astrom,meas_deblender,ip_isr,ip_diffim,coadd_utils,skymap,sphgeom,obs_test
ap_association            36f60790a61f9e88801419bd8dbea29e4258651b  22.0.1-31-g36f6079+7a348f1100            afw,alert_packet,dax_apdb,meas_algorithms,meas_base,pex_config,pipe_base,pipe_tasks,verify
obs_cfht                  772c38476cf8bf2d66576336d5c3cc7031068740  22.0.1-4-g772c384+59b35fd80c             daf_persistence,obs_base,meas_algorithms,meas_astrom,pipe_tasks,astro_metadata_translator,geom,testdata_cfht
obs_decam                 9282f48b594acf349cc6a81085d651b08bdcdb65  22.0.1-16-g9282f48+c131319379            utils,daf_persistence,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,ip_isr,astro_metadata_translator,obs_decam_data,geom,testdata_decam
obs_lsst                  c47704bed525513d385f07a05ee35c1865ab51e5  22.0.1-59-gc47704b+931c2faa4c            afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler,meas_extensions_gaap
obs_subaru                eaaff141412748f6a013b261f56c955a3fd5111b  22.0.1-42-geaaff141+e40ac9ed89           daf_persistence,obs_base,pipe_tasks,meas_astrom,sconsUtils,astshim,astro_metadata_translator,obs_subaru_data,geom,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,meas_extensions_gaap,testdata_subaru
pipe_drivers              d00fb1e517e6e177fc9fbe9285921bb8515ad3ae  22.0.0+be0400e26d                        ctrl_pool,afw,pex_exceptions,sphgeom,pex_config,pipe_base,pipe_tasks,astro_metadata_translator,geom
ap_pipe                   919e8b33ea92328ec1fabf6418311376a48442bf  22.0.1-20-g919e8b3+8bc6822453            utils,pex_config,pipe_base,pipe_tasks,ap_association,ap_pipe_testdata,obs_decam
cp_pipe                   d4f2cf4494e8dbdecfd118f04c2038fb4c963167  22.0.1-31-gd4f2cf4+b82170d4e2            pex_config,pipe_base,log,ip_isr,afw,meas_algorithms,pipe_drivers,pipe_tasks
jointcal                  5bf6245153dfa977a2e506f69fd112f3a88f06df  22.0.1-25-g5bf6245+c12e52a65d            sconsUtils,eigen,afw,daf_persistence,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,verify,verify_metrics,cpputils,ctrl_mpexec,obs_subaru,obs_cfht,testdata_jointcal,obs_decam,obs_cfht
lsst_obs                  1d50a98a8bf54a436781f813062ddb91a8819070  22.0.0+a04d4cf6d5                        obs_cfht,obs_decam,obs_lsst,obs_subaru,obs_test,testdata_cfht,testdata_subaru,testdata_decam
pipelines_check           480a61af636f0c6e7ace90b5ed4ec751b47f9a1e  22.0.1-3-g480a61a+276e5eaf38             pipe_tasks,daf_butler,obs_subaru,ctrl_mpexec,meas_extensions_convolved,meas_extensions_photometryKron,ip_isr
