# product                 SHA1                                      Version                       
BUILD=b7310
afwdata                   da6a35342cddc65db1d042053e6f05b0e26afc6d  gda6a35342c                              
ap_verify_testdata        ac6c61303a72e82bed683a2f33148f85e733c121  gac6c61303a                              
fgcm                      41b7992728f30b2e2f4de3e75a5f2f1eb4d060dc  g41b7992728                              
kht                       afcb7142decdb77911b08be3ee495256b2f19ed3  gafcb7142de                              
obs_decam_data            9eeeb5e1744bf8adbf537d8090ce4329e9927f2a  g9eeeb5e174                              
obs_lsst_data             8c3f31cc5a1a9a148229f4ebf2d327c221bd20fd  g8c3f31cc5a                              
obs_subaru_data           7ff78db35487d4e684a72e349abc7204559ea87b  g7ff78db354                              
sconsUtils                0f9b1506d6d292570bb84712f211fc7eaf647df1  g0f9b1506d6                              
sdm_schemas               20258116d317a9ec12553e8fcf9f9bfd34ea7ea0  g20258116d3                              
testdata_cfht             fc909493914c3bdf2eb4eac6cef672d82640ae3f  gfc90949391                              
testdata_deblender        8a244b65448f9248c91d66b0894bc3fd056feb91  g8a244b6544                              
testdata_decam            fde10c3a1cfb39bba0e5005e956c4b2059c91370  gfde10c3a1c                              
testdata_jointcal         f1d4ecff8ca0ab0faa6be604b92c82554c5341ed  gf1d4ecff8c                              
testdata_subaru           03c3ee655a9f3a162a19b12d7ad201b6af0c1e33  g03c3ee655a                              
base                      16539337294893b8bff8639fb89046d37d9d6fa5  g1653933729+a8ce1bb630                   sconsUtils
dustmaps_cachedata        bb0a0c949e73ad2289341f9e0bf912c1e810fe45  gbb0a0c949e+a8ce1bb630                   sconsUtils
gauss2d                   9125e01d80fc2ec491ffa9b869e93d331701d244  g9125e01d80+a8ce1bb630                   sconsUtils
jointcal_cholmod          81a980c3ddbbca861c73ffb98bce1fd1a391b2d6  g81a980c3dd+a8ce1bb630                   sconsUtils
modelfit_parameters       35bb328faa137fdecac9ba21664eec8cdfa06eeb  g35bb328faa+a8ce1bb630                   sconsUtils
psfex                     7b9623be859eb100c82fc1dd773c529ffda28e97  g7b9623be85+a8ce1bb630                   sconsUtils
scarlet_lite              ae0086650b253f91ab2afe8f7ca66a353e2bb3cc  gae0086650b+a8ce1bb630                   sconsUtils
sphgeom                   1a997c388404fff4f454d7a939a659d92382e634  g1a997c3884+a8ce1bb630                   sconsUtils
utils                     7d0def3d61c752f736c8d2cc33852495fcc90713  g7d0def3d61+a8ce1bb630                   sconsUtils
verify_metrics            c16d4156ef458992af24a32f70ae365005a9e6cc  gc16d4156ef+a8ce1bb630                   sconsUtils
daf_relation              455649247a2f4153333d4c18f7150735bf811ed0  g455649247a+5daf287408                   sconsUtils,utils
gauss2d_fit               b58c049af005e3c501e8556df46edc28e42efd1f  gb58c049af0+d64f4d3760                   gauss2d,modelfit_parameters,sconsUtils
log                       f0baf8585992f947a3bc69dc161e0180a345bf35  gf0baf85859+5daf287408                   sconsUtils,utils
pex_exceptions            daeeff99f8728ee92fda84cdea39102f76477f23  gdaeeff99f8+1711a396fd                   base
resources                 8ddb459212f2dec9734f83a2313acdc3726565af  g8ddb459212+5daf287408                   sconsUtils,utils
spectractor               46c9ee63a1bcd9f20d755d1470023dc8dc3cb226  g46c9ee63a1+5daf287408                   utils,utils
alert_packet              dfe88ab561b2b81f3de0eca24762a6712f25164a  gdfe88ab561+9175e0dcef                   resources,sdm_schemas
cpputils                  4005a62e65cf2d0a6200906881be27368db467f8  g4005a62e65+17cd334064                   base,pex_exceptions
daf_butler                ddf0c649a349d375fdd410d1a19d3014f76832cb  gddf0c649a3+fac83bd63d                   sphgeom,sconsUtils,utils,resources,daf_relation
felis                     4171af5bda0d4d9b1dfdf60f104c4a8ef4c606fc  g4171af5bda+2561041479                   sconsUtils,utils,resources
astshim                   3156d2b45e2e2859ffc8828f5656da5347ae95fe  g3156d2b45e+07302053f8                   sconsUtils,cpputils
daf_base                  3e281a1b8cf7f332a44a79c0e7f45e7e364342f3  g3e281a1b8c+693a468c5f                   utils,cpputils,pex_exceptions,base
geom                      414038480caf8b20de3c433a6de46e36435aeedc  g414038480c+56e3b84a79                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
rucio_register            5f725411e8d60bb642aa1c3f18da81603381af1b  g5f725411e8+54b013b6c6                   utils,daf_butler
astro_metadata_translator c715040035fe632354d93c0c779a64439ff4e1a0  gc715040035+3ad5f2bb52                   sconsUtils,daf_base
gbdes                     41ffed0d5618df0d11c8fef0b9f179ec3b53ca9d  g41ffed0d56+6daa13ecc9                   astshim
pex_config                2cdde0e79411373843e2fafe91026864eecde774  g2cdde0e794+3ad5f2bb52                   daf_base,sconsUtils
afw                       fda6b12a0585d8157cb03650833281072066824a  gfda6b12a05+3bcad770a9                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,base,cpputils,afwdata
dax_apdb                  cd3f1c0c933ab19a0ff903ae50e6eb7df808962d  gcd3f1c0c93+2e89b03209                   felis,geom,pex_config,resources,sconsUtils,sdm_schemas,sphgeom,utils
multiprofit               b1187baf8a283e04d344342232aedb881744a96c  gb1187baf8a+5b5ffc46d6                   sconsUtils,gauss2d_fit,pex_config
pipe_base                 fb5b7f09fa2df1b292290b0341234a49ad7b81bf  gfb5b7f09fa+83d9afa656                   daf_butler,pex_config,utils,resources
cbp                       a32fcf49c8d30cf671f47ce018931f3d72162029  ga32fcf49c8+97aa061eef                   geom,sphgeom,afw
coadd_utils               2bc492864f44cbe45a4b175d8cf25c8743370681  g2bc492864f+97aa061eef                   afw,sconsUtils,utils,cpputils,afwdata,pex_config
ctrl_mpexec               3abcffb608b3ac821373b65250b5f20c81ebc6dd  g3abcffb608+a89b6315dd                   daf_butler,pex_config,pipe_base,utils
display_astrowidgets      2bbee38e9bfd937a1eca947439aca2323cbe174e  g2bbee38e9b+97aa061eef                   base,afw
display_ds9               c28159a63d0f86c82a3eeb121c5177245091679a  gc28159a63d+97aa061eef                   afw
display_firefly           347aa1857da98cc104ea1664fc14bf76073b10f2  g347aa1857d+97aa061eef                   afw,geom
display_matplotlib        3a166c0a6a70acdd33004f70b82b33505b1754f2  g3a166c0a6a+97aa061eef                   afw
obs_base                  2b7fa98c38048493aa6c69f9e8fa92a242ee93f2  g2b7fa98c38+e2c76c4d9d                   utils,daf_butler,pipe_base,resources,astro_metadata_translator,pex_config,daf_base,afw,geom,pex_exceptions,log
shapelet                  e79ae78c31432767750ff26cfb72e87814e029e3  ge79ae78c31+97aa061eef                   afw,sconsUtils,geom
skymap                    80478fca09b8a2bc83c9865300ae988a00ff8595  g80478fca09+e9b577042c                   sphgeom,geom,afw,daf_butler
verify                    02878d4df37de08eec0e53108134324bbc769ff1  g02878d4df3+a779d2f8fd                   sconsUtils,utils,pex_config,daf_butler,pipe_base,dax_apdb,afw,verify_metrics
ctrl_bps                  c5ebe590970f2ade98f2f84d4841df0bbfacdbb8  gc5ebe59097+0bea658b2c                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
meas_base                 2f1216ac18b67d915507f5ef145f1b8649c3ee01  g2f1216ac18+8615c5b65f                   utils,geom,afw,skymap,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils
ctrl_bps_htcondor         9503fe4aeca26c928cebc627d250a4593fc1a8e0  g9503fe4aec+8b397bc9e0                   sconsUtils,ctrl_bps,utils
ctrl_bps_panda            00d6399a9604d05973509e3cac89fb1a2ee9d9c8  g00d6399a96+8b397bc9e0                   sconsUtils,ctrl_bps,daf_butler,resources,utils
ctrl_bps_parsl            f08a03362232706d3236e1b07ae61ada8b63f416  gf08a033622+8b397bc9e0                   ctrl_bps,utils
meas_algorithms           65afce507f8d23492763fdb7ac122c3851c5b337  g65afce507f+0106b0cffc                   astshim,daf_base,geom,afw,log,meas_base,pex_config,pex_exceptions,pipe_base,sconsUtils,utils,cpputils,kht,obs_base
meas_extensions_simpleShape cf0d15dbbd8e1c410f62060a9388a7b98e664db3  gcf0d15dbbd+a0207f3e71                   sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
meas_extensions_trailedSources da6a2b7d8303c939b1a09e23d84ecf9c928008a4  gda6a2b7d83+a0207f3e71                   base,afw,geom,pex_config,utils,cpputils,meas_base
meas_transiNet            fb33f419e9c28a01b81f88952ce59b8e676a006c  gfb33f419e9+a0207f3e71                   base,pex_config,pipe_base,meas_base
ctrl_execute              36c7e4a2d606a3dc7d3e5785cac59377ee48ba09  g36c7e4a2d6+e71f815ccd                   pex_config,utils,ctrl_bps_htcondor
ip_isr                    bb4f38f98761bbb9240220132070e90ca6a4c0bd  gbb4f38f987+b43ab392d2                   meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
lsst_bps_plugins          3a590c521e9cfb37e0cc03f799ce5cabe499d2c2  g3a590c521e+f82529d616                   ctrl_bps_htcondor,ctrl_bps_panda,ctrl_bps_parsl
meas_astrom               da3e153d9932132ecf6e228d8677ea6acf118966  gda3e153d99+b43ab392d2                   geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            41af890bb228f2bac84b4bd69a3554cd404dbc7d  g41af890bb2+e5200c8fd9                   afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron 858d7b2824e671d1c30afb87fd0ea4286d6641f1  g858d7b2824+b43ab392d2                   meas_base,meas_algorithms
meas_extensions_piff      e33fd446bb2a449ec4a9ae29537456d998b232e4  ge33fd446bb+b43ab392d2                   afw,base,geom,log,meas_algorithms,pex_config,utils
meas_extensions_psfex     28da252d5aee72f3f6a8c819ee1b2d6aba354840  g28da252d5a+3d3e1c4204                   afw,daf_base,meas_algorithms,meas_base,pipe_base,psfex,sconsUtils,utils,geom,afwdata
meas_extensions_scarlet   cbb1c9477837dabd65f5506e8825d7fcc6bceaa0  gcbb1c94778+77d857f873                   base,afw,meas_algorithms,log,scarlet_lite,log,pex_config,pex_exceptions,pipe_base,testdata_deblender
meas_extensions_shapeHSM  e00768bf1a762ff40760e8a320b9fcdd1009c0f9  ge00768bf1a+b43ab392d2                   meas_base,meas_algorithms,geom,afw,daf_base,pex_exceptions,sconsUtils,utils
meas_modelfit             a5288a1d22bb16e7890ef0c280ac82e8917c5f14  ga5288a1d22+3199fccd69                   afw,meas_algorithms,meas_base,log,sconsUtils,shapelet,geom,cpputils
ctrl_platform_s3df        507ef7adcf6047dfd0da1f47cfe52413a5ce46e0  g507ef7adcf+3ce3527c47                   sconsUtils,ctrl_execute
ip_diffim                 d35896b8e2d564e84b386b3c6e48c704f8584c71  gd35896b8e2+3e8344a67c                   afw,daf_base,log,meas_astrom,meas_algorithms,meas_extensions_trailedSources,meas_extensions_shapeHSM,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
meas_extensions_convolved 42fff21dfb88e9ac1772aa792458ec200baa4b58  g42fff21dfb+a981ca6197                   meas_algorithms,meas_extensions_photometryKron,afw,geom,meas_base,utils,daf_base
meas_extensions_gaap      e21cd3aba35fd07c370524e17bf9a118e1fa29e8  ge21cd3aba3+a9841a68c3                   afw,daf_base,geom,ip_diffim,meas_algorithms,meas_base,pex_config,pex_exceptions,utils
pipe_tasks                1b393d1bc77f7f2bf32ca287aedd0a8d33d5f7dd  g1b393d1bc7+82476ad7c1                   afw,coadd_utils,daf_base,daf_butler,dustmaps_cachedata,geom,ip_diffim,ip_isr,meas_algorithms,meas_astrom,meas_base,meas_deblender,meas_extensions_convolved,meas_extensions_gaap,meas_extensions_photometryKron,meas_extensions_piff,meas_extensions_psfex,meas_extensions_scarlet,meas_extensions_shapeHSM,meas_extensions_trailedSources,meas_modelfit,obs_base,pex_config,pipe_base,skymap,sphgeom,utils,verify
analysis_drp              efe92d13dd2bd8ddf00568cdcb1d7023281a2ee7  gefe92d13dd+07032107b7                   base,pipe_base,pex_config,pipe_tasks,skymap,geom
ap_association            932f3007c2721daf1e8efe0dc5126a74f1cbab55  g932f3007c2+a018f730ab                   afw,alert_packet,dax_apdb,meas_algorithms,meas_base,pex_config,pipe_base,pipe_tasks,verify
cell_coadds               0f6015c96909677e43481f13895dd3ebbb14929d  g0f6015c969+07032107b7                   base,meas_algorithms,pipe_tasks
faro                      4edbe43bf12c3b0b4a7b09620f93689c43760985  g4edbe43bf1+8e62419dce                   afw,base,ctrl_mpexec,daf_butler,dustmaps_cachedata,geom,pex_config,pipe_base,pipe_tasks,sconsUtils,utils,verify,verify_metrics
obs_cfht                  133013155fe92cf08878261f75c59253f182da17  g133013155f+f572d24eed                   obs_base,meas_algorithms,meas_astrom,pipe_tasks,astro_metadata_translator,geom,meas_extensions_photometryKron,meas_extensions_shapeHSM,testdata_cfht
obs_decam                 e2409df99db4c8a8327353378c0abe6071d42360  ge2409df99d+e6e587e663                   utils,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,ip_isr,astro_metadata_translator,obs_decam_data,geom,daf_butler,ctrl_mpexec,testdata_decam
obs_lsst                  6fa525adb5bf452a550b07a3c06c2795f2c3145c  g6fa525adb5+6f28b4bfc4                   afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler,meas_extensions_gaap,meas_extensions_psfex
obs_subaru                fe22551aa22a5d197d6966042af962c105ef15c1  gfe22551aa2+7c36e37eb0                   obs_base,pipe_tasks,meas_astrom,sconsUtils,astshim,astro_metadata_translator,obs_subaru_data,geom,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,meas_extensions_gaap,testdata_subaru
atmospec                  5b8c2ace518e70cc8e61a04ac9f0f53bc3b5f1c9  g5b8c2ace51+91f64fc179                   meas_algorithms,meas_astrom,pipe_tasks,pipe_base,geom,ip_isr,pex_config,meas_algorithms,meas_astrom,obs_lsst,daf_base,utils,afw,spectractor,daf_butler,ctrl_mpexec
cp_pipe                   ac28c8d4c5009d022ca555c02001d90b374e2f06  gac28c8d4c5+a7206fc9d4                   pex_config,pipe_base,log,ip_isr,afw,meas_algorithms,pipe_tasks,obs_subaru,obs_decam,obs_lsst
drp_tasks                 0f78d747df1f4cc78c967ae6a423b15c314be984  g0f78d747df+4664a3f0ec                   base,gbdes,afw,cell_coadds,daf_base,daf_butler,sphgeom,pex_config,geom,pipe_base,utils,meas_algorithms,meas_extensions_photometryKron,meas_extensions_shapeHSM,pipe_tasks
fgcmcal                   f5289d68f68003193b6194bf0b1f69677c055357  gf5289d68f6+c2bdcf70c2                   sconsUtils,afw,daf_butler,obs_base,pipe_base,pex_config,pipe_tasks,ctrl_mpexec,fgcm,testdata_jointcal,obs_subaru,obs_lsst
jointcal                  82479be7b058d245d05b1660f60b42eb46b2b067  g82479be7b0+a273c6d073                   sconsUtils,afw,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,verify,verify_metrics,cpputils,pipe_base,daf_butler,ctrl_mpexec,obs_subaru,obs_cfht,testdata_jointcal,obs_decam,obs_cfht
obs_fiberspectrograph     aec10a47a62e18b2e92ea6936190446b1e45c6c6  gaec10a47a6+65fcddb4b4                   obs_base,obs_lsst,astro_metadata_translator,daf_butler,ip_isr,afw
obs_rubinGenericCamera    a045cb765c235a0ade3b66fca1d5310361d0e946  ga045cb765c+65fcddb4b4                   obs_base,obs_lsst,astro_metadata_translator,daf_butler
analysis_tools            1dbd7f8d795d70a31551039416e94696ae1c4d29  g1dbd7f8d79+45bfd4b922                   afw,base,cp_pipe,daf_butler,drp_tasks,geom,meas_algorithms,pex_config,pipe_base,skymap
lsst_obs                  fb06b55ef1156100e8d8f05edc3d1c773dd75ba2  gfb06b55ef1+7d9965b489                   obs_cfht,obs_decam,obs_lsst,obs_subaru,obs_rubinGenericCamera,obs_fiberspectrograph,testdata_cfht,testdata_subaru,testdata_decam
summit_utils              fc75cfbd8d74fb248f7f014f026a53bf51d17289  gfc75cfbd8d+6e7d09b854                   afw,atmospec,base,daf_butler,geom,ip_isr,meas_algorithms,pipe_tasks,utils,pex_config,obs_base,obs_lsst,resources,daf_base,pipe_base,astro_metadata_translator
analysis_ap               1a3180933ec63fcf1624b89e444150ca35c3adcb  g1a3180933e+a97590768a                   afw,base,daf_butler,dax_apdb,meas_base,pex_config,pex_exceptions,pipe_base,utils,analysis_tools,ap_association,obs_lsst
