# product                 SHA1                                      Version                       
BUILD=b7536
afwdata                   da6a35342cddc65db1d042053e6f05b0e26afc6d  gda6a35342c                              
ap_verify_testdata        ac6c61303a72e82bed683a2f33148f85e733c121  gac6c61303a                              
fgcm                      0607adfdc759d384dda342b1c22635bb06c56433  g0607adfdc7                              
kht                       afcb7142decdb77911b08be3ee495256b2f19ed3  gafcb7142de                              
obs_decam_data            9eeeb5e1744bf8adbf537d8090ce4329e9927f2a  g9eeeb5e174                              
obs_lsst_data             8c23850cd6a1284808f5ed2caa12224cef2fc22c  g8c23850cd6                              
obs_subaru_data           7ff78db35487d4e684a72e349abc7204559ea87b  g7ff78db354                              
sconsUtils                56bcbaf7291749cc3f3676c05d439c359296ec61  g56bcbaf729                              
testdata_cfht             fc909493914c3bdf2eb4eac6cef672d82640ae3f  gfc90949391                              
testdata_deblender        8a244b65448f9248c91d66b0894bc3fd056feb91  g8a244b6544                              
testdata_decam            fde10c3a1cfb39bba0e5005e956c4b2059c91370  gfde10c3a1c                              
testdata_jointcal         f1d4ecff8ca0ab0faa6be604b92c82554c5341ed  gf1d4ecff8c                              
testdata_subaru           03c3ee655a9f3a162a19b12d7ad201b6af0c1e33  g03c3ee655a                              
base                      53246c715956882f6e527aaa7283219e06a7401f  g53246c7159+0eb18584fe                   sconsUtils
dustmaps_cachedata        bb0a0c949e73ad2289341f9e0bf912c1e810fe45  gbb0a0c949e+0eb18584fe                   sconsUtils
gauss2d                   9125e01d80fc2ec491ffa9b869e93d331701d244  g9125e01d80+0eb18584fe                   sconsUtils
jointcal_cholmod          5b815a837eb1fe17aa9597e66017b25d3136e3b6  g5b815a837e+0eb18584fe                   sconsUtils
modelfit_parameters       35bb328faa137fdecac9ba21664eec8cdfa06eeb  g35bb328faa+0eb18584fe                   sconsUtils
psfex                     7b9623be859eb100c82fc1dd773c529ffda28e97  g7b9623be85+0eb18584fe                   sconsUtils
scarlet_lite              fba249425e5dc2278bbdebac3a71ff9c433476a4  gfba249425e+0eb18584fe                   sconsUtils
sdm_schemas               6c245a15ce6ef7aa6a7c379d297c244da78eabe2  g6c245a15ce+0eb18584fe                   sconsUtils
sphgeom                   ca43fec769d90f5fce7f772528a0bacd02daf8cd  gca43fec769+0eb18584fe                   sconsUtils
utils                     e8ea38501a61ba974ac8dd10b8c611a05c43cd42  ge8ea38501a+0eb18584fe                   sconsUtils
verify_metrics            05f563eca1e615dff33c5240e704f4673a9cebe0  g05f563eca1+0eb18584fe                   sconsUtils
daf_relation              46a8c529b8a9a8174a5573cfbc7ec2511383ae00  g46a8c529b8+ae64226a64                   sconsUtils,utils
gauss2d_fit               b58c049af005e3c501e8556df46edc28e42efd1f  gb58c049af0+492386d360                   gauss2d,modelfit_parameters,sconsUtils
log                       e278dab8ac7dbe34f6bcd0740cd60ba18e889be2  ge278dab8ac+ae64226a64                   sconsUtils,utils
pex_exceptions            786e29fd129756b69aad840e77102572d4427069  g786e29fd12+02b9b86fc9                   base
resources                 2cf0f8f226c24013f3c9f84be0e40d8e9493d2c9  g2cf0f8f226+ae64226a64                   sconsUtils,utils
spectractor               0d2e555b0673719520ac97e130b2e48b4afb229a  g0d2e555b06+ae64226a64                   utils,utils
alert_packet              1c1e387c42189bedf3a35db64f89480d9f70cc32  g1c1e387c42+73e1f6238e                   resources,sdm_schemas
cpputils                  abe3b4be7314deef3ffc989f82d55a864bdb48e6  gabe3b4be73+543c3c03c9                   base,pex_exceptions
daf_butler                e060d3e007ba5e00df633b24d0df814d507ce443  ge060d3e007+2ae5b0060e                   sphgeom,sconsUtils,utils,resources,daf_relation
felis                     c5a10cf263c923ea5ec30abd267a1d94a56d4230  gc5a10cf263+5c8eb5dcbe                   sconsUtils,utils,resources
astshim                   78460c75b0e7e4b30293ab93a99093bd37996298  g78460c75b0+85633614c8                   sconsUtils,cpputils
daf_base                  4e0f332c67f441b463ea24a8669c0707b07cf6d7  g4e0f332c67+976ceb6bc8                   utils,cpputils,pex_exceptions,base
daf_butler_migrate        0be011189ef215852ae222477e6e1b19dc98f463  g0be011189e+b283fa95e1                   daf_butler,resources,sconsUtils
dax_obscore               999858ac57ced867773ef9d87839178c67aa01ee  g999858ac57+9b8a6d3273                   daf_butler,sphgeom,utils,felis
geom                      d6cbbdb0b4b12839c948da7cfb301f775e30f8df  gd6cbbdb0b4+22df36cabd                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
rucio_register            13a924b9ab59df07c098f4668a9a102d3628dc63  g13a924b9ab+b283fa95e1                   utils,daf_butler
astro_metadata_translator 8cbe06beb28aaf122201aa4f488a8e219cc5c0cc  g8cbe06beb2+a513197d39                   sconsUtils,daf_base
gbdes                     e47971662c340e01a2594dbf5d34cf6ed6ed7dc1  ge47971662c+47c5a543c4                   astshim
pex_config                384b62748c625048703b59df3a494e9c1b37a087  g384b62748c+a513197d39                   daf_base,sconsUtils
afw                       3fa7bbdb64c601907542908920c844bc9f97f1a3  g3fa7bbdb64+2108e7722f                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,base,cpputils,afwdata
dax_apdb                  5477a8d5cebf0be8982f8398bf433a5f19d3f3d0  g5477a8d5ce+203c79f91a                   felis,geom,pex_config,resources,sconsUtils,sdm_schemas,sphgeom,utils
multiprofit               55209475f71b41b4b19bff788e4714b4c21255e5  g55209475f7+ac62d39f5b                   sconsUtils,gauss2d_fit,pex_config
pipe_base                 e430572b77498643df8504fe1fdcdca6d8a4522e  ge430572b77+768ccfa09f                   daf_butler,pex_config,utils,resources
cbp                       7a6b8c32e41a7a9b91a634076ee98d217ded5ccd  g7a6b8c32e4+7d4898ea0e                   geom,sphgeom,afw
coadd_utils               89139ef63871455d4aa124831d04de57703bfe20  g89139ef638+7d4898ea0e                   afw,sconsUtils,utils,cpputils,afwdata,pex_config
ctrl_mpexec               116478998bf54e26e4010990a1bd574aa049257c  g116478998b+ff63c4962a                   daf_butler,pex_config,pipe_base,utils
display_astrowidgets      07dc498a130d940116e63aff397334f806486516  g07dc498a13+7d4898ea0e                   base,afw
display_ds9               1409bbee799819383bbc4d040facd6d52e28ce31  g1409bbee79+7d4898ea0e                   afw
display_firefly           1a7e361dbc809339f37f629662064d649cbf7b68  g1a7e361dbc+7d4898ea0e                   afw,geom
display_matplotlib        aaedd4e6789193f551235fc354117614224e4c84  gaaedd4e678+7d4898ea0e                   afw
obs_base                  a7ddd3f6948452ff0fbf0c2f61f68d66ccf0994a  ga7ddd3f694+ca1435f89d                   utils,daf_butler,pipe_base,resources,astro_metadata_translator,pex_config,daf_base,afw,geom,pex_exceptions,log
shapelet                  989de1cb63fd88ae497edcb2cd8d6431038732a8  g989de1cb63+7d4898ea0e                   afw,sconsUtils,geom
skymap                    1fd858c14a10efce22350d0db720cadf582b1ecb  g1fd858c14a+fa0d74dd7f                   sphgeom,geom,afw,daf_butler
verify                    34ae5fe508e3354ad20d20b3ecefcd594959f0b6  g34ae5fe508+94325f7ea9                   sconsUtils,utils,pex_config,daf_butler,pipe_base,dax_apdb,afw,verify_metrics
ctrl_bps                  3e043a52a7657f1dc94b08d86fb1ec4209d5d82e  g3e043a52a7+10d4c7afb4                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
